msno,is_churn,city,bd,gender,registered_via,years_using
ztMalbG5kEdR6f3HR8VWzqfj6Nubct7hUdpL2gmgATc=,0,,,,,
ztMAidNAi4N7oz1fwxGkGse2BZWw+zulactQlysDo7A=,0,1.0,,,7.0,5.0
ztM8IwnrNLMn/UFAJ00PTxJXLHf+zbPEhQ8TUih/tQE=,0,5.0,32.0,female,9.0,5.0
ztM26Eo8rKBF6l+aCVfqEzH+RM9dPu5bS54oDc0Ml9s=,0,,,,,
ztKkAYwQCfLuGS33MZwpmXG0TUp8HRxkK871IxOoUaM=,0,13.0,18.0,male,3.0,2.0
zzzN9thH22os1dRS0VHReY/8FTfGHOi86//d+wGGFsQ=,1,,,,,
zzz4xr5LLzoxUqD6LfKiieCt8Or4dUWFQ0RA5gmkx8I=,1,1.0,,,7.0,5.0
zzx7wcys2Nha6yP2Skjs+R1/JNAfEuAWUaAp0qsV2Cg=,1,15.0,30.0,female,7.0,7.0
zzsumtyPQEJN7XNakERtaZiXsGmc786aWSHFScPfV5k=,1,1.0,39.0,male,4.0,0.0
zzhCFbZwTy6Kv95jnDFZ3ZKriHjv8gaEL7fbqPaZZmI=,1,13.0,31.0,male,4.0,1.0
zzd39tdgOwpUPj+8YBr++BcS3xCAelGKK/6JXJ6mnp0=,1,1.0,,,7.0,6.0
zzbIvpv89oTCxJBH8o/Hgyzv+ZcqS1V97Yk6iFhmSqw=,1,13.0,21.0,male,3.0,5.0
zzZmtVcFbV/3t8rFxeafRQXtU+uS3ePfXu4dxyweD0Q=,1,,,,,
zzZkqDWh4DWJaxg4C0+kBBqO4oLBNjQxbl3ZALfv8xo=,1,1.0,,,4.0,1.0
zzZ1sbVwXR9eeoaa1uLmllzPam3UqpQMdIgfkYDNNrY=,1,,,,,
zzWQDR3JwRk5cPkcwsWWlJd8c2ka0rEgI3TJBdIPNIU=,1,22.0,26.0,female,9.0,8.0
zzPrUJ8K3TFDjsh8iSv0dZVZd9SRrA9xD4U9jYHG/Y8=,1,1.0,,,3.0,3.0
zzLDwEpn44C9BlfVM9AfU+mQ9vh0pCRp3YKJ/5DD5Fg=,1,5.0,39.0,female,9.0,13.0
zzFsYo515M3PZ4FMmBEfJNYlu10aH24Gxq+YviuVLu8=,1,,,,,
zzF+Mach94Bt8dBx6050cAgC5DR6At6hn0FDoJtbCUo=,1,,,,,
zzASgFiNVrI4dFLCm8V+KK9uYkzBU2QzW0+ETQR5Zo0=,1,1.0,,,7.0,2.0
zz8pxGKfI7m9/4DFR19s6ixRC7u01Jo1FtTUepzIElQ=,1,15.0,34.0,male,4.0,1.0
zz/7hkq4yonbhGHDjyTwLlKGdPbvgF+ncf1i9FOP9GQ=,1,1.0,,,7.0,3.0
zyfMVn9/O0STS4a9ZGUM0/llhmezl87TMuLvYvSNmi4=,1,1.0,,,4.0,0.0
zydxZ0EpQZjIlI84tk2unDRjhR9/A3EU/IbswaR/6U0=,1,1.0,,,7.0,4.0
zyZuDPFIkg0VDa7tAr0zQVAhLtwhZR3qXuhvTrtNV8E=,1,5.0,20.0,male,9.0,6.0
zyZaAS/urrlL+W+jg6piutFCmCIRohw4RsIuenHTxHg=,1,17.0,37.0,female,9.0,11.0
zyYx11ixa6B4bgm/o1gwD2AtwGTfVlRK1RtqJToM5R0=,1,13.0,23.0,male,9.0,4.0
zyWaIHuznWjB6LPbbSLVw5n6o7GPefT/Fb3FJqhA6QE=,1,,,,,
zyT935xNAij8HT3Fqbv/igZy+txnbrnrO/wHX38+NpA=,1,13.0,23.0,female,9.0,6.0
zyR8lJLfgHMZGBF2EGuZrZDOwpMpLbVMSNe6IslLfyo=,1,22.0,,,3.0,3.0
zyQp6h4CfSyuWa6Dd63aA8tkZiU+LU+j2cvtPwYg9zw=,1,13.0,25.0,female,3.0,2.0
zyO79KR9snuhS94hhE2y01fRwANg+JnlNeLFPBqjFP0=,1,22.0,22.0,male,3.0,3.0
zyDGqHPnL8kMQFu6b6sEgjQjieFLE1ejgxntSxW5454=,1,1.0,,,9.0,2.0
zy6iP+eDOgJYYsX6Sbo7GmDf7F2IRFIWgV96lhcY2Nk=,1,1.0,,,7.0,1.0
zxn7dfUNT9a0SCKP5IUUUAt5rValPti8CekvQfnSuAs=,1,4.0,25.0,male,4.0,1.0
zxkszzseq6/HFXR3MCK2zOC7LT7VcesJM9Pk6riXP70=,1,1.0,,,9.0,1.0
zxXRQ8dz66mI1vboN+pkdUp3Zq0QI063z7lXsTle4hg=,1,,,,,
zxWoqa02+bYSHQUpPHkQzuBlb2BBM1yJVgvZkGTfsoU=,1,1.0,47.0,female,3.0,2.0
zxUau+DyACCZJFZS6/0HNhmyFKpWSukEM7egAAW5bpQ=,1,1.0,,,7.0,4.0
zxT7MDLwxHV+ytqwISi2g/w3Ms99Jc69z7BkzoTFkU4=,1,1.0,,,7.0,2.0
zxPoOUerpw5tQYiXNfheTtrkRUORjgD7LJsiy3I7+ik=,1,15.0,17.0,male,4.0,0.0
zxOSRZ0udzzUkqzOAYzr4aM73ymag/3y8yNhR5P2Iug=,1,1.0,17.0,female,3.0,2.0
zxDfZ61ZgAWmJIREucBs+oDprVEBbvtZAm6reUcPsqY=,1,10.0,18.0,female,9.0,6.0
zx7GgBqZPfVGUuxNqq0tL/tRag13gyDzy2cEdtDFzC4=,1,1.0,,,9.0,1.0
zx5Jm+82zV0Lk273YrwpTHwHDSRCC0kfeiL2Q9Qc234=,1,22.0,20.0,male,3.0,2.0
zwsAgfWIsfK6MaWLxXyrAUI7S0H+4yVlt+KfMDnZelQ=,1,4.0,47.0,female,9.0,2.0
zwq7djU1hzzKwmtaymKkzItvHeieN8F7EjEO2P3BXM0=,1,,,,,
zwnDcSlUD75+UbGgzM9JAlGsFQZvuKTd8EQRWO1RTm4=,1,1.0,,,4.0,1.0
zwmb6Snlm+cvRk/4v3pNC7ub3Qm06+tjW7mbTKk75Jw=,1,,,,,
zwkO1j+ojZtVWOA5o7rdFXeYM7L5ANDQmRfRxQBDJaY=,1,15.0,24.0,male,3.0,6.0
zwV4urBelH/y9s3Gca8y5orE4Hy4fGbmTPmLBHle6+I=,1,15.0,27.0,male,4.0,1.0
zwTdCQVPE8MddNdImaOnpBfS+BuRptk5BgtmN0xE4xw=,1,13.0,18.0,male,9.0,2.0
zwPlDEL9kRq17KNFWTCdpyHuGFWoaMaI7HdCGI9+c7M=,1,5.0,33.0,male,4.0,1.0
zwMv6AfMEkAbYgVsdii+G/s8FwCXtvvVVrv3mipc9zo=,1,14.0,20.0,female,4.0,2.0
zwKcKSndRUJ4BCxJ3nreEmlFp25jkfXIIQM6RUvMSag=,1,5.0,44.0,female,4.0,0.0
zw45EOTOFhIVrNEddIOLy9bku03+Vec8K+rYdGaNjM8=,1,22.0,20.0,male,9.0,1.0
zw24/sOWJmg2XTUWlMdVHXfO8xLFOCyzwrkXIELj0LQ=,1,4.0,27.0,,9.0,2.0
zvth+tVPTTDUhaPaoQkZ3gyKXGrG5NGDcTWjhPCG2pc=,1,,,,,
zvte0CDgpTKAsfdxAIU+e4mzKWWZkMeLF/WGlxAsH6g=,1,6.0,24.0,male,3.0,5.0
zvb3V4dONFT06XvpviKJt4hS6cGxddQe1hc2mero3qo=,1,1.0,,,7.0,2.0
zvYI9r9uw4pCcUdnzvwHAdtpaXs922mfOofEP0/PLxI=,1,1.0,,,7.0,2.0
zvXJWsNs1IinwxgBDrQpAZK0+/ZhNMLn1YCEKYNAYBE=,1,18.0,22.0,female,9.0,9.0
zvX/4TbuW37GKoAOLsbbmw2nayHKGP1vyXQTRUqcb3M=,1,6.0,21.0,female,9.0,3.0
zvUvWHMz98Dq29+325N71tobmyXLd5ewGJwUDJotl+U=,1,,,,,
zvT6bVcQKMHk5fe8fSdzasq/sVJKyFbcU6m0jRAtqds=,1,1.0,,,7.0,3.0
zvSGLes87gpms8ULOOaCcqyOHHAZDZNirk+1VxkTyYk=,1,1.0,,,7.0,6.0
zvKTjsnGU5m2whZUDmGsi2nb3c4xKLW9e1yFvN2RgAc=,1,21.0,23.0,female,3.0,3.0
zvIOY0jIzMkxeyPQcHMzndwm3aLM8cH3khn+6pPMxFo=,1,1.0,,,4.0,1.0
zvFJzMbA9z0h2Rt0KFjV/pEhdK3WEDBs584A4iFQWww=,1,5.0,18.0,female,3.0,4.0
zvBbyqnWdHdyfRoFRhy/IUVra3ZK/PwhQkfjJ4BJNVI=,1,22.0,29.0,male,3.0,2.0
zuyPn3O/f25g6vGmqX5Sdb4TJECNup0rKNKJVCIekrs=,1,15.0,25.0,female,9.0,2.0
zuxMae/8awY4+yck56KvqjJlEGSEtUEz0Lfdyh9N/lY=,1,1.0,,,7.0,3.0
zuukvLP4c1ikuRkG+V4JgzGrGi6vS1m0yZpXbFCfjtA=,1,1.0,,female,3.0,3.0
zuuZ4EU4/qB+2tVuKwf0Z1VZFxvTtmpxHWJfBsanJ/0=,1,13.0,,,7.0,6.0
zuuOjMxolCBpl9agwX6Jg40tymMRf3iMe2P3WTD7I1Y=,1,4.0,20.0,male,3.0,5.0
zusDJOZwQuIi2XJ3SA2+PcUTeqkgT5TvIYSj+lSOIeg=,1,1.0,,,4.0,1.0
zur+ljVSyGYl5rMaf0BVORREmV94MNx5Hrc+FJJvNr0=,1,1.0,,,3.0,4.0
zumlQsQBorTtjYZW+2SwnGnV8oMyo116yEG8RPUBZtQ=,1,13.0,21.0,male,9.0,5.0
zulngoKofbPsTnLj2soVrsM8Am02cQ+ZE89FSdFkqtY=,1,18.0,21.0,female,7.0,4.0
zukWw/Yvu/oHuwf9ADbF9iJZFl8y6AAV7kif+gxbTso=,1,1.0,,,9.0,2.0
zukLxKM/ZdUz8XuYKPFzQx46xVwAktrSElDYwJITYq4=,1,,,,,
zuhXMz1QEXMHZsXP5aM2ph9wkAjjpqWxJ6w/urATvtY=,1,,,,,
zugCA1or9qKi1Sxtt778ee+jNdNtAlmaaOpU4ZeVIrk=,1,13.0,35.0,male,9.0,6.0
zufW+sH0N1U5dngp2m2yVzaSVR++MUUILWIQCDBT3pQ=,1,4.0,25.0,male,3.0,5.0
zuSrJvby2iGsmHuznUX5TwyVeMTrQoSEzhhL6cztvvE=,1,22.0,23.0,female,3.0,3.0
zuRHK663yIMFw6BzhifjbT8nFwZmcpatGCCFgGJRlGg=,1,1.0,,,3.0,4.0
zuIWneNThW/czKKaieSSUOgNsGAqtFkYZt/923Odqgs=,1,11.0,25.0,female,9.0,3.0
zuDdOIg+vknETWmlWIKxwSjFIpwQlTm4n7HjP7sJKr0=,1,,,,,
zuDSkT5w1gobPOqOKxTrWInub5P7XgkIsDzUSjgyIPA=,1,4.0,18.0,male,9.0,2.0
zu9v0HWIWWjDs+FlCZ8Yp9lftXEcNl2AsqONhKiqV7M=,1,13.0,,,7.0,6.0
zu3XcjjG2Von72iSJ77TzvTIz2rY9ETep3b0t9V1ZhA=,1,1.0,,,4.0,2.0
zu2/3YSwu/bP6QtaTdf8013oY7gaLERn76fzQA82jN8=,1,6.0,23.0,male,9.0,10.0
ztzh/G245g+k6y1eH/34YE5gfA2SkBgkxZA3w2wrYFA=,1,14.0,30.0,male,9.0,7.0
zttgd4sEpYwxYshBgMIIY7gW7IQm13rWlLw66vAGL+M=,1,1.0,,,7.0,5.0
zttRlsRHH9GQw/bALyFKOYH0euT0TxZVZw1Cf1BfTpU=,1,,,,,
ztrJSsBlMOzkNr0zqfzNM6mW1nthB+dBgJ9PWPxPhFI=,1,1.0,,,7.0,3.0
ztfwrbDLIbN0znNNkwJM/hj0FUcVjTCAh11wWlohLl4=,1,1.0,,,3.0,5.0
ztXRJorU0HodZFO0kSYioz/TUY/FFG3Aif4VNmijyww=,1,4.0,28.0,female,9.0,3.0
ztMSBZtyAXvG6/BXwvEJdieRU0trXlMg6rdqRJNJPtk=,1,1.0,,,7.0,2.0
ztLm5j4ea8TcGECtFs8D44yFe8UWAks+baIYa7Lt+hI=,1,9.0,26.0,male,3.0,3.0
ztKi3Wpcnb+rkp3bUf9oGWmv/CJ5bmi1A0uTUvkixmI=,1,13.0,18.0,male,4.0,0.0
ztIJHs1Ul3zZIoHSTWtoh7PkMrv2qm/IIAuGWLIrp0Q=,1,8.0,16.0,,4.0,1.0
ztHEyWdq7q/Jal11Jq7AIBBNoSPyuSylGYcGRYmjPs8=,1,15.0,21.0,male,9.0,1.0
ztGMT+vWPstTLN7IqG0bPexAU48ytGayFnaPSIbOhrs=,1,1.0,17.0,female,3.0,2.0
zt9VtRdamQoZ7knyvK51fL5EP5INKd+oZ1apT6eIBs0=,1,5.0,19.0,female,9.0,3.0
zsqjgHzTAUkE1F+mXdUTFUimDD7drWxYbS5u14FwR6s=,1,1.0,,,7.0,1.0
zspDIWQf5Kr8DyAds/Gg85fhfW/0hnI6N7mKvWK4xzE=,1,,,,,
zsmXSIwC3HzOaxu1EeDUtxP+GrUAmCC3gmieiHFtQHA=,1,4.0,27.0,female,9.0,3.0
zsk/bqtxc5Jj6y7sMSPjwmgW9lTfPUajD/mszoYNxBs=,1,13.0,22.0,male,9.0,5.0
zsfu8AEb/W/M+fFe1n2+QgVp/B0IoxJIU9PyXzB4hk8=,1,5.0,27.0,female,9.0,7.0
zscVEys772BJp+6+tavNNEabQSLbo2f/J9Oqg5iupMo=,1,14.0,,female,7.0,5.0
zsZ5La/jK14lySmKhgUnCeJOLo+4i6RUvZbnrTCGuiY=,1,13.0,27.0,male,9.0,10.0
zsWn7K47qUf4dhohg9/kbHYrH8wpOFlAD8wHs6rvko0=,1,1.0,,,7.0,5.0
zsVwxfHmKGrJqnKfjPRxMHvzc5F3Pz2LZYNAdOI/hc8=,1,22.0,27.0,female,9.0,5.0
zsTYeQCbXV2zCBsN3BTnRA3ebNc3NuVN6GxdIm3G/ak=,1,4.0,32.0,female,9.0,11.0
zsRsaJyCSAk0X6HhKjcNYvH6w6HQ+jKfPT5wZY3jUvg=,1,6.0,24.0,female,4.0,1.0
zsRWbvBvGbA2tKGLpWilIk0MTLura9VvonQ2okB55GQ=,1,1.0,,,7.0,1.0
zsPGs7qikiljdkv1rAZLI4ar+9JCHkAwYRmeFGtUbEs=,1,1.0,,,9.0,1.0
zsK0CUlEwzuJgfzVT+3slVtjrX1nEftqNVfSMaJLR20=,1,13.0,,,7.0,3.0
zsJfjojTjpnNuvcmBhACxjud5NQ9dyawJt68d1jncuw=,1,,,,,
zsEdtTzdo0MW48NIDV7Gf2Ed60tr9M/64ZlxcKiE6kY=,1,15.0,,,9.0,2.0
zsByrdtSUITXVMWIXk3pF1Z44UTdUBqFtGxOuBVwGpI=,1,1.0,,,7.0,6.0
zs9Lpl6CerUh+aPjwdEZg1j4k4gY1gr7z9QIPrThCo0=,1,,,,,
zs6T9fUOVeF7bhsGrwiH+daj4JsBW5+etzrUncB+dyU=,1,13.0,21.0,female,3.0,3.0
zs5/r4n5b3eFcOze5aHZM1vY7S9osh9doQplO35nv6U=,1,15.0,22.0,female,4.0,1.0
zs47/QNJkC/an+t4qQGLSKvwMkP2+sr4an2x+E1aOKs=,1,22.0,,male,9.0,1.0
zs//6nkRiCs1Kl1ZXsEgNNAWo+ecDi+LaTHKnASY4fU=,1,6.0,31.0,female,7.0,1.0
zrsjWWrfprlSapsKNZF4QLx3mLAsUeSiag2wORVWxsI=,1,6.0,21.0,male,9.0,2.0
zripHpvd5RYCq5FtnruJFZ//3PLyi5KPNqcgJvcGtyM=,1,1.0,,,9.0,2.0
zrVi/pfw1rLymsrf5/BlxmxZsJzCrGrglSsBDouVN7k=,1,21.0,16.0,male,9.0,7.0
zrUbFbKYySDe/L7vKlhilUwndoKiikSwjVkTEIMqXDU=,1,9.0,21.0,male,3.0,4.0
zrTJ0UsaXOG2F56BrPi7HyLzJPMPS3s6vLO3+Iguf6Q=,1,1.0,,,9.0,2.0
zrKI9PbuLahpPmZhNDrGPO31SH8I5A3Js/WoGlYcWDU=,1,6.0,28.0,female,9.0,8.0
zrGVyFm6QeJf/W/w/ghBtDJ7Qh4dauY7ksNqDz5FPE8=,1,15.0,26.0,male,3.0,2.0
zr7lClQCTEoAAE9IlPuAfrp3Eqs/1DVFP1qCV9UxSmQ=,1,13.0,40.0,female,9.0,5.0
zr7Zmc6fmTZ3XQlZ34NTocTNC20K4XMRr2ESg2LJHEI=,1,1.0,,,7.0,4.0
zr3E/8TF0EjJ5TikkGG9w7JMJg2Ffn4qKpzA0ptyVSw=,1,3.0,36.0,female,9.0,7.0
zr3+DOOXXGvMuohoKGGMnVyJ8K9SttkhCskiijwFhfY=,1,1.0,,,7.0,1.0
zqxuCrj6ukrOPF14b8m78s/tldSLlZ3TVHZ1jgsvhjc=,1,13.0,,,4.0,2.0
zqV0Ns73exxux6tv1bYHvmQgORdmPICpGMlF+jNIDaE=,1,1.0,,,9.0,2.0
zqSrnoN1E6uzeWGttVX5Y78+4MZ/rAkdte/xV1tqwfg=,1,,,,,
zqS22SkBfBjJUryjtlyjTwyFzRk8fC6uVYEF5E2ZYiU=,1,15.0,30.0,female,9.0,4.0
zqClOcvjEqhWIE6ptpHMvryyirWcx1QPyqZsKfa4uc0=,1,13.0,,,3.0,4.0
zqBQSx4HoQJLTitP8Z6AAzK/qyoHUKQf+FyET0PnRyU=,1,1.0,,,4.0,1.0
zq9Uo0JAL8NKXvM9Y1ar0cetpnyUsMehtey/fdwyZbw=,1,22.0,36.0,female,9.0,3.0
zq8zlD3D6WuPss9lt7h4gvsaYGC+aRPOoJtys7YbenQ=,1,13.0,38.0,,9.0,3.0
zq66RtQuT7CGD9EDDCKvB0ZPk6v17zktK9VV8BeDS8Y=,1,1.0,,male,3.0,2.0
zq1ypmcM5CP2P6SjYDmdR/fmgTaWKXVM8XDCiiwuAnQ=,1,5.0,21.0,female,3.0,3.0
zq0zOJ0xbPQMcIjXHlaQ01LTUVTPnJ4J7L/qyLgYzZU=,1,1.0,,,7.0,4.0
zq0+WnwmquzGyDHb8OXVFJdSsVqa0YaRDn7tUXdPlk0=,1,1.0,,,3.0,3.0
zpyr/KO1I8xbtlZaN1fIHq9rxUi8qPjdmuNDuTBzy88=,1,15.0,27.0,female,9.0,3.0
zpuCYsaJkCMxCupKtoBXJfllj8UoVGw1OfGkspzl45o=,1,1.0,,,9.0,1.0
zptS+6vX3ZC0z0FpuJFrDAqIPzivL++CwO5Wp4LhUuo=,1,15.0,25.0,male,3.0,3.0
zpt7vmxnl7Jn7yUnO/nREWJJY+wC9OqluQKc+Y1epP0=,1,1.0,,,7.0,4.0
zpmu2dYDE9KlY5Mtqw1JT2I8fRRIMLdTReb9icBLx9Q=,1,5.0,25.0,male,3.0,4.0
zpkhJ9WCwQ2xqo8mXMtWHyRzuyxx7aeru7o7XrDI1k0=,1,5.0,32.0,male,3.0,1.0
zpgVmep9lucRxZSMeBaG8MxceknIJVwqpU1wr8Hgw6A=,1,1.0,,,7.0,4.0
zpc/U2oCxDg4lNoM3k7N+hmd3Hq26dID9tyBoAZe/+U=,1,5.0,21.0,male,4.0,1.0
zpanuMH2OxY56trcKdIvvF5Zka+0kbutCfVTxlqqfI8=,1,4.0,44.0,male,4.0,2.0
zpUCFFnC0o1Duz6nWkr48OEifkKPgo2IQl7GXrcP4zs=,1,1.0,,,7.0,1.0
zpRsM2b4ci1KLLm9KvbVpJyPhSso8e8dwUHUW0YAmjI=,1,6.0,23.0,female,3.0,3.0
zpO9xVlKMlkUBaP+11JNAzXud/I4JkKuNzjTNLEN8VQ=,1,5.0,27.0,female,3.0,2.0
zpNCHiz2Q6vWgYo5DyaXzo2BzHnEYK0MHRV/tdVpx30=,1,5.0,40.0,male,9.0,8.0
zpKJPDis9U1ftZ662MTt7qR0FYL4mKUIKPAHquWEyEw=,1,15.0,20.0,female,9.0,4.0
zpEdumiRSFPW7VojuhGdxjTGGtmrScFBNWca3yX0EtU=,1,,,,,
zpCHLKK3zb5xGg0lP68xCWMJmIzNrCqfEt4kHEcZ01A=,1,22.0,27.0,male,3.0,2.0
zpAqeqVT6udIq5RB59jXHy9T98yxi5R+7NF2zucCR+M=,1,1.0,,,7.0,4.0
zpA3rri3IE11OjEB6f2LiXp2cVl+9ffxT/ViwZEIXZ8=,1,4.0,23.0,female,9.0,6.0
zp3a7YOCAKns0kqvwsLq8vnQCGaVU//VPm2m3aKc6dY=,1,5.0,24.0,male,4.0,1.0
zp2zxFRwwi1Yun4LPJYsPCl3VOHxk4Pcl8JTck3iF70=,1,1.0,,,7.0,3.0
zp+VAtVFJIFcmw3yJaovcAMzqNKTGkHjzTKwafsr6mw=,1,4.0,17.0,male,3.0,4.0
zozGmaIhzD+4j+0IQdlb2L37EzwDB8TEoSzxuQDOMFo=,1,1.0,,,7.0,2.0
zooW5N+jwznHHo3yAAlXX6aKDqzb4V4QEKlX563QO/c=,1,4.0,23.0,female,9.0,7.0
zoivdPqWyA2qDa3L6nyLNofPHhyD40I0h3wd4gsYsQY=,1,1.0,,,7.0,1.0
zoh1oT91yfzMfSlWTr6S3dRlx5FRVyj8jBWUabsUxRM=,1,13.0,21.0,female,3.0,3.0
zogkkDttsFrgr0zIh7jUYeXbH5HfocBRrO6IvDhmI4k=,1,5.0,31.0,female,4.0,2.0
zofNwM9OdQasoAjTPe4qVJquNiDjD7Xbpx6BGhtbpL8=,1,11.0,25.0,male,3.0,2.0
zobb4hzlsq9uWfGJMAytfUQTpMrO2zJzVTI+sCKVQQk=,1,1.0,,,4.0,1.0
zoaWP8EGfxDKaRPfTLQYCWMHd4taLT+yiMmbitUzVxQ=,1,12.0,19.0,female,9.0,9.0
zoa55bb0TIaZsH2bAiD8zHpz3y6WUarHv+9+00ilW84=,1,1.0,,,7.0,1.0
zoXF4yRKatbuPFaBlQgaS9+atir4ie/lV2RZhXf47f4=,1,15.0,18.0,female,9.0,4.0
zoTXxfcv0XnGvRx/xDsiitfoxjyB8Hxp847hM8O/k7k=,1,3.0,22.0,male,9.0,1.0
zoS1QNMBii7xrvuM8+BDUU6gUNvdDHQXQixVgtAMRKo=,1,15.0,35.0,female,9.0,9.0
zoQXBchBa//zjKmG5fKwDbQ9vTSagxRnQWgoVChwXEA=,1,13.0,16.0,female,3.0,3.0
zoMn7tYxpYtIg+NUMgFVwayhJFFDTbDgnNPdqEr2CZA=,1,1.0,,,7.0,5.0
zoMIT97LJxeyBGLzHXZBw9C5FcPVpAKO/kWnJ6R6/8Q=,1,1.0,,,7.0,1.0
zoKjT1SqT34fxR61w6R2AnnIcZk9qBKDUNFYxx4Zsec=,1,5.0,27.0,male,4.0,1.0
zoHfiKBSWqd+9IZNt+MHtw4xuJhFNtis6MHxfX/Ke3M=,1,22.0,25.0,male,9.0,11.0
zoGCAJZuVyp0fQo3Mfvk+b/mcZyQJSrlSCMzve4M/Kw=,1,13.0,23.0,male,9.0,8.0
zoBzZ5mMky9UU99PnvNj86XsO89Z5iBihYVN637q7uE=,1,18.0,35.0,male,9.0,7.0
zoAVSK0/UfngjJe/OopFLDKK8ARBgsfVXT5pMzngWj0=,1,8.0,17.0,female,4.0,1.0
zo9nOyDekP1PMFnVo3I8j7lg7G/EsFJfN68nAR8TBUs=,1,9.0,31.0,male,9.0,9.0
zo6ljbW94NeZJXYe9UZbqXdksbqbX6LmxpIboFms6LY=,1,4.0,21.0,female,3.0,3.0
zo1XBOzr86WJDXCvxpj1yoXr7ZusqN84NdEYWAcfFko=,1,13.0,26.0,female,9.0,2.0
znzxZwt6QNfCsTj+McejCR8dA2dhjJEI0gXsaiZSWug=,1,5.0,20.0,male,3.0,3.0
znwzRV2dNuCVIuZHMxvJbQt/IGF3e3gxgnC2k0aUvSo=,1,5.0,16.0,male,3.0,3.0
znid3tnRh8cfMh9Xo2cYlCfBzCHKPnGCs9TIrweqZRc=,1,4.0,17.0,male,3.0,1.0
znf0SctdjYZQOYC0s4Ik1fRd6OJuM+cRXz7zRsrIw7A=,1,13.0,25.0,male,9.0,11.0
znb0lWAAG6sRbqYeUCO3krMy3phXplhCcIWHcWFUdYI=,1,,,,,
znWyTBWnKyBzMrYpHfOa4TYUWASioOPo8cc8InqVAuI=,1,1.0,,,9.0,2.0
znWWb42LR9dJMt2KGJyyaLTA8blY6sdUjJN8nGWyMSQ=,1,4.0,29.0,male,7.0,4.0
znT1kHM9ETY3MGNjHAIZkd3t4kb0lelSbRwWshMTgrI=,1,,,,,
znNwgv2vBbh6R0qR2cNgbTqgyMK+Smwh8/6g9ZgqN+I=,1,13.0,,,3.0,5.0
znE9mPJRKAvxTNT5H0dJtjvDTVxAvjKHwKTsLZHD7p8=,1,1.0,,,7.0,4.0
zn6ncHjJ9qpJNsdkWlzD92qSYlbrZgXw59i2m+kn8CY=,1,6.0,18.0,female,3.0,3.0
zn2Loqf3jkC4c5M36h/xU7BfxGBdLZcZkbNkkG6XVfk=,1,4.0,28.0,female,3.0,3.0
zn0JipNz6MiAXCXprv3u5WwgEaimdA0VsPvMP9sifiI=,1,12.0,36.0,male,4.0,1.0
zn/VPEwpoU+NGpFkOwI1KFZXItwC42ePL5x9hI4/2Y8=,1,1.0,,,7.0,1.0
zmzrhN7Xnwxh0J/XABrWeWa7X6iHPLyJCqvGA8NOseU=,1,1.0,,,9.0,1.0
zmyXj2YOKWLAeBxZApPKKGhVbvlTC5iNw0NuOftM2AY=,1,12.0,25.0,female,9.0,3.0
zmwP6M93tSH7Oc1VFfGb3pxHjEqtuGUsJA7Z42o3kBE=,1,1.0,34.0,female,7.0,4.0
zmvureUZJgDaZFRvJaMmQ35DmsR8XTUleF9aWPvi/M0=,1,3.0,18.0,male,7.0,4.0
zmu2zG43teaoonnj+UVF1C3TgtUrioeuwP9s7Ui+s3U=,1,1.0,,,9.0,2.0
zmpclOXVG9uaxkE4/hgX8uAo4T2oR1FAnCUpcaaB0eI=,1,1.0,,,9.0,3.0
zmopRzqfWD9gc3z2t+kg95xDdVswFw5PBWE/rpWZWZM=,1,4.0,27.0,female,3.0,4.0
zmjLXV1TFNbeUiaxLLrEBR736gzNfNz4s19Bkn6HGlM=,1,5.0,18.0,male,3.0,2.0
zmhiZY+uOFZaeBQT+fnfZWahqaOxW9Q8jen+Zqy5aiQ=,1,15.0,23.0,male,3.0,5.0
zmeLVr3jsGbS0EgHAtzMmmB0unK15nI3d9PaZnW9PPI=,1,22.0,19.0,male,7.0,5.0
zme1ucjj0BPhZdT8jMf32Wiu5Lkj1LpuHCKQjJI+Dbc=,1,22.0,34.0,male,4.0,2.0
zmaCzj5ovJi8a553Hnd3ECXHH7TB7SXElV6uEVNLhfg=,1,5.0,19.0,male,7.0,3.0
zmZtVk7VlmgqRsDEh9Rrz0ex2REb3B08eAHf7jcvk10=,1,1.0,,,7.0,3.0
zmVxLTEyP31XVpy6836vTRpd+BZABweCTucMpIqHFYA=,1,1.0,,,7.0,7.0
zmVIvIBvjPEUnAWLX/S4q6SV4Z7xA1OqqyVwAEpfCpQ=,1,5.0,19.0,male,9.0,6.0
zmNwEC5lv8mgeoKDdpJI1Ve3TQl5BTN7jkv98XQf3c0=,1,,,,,
zmIavvPFLekpGHmQ00a0U+OJbfWgLFu0MaJUq6pT/qA=,1,1.0,,,4.0,1.0
zmCvkAe5ctla+HiDdLYbkhqpUz9yLrnBJ7/4qKxYEgI=,1,22.0,23.0,female,9.0,6.0
zmCuzHZvHPZzW3wf8IkaZ62mqr7AlY1N/xxL+V8t3fc=,1,,,,,
zmBV0E+EWTLQegqZRxCnqByTJXBqWhPjPN/LoJKg2KU=,1,4.0,26.0,male,7.0,4.0
zmAEkqES5GvwYTEmFWtc1kQRyeYNbsThxuDLAZ+IbzE=,1,5.0,26.0,female,3.0,3.0
zm7zy9ifkIJ/btTVpMLG1E6jTmD4gv5CZtHWMW0NolM=,1,1.0,,,4.0,1.0
