,msno,date,num_25,num_50,num_75,num_985,num_100,num_unq,total_secs,total,years,months,days
973,zu5SlIVXmcwcTI1p35i9dKbsmWjwva3kspfo2B6ODbM=,20160508,0,0,0,0,1,1,232.31599999999997,1,2016,05,08
974,zu5SlIVXmcwcTI1p35i9dKbsmWjwva3kspfo2B6ODbM=,20160726,0,0,0,0,6,5,1439.0770000000002,6,2016,07,26
975,zu5SlIVXmcwcTI1p35i9dKbsmWjwva3kspfo2B6ODbM=,20160217,0,1,2,0,13,16,4321.07,16,2016,02,17
976,zu5SlIVXmcwcTI1p35i9dKbsmWjwva3kspfo2B6ODbM=,20161017,6,0,0,0,9,15,2232.0589999999997,15,2016,10,17
977,zu3XcjjG2Von72iSJ77TzvTIz2rY9ETep3b0t9V1ZhA=,20170118,3,0,0,3,3,9,866.076,9,2017,01,18
978,zu1dlENQa1KEUWuMgPWEny5DCThALJj9Z/vJwQcTnCA=,20160609,1,0,1,0,26,26,5749.339,28,2016,06,09
979,zu1dlENQa1KEUWuMgPWEny5DCThALJj9Z/vJwQcTnCA=,20160406,0,0,0,0,11,11,2851.0,11,2016,04,06
980,zu1dlENQa1KEUWuMgPWEny5DCThALJj9Z/vJwQcTnCA=,20160208,15,6,5,4,59,83,16136.6,89,2016,02,08
981,zu1dlENQa1KEUWuMgPWEny5DCThALJj9Z/vJwQcTnCA=,20151007,1,0,0,0,24,5,5971.909000000001,25,2015,10,07
982,zu1dlENQa1KEUWuMgPWEny5DCThALJj9Z/vJwQcTnCA=,20150718,0,0,0,1,25,12,6260.203,26,2015,07,18
983,zu1dlENQa1KEUWuMgPWEny5DCThALJj9Z/vJwQcTnCA=,20150516,9,4,3,4,78,83,21587.632999999998,98,2015,05,16
984,zu1dlENQa1KEUWuMgPWEny5DCThALJj9Z/vJwQcTnCA=,20150318,17,7,8,3,55,83,15795.678,90,2015,03,18
985,zu1dlENQa1KEUWuMgPWEny5DCThALJj9Z/vJwQcTnCA=,20150119,8,2,0,0,38,47,10162.28,48,2015,01,19
986,zu/GmYnE8z/q7NM+a++dbPp2L8pAG66oHbdg9ZotD50=,20160918,3,2,0,0,0,5,262.923,5,2016,09,18
987,zu/GmYnE8z/q7NM+a++dbPp2L8pAG66oHbdg9ZotD50=,20170209,0,0,0,0,4,4,1045.837,4,2017,02,09
988,zu/GmYnE8z/q7NM+a++dbPp2L8pAG66oHbdg9ZotD50=,20161123,6,0,0,0,9,14,2452.606,15,2016,11,23
989,ztyyV6JKIIJkyWtjdLOo7Yc59GwpQABFVnxQm/ogAlo=,20170102,1,0,2,0,114,78,29791.58,117,2017,01,02
990,ztyyV6JKIIJkyWtjdLOo7Yc59GwpQABFVnxQm/ogAlo=,20161018,5,5,0,0,46,49,12230.236,56,2016,10,18
991,ztyyV6JKIIJkyWtjdLOo7Yc59GwpQABFVnxQm/ogAlo=,20160820,1,1,1,1,7,11,2047.935,11,2016,08,20
992,ztyyV6JKIIJkyWtjdLOo7Yc59GwpQABFVnxQm/ogAlo=,20160622,0,0,0,0,6,6,1435.0,6,2016,06,22
993,ztyyV6JKIIJkyWtjdLOo7Yc59GwpQABFVnxQm/ogAlo=,20160425,0,0,0,1,15,16,4015.322,16,2016,04,25
994,ztyyV6JKIIJkyWtjdLOo7Yc59GwpQABFVnxQm/ogAlo=,20160224,0,0,0,0,8,8,1960.0,8,2016,02,24
995,ztyyV6JKIIJkyWtjdLOo7Yc59GwpQABFVnxQm/ogAlo=,20150828,3,1,1,0,25,26,6360.259,30,2015,08,28
996,ztyQFEeSQug3iREtuXqgCXhRyN8ENQeoLJxt8IXqm0w=,20151203,2,1,1,0,3,7,885.216,7,2015,12,03
997,ztyQFEeSQug3iREtuXqgCXhRyN8ENQeoLJxt8IXqm0w=,20150508,1,1,0,0,10,11,2202.6220000000003,12,2015,05,08
998,ztyQFEeSQug3iREtuXqgCXhRyN8ENQeoLJxt8IXqm0w=,20150711,5,2,3,0,16,14,4702.294,26,2015,07,11
999,ztyQFEeSQug3iREtuXqgCXhRyN8ENQeoLJxt8IXqm0w=,20150926,3,0,1,0,76,74,18392.64,80,2015,09,26
1000,ztyQFEeSQug3iREtuXqgCXhRyN8ENQeoLJxt8IXqm0w=,20150304,1,0,0,0,0,1,30.682,1,2015,03,04
1001,ztyQFEeSQug3iREtuXqgCXhRyN8ENQeoLJxt8IXqm0w=,20160209,1,0,0,0,9,9,2268.798,10,2016,02,09
1002,ztyQFEeSQug3iREtuXqgCXhRyN8ENQeoLJxt8IXqm0w=,20160709,12,2,2,2,33,40,9119.911,51,2016,07,09
1003,ztyQFEeSQug3iREtuXqgCXhRyN8ENQeoLJxt8IXqm0w=,20160906,0,1,0,0,6,7,1372.4879999999998,7,2016,09,06
1004,ztyQFEeSQug3iREtuXqgCXhRyN8ENQeoLJxt8IXqm0w=,20161112,2,0,0,2,30,31,7335.469,34,2016,11,12
1005,ztyQFEeSQug3iREtuXqgCXhRyN8ENQeoLJxt8IXqm0w=,20160427,0,0,0,0,3,3,384.208,3,2016,04,27
1006,ztyQFEeSQug3iREtuXqgCXhRyN8ENQeoLJxt8IXqm0w=,20170107,7,1,3,0,27,24,12817.796,38,2017,01,07
1007,zty70gZsDfadGSmSfLh+ledh/ZL6M1t4opN/hIP98nc=,20170123,0,0,0,0,7,7,1768.2379999999998,7,2017,01,23
1008,ztv+vEE+aqQwpU9EZvUXza93FoNGn65NwS+Y2LI8BzI=,20150308,2,0,1,0,18,21,4655.615,21,2015,03,08
1009,ztuf22+Gf8WxJTyA4HeB0sN0QXF7NLKHggSwUbxNgkA=,20160721,2,0,0,0,4,6,1123.0739999999998,6,2016,07,21
1010,ztuf22+Gf8WxJTyA4HeB0sN0QXF7NLKHggSwUbxNgkA=,20161002,3,0,0,0,3,6,645.474,6,2016,10,02
1011,ztuf22+Gf8WxJTyA4HeB0sN0QXF7NLKHggSwUbxNgkA=,20161221,0,0,0,0,13,13,2797.0,13,2016,12,21
1012,zttXM/ONeE0MHWvbBVLyHYbU2UfQpxnIj+xbooku1z4=,20170209,0,0,1,0,0,1,144.744,1,2017,02,09
1013,zttXM/ONeE0MHWvbBVLyHYbU2UfQpxnIj+xbooku1z4=,20161211,0,0,0,0,1,1,214.459,1,2016,12,11
1014,zttXM/ONeE0MHWvbBVLyHYbU2UfQpxnIj+xbooku1z4=,20161016,1,0,0,1,21,21,5240.253,23,2016,10,16
1015,zttXM/ONeE0MHWvbBVLyHYbU2UfQpxnIj+xbooku1z4=,20160330,25,0,2,2,49,71,12516.622,78,2016,03,30
1016,zttXM/ONeE0MHWvbBVLyHYbU2UfQpxnIj+xbooku1z4=,20160208,13,1,1,4,8,26,3122.2340000000004,27,2016,02,08
1017,zttXM/ONeE0MHWvbBVLyHYbU2UfQpxnIj+xbooku1z4=,20151217,5,0,0,0,1,5,215.87599999999998,6,2015,12,17
1018,zttXM/ONeE0MHWvbBVLyHYbU2UfQpxnIj+xbooku1z4=,20151014,1,0,0,0,5,6,1163.651,6,2015,10,14
1019,zttXM/ONeE0MHWvbBVLyHYbU2UfQpxnIj+xbooku1z4=,20150807,1,0,1,0,4,4,1152.81,6,2015,08,07
1020,zttXM/ONeE0MHWvbBVLyHYbU2UfQpxnIj+xbooku1z4=,20150606,3,1,0,0,12,14,2769.3709999999996,16,2015,06,06
1021,zttXM/ONeE0MHWvbBVLyHYbU2UfQpxnIj+xbooku1z4=,20150403,6,0,3,1,44,15,11012.365,54,2015,04,03
1022,zttXM/ONeE0MHWvbBVLyHYbU2UfQpxnIj+xbooku1z4=,20150119,1,2,0,0,24,27,5703.6,27,2015,01,19
1023,zttXM/ONeE0MHWvbBVLyHYbU2UfQpxnIj+xbooku1z4=,20160527,4,0,0,0,12,16,2885.949,16,2016,05,27
1024,zttXM/ONeE0MHWvbBVLyHYbU2UfQpxnIj+xbooku1z4=,20160728,0,0,1,0,8,9,2042.0870000000002,9,2016,07,28
1025,ztr/kqidLn86SHbkXCY8TyRD2TQig+KNenNiCNgBzP8=,20161204,0,0,0,0,19,19,4523.519,19,2016,12,04
1026,ztr/kqidLn86SHbkXCY8TyRD2TQig+KNenNiCNgBzP8=,20160819,14,0,1,3,52,65,14934.329,70,2016,08,19
1027,ztr/kqidLn86SHbkXCY8TyRD2TQig+KNenNiCNgBzP8=,20151211,13,1,2,2,28,22,7253.154,46,2015,12,11
1028,ztr/kqidLn86SHbkXCY8TyRD2TQig+KNenNiCNgBzP8=,20151010,1,0,0,1,12,4,2942.1059999999998,14,2015,10,10
1029,ztr/kqidLn86SHbkXCY8TyRD2TQig+KNenNiCNgBzP8=,20150802,10,1,0,0,36,46,8558.951,47,2015,08,02
1030,ztr/kqidLn86SHbkXCY8TyRD2TQig+KNenNiCNgBzP8=,20150408,0,0,0,0,9,9,2189.5460000000003,9,2015,04,08
1031,ztr/kqidLn86SHbkXCY8TyRD2TQig+KNenNiCNgBzP8=,20160325,6,0,1,1,113,29,27442.11,121,2016,03,25
1032,ztox1q2vwkcLk+pX51oJGiC+dC1L91VpFNedFlwmrhE=,20160304,52,6,6,2,52,93,15955.421999999999,118,2016,03,04
1033,ztox1q2vwkcLk+pX51oJGiC+dC1L91VpFNedFlwmrhE=,20151123,11,33,12,6,53,88,20842.233,115,2015,11,23
1034,ztox1q2vwkcLk+pX51oJGiC+dC1L91VpFNedFlwmrhE=,20150209,21,31,11,0,26,72,11997.641000000001,89,2015,02,09
1035,ztox1q2vwkcLk+pX51oJGiC+dC1L91VpFNedFlwmrhE=,20150401,22,13,3,1,21,49,8193.098,60,2015,04,01
1036,ztox1q2vwkcLk+pX51oJGiC+dC1L91VpFNedFlwmrhE=,20150522,2,3,0,1,12,16,3323.4559999999997,18,2015,05,22
1037,ztox1q2vwkcLk+pX51oJGiC+dC1L91VpFNedFlwmrhE=,20160425,2,1,0,0,1,4,427.48900000000003,4,2016,04,25
1038,ztox1q2vwkcLk+pX51oJGiC+dC1L91VpFNedFlwmrhE=,20151001,0,1,0,1,6,8,1843.362,8,2015,10,01
1039,ztox1q2vwkcLk+pX51oJGiC+dC1L91VpFNedFlwmrhE=,20150718,40,16,7,1,23,67,8925.265,87,2015,07,18
1040,ztox1q2vwkcLk+pX51oJGiC+dC1L91VpFNedFlwmrhE=,20170111,1,0,0,3,47,49,12270.575,51,2017,01,11
1041,ztox1q2vwkcLk+pX51oJGiC+dC1L91VpFNedFlwmrhE=,20161119,0,0,0,1,3,4,886.3969999999999,4,2016,11,19
1042,ztox1q2vwkcLk+pX51oJGiC+dC1L91VpFNedFlwmrhE=,20160929,32,13,3,1,24,64,8785.583,73,2016,09,29
1043,ztox1q2vwkcLk+pX51oJGiC+dC1L91VpFNedFlwmrhE=,20160114,37,21,10,6,16,62,10108.546999999999,90,2016,01,14
1044,ztox1q2vwkcLk+pX51oJGiC+dC1L91VpFNedFlwmrhE=,20160614,14,0,0,0,4,18,1454.592,18,2016,06,14
1045,ztox1q2vwkcLk+pX51oJGiC+dC1L91VpFNedFlwmrhE=,20160806,21,7,6,6,42,69,14009.817,82,2016,08,06
1046,ztnqO9qHSCChi0z92DVeE7y90k7xNmlV3a+mdmFyudE=,20170130,2,0,0,0,15,16,3118.8590000000004,17,2017,01,30
1047,ztnqO9qHSCChi0z92DVeE7y90k7xNmlV3a+mdmFyudE=,20160527,2,0,0,0,33,2,7153.6,35,2016,05,27
1048,ztnqO9qHSCChi0z92DVeE7y90k7xNmlV3a+mdmFyudE=,20151007,1,1,0,0,9,8,2019.144,11,2015,10,07
1049,ztnqO9qHSCChi0z92DVeE7y90k7xNmlV3a+mdmFyudE=,20150603,0,0,0,0,18,18,4052.9240000000004,18,2015,06,03
1050,ztmsDzuBqWsdcT+RWtJVxbu487mamgy+y8kSsRk+fUM=,20160509,5,13,2,5,6,30,4172.53,31,2016,05,09
1051,ztmsDzuBqWsdcT+RWtJVxbu487mamgy+y8kSsRk+fUM=,20161213,1,0,0,5,17,4,4260.188,23,2016,12,13
1052,ztiQm+09f0LhGfx4WSvO4ObgrssLSXkbyVG5HQpQj6s=,20160824,14,2,1,2,20,38,5634.404,39,2016,08,24
1053,ztiQm+09f0LhGfx4WSvO4ObgrssLSXkbyVG5HQpQj6s=,20170109,0,1,0,1,13,14,3855.565,15,2017,01,09
1054,ztiQm+09f0LhGfx4WSvO4ObgrssLSXkbyVG5HQpQj6s=,20161026,0,1,1,2,18,22,5272.366999999999,22,2016,10,26
1055,ztiQm+09f0LhGfx4WSvO4ObgrssLSXkbyVG5HQpQj6s=,20160623,4,0,1,0,3,8,868.426,8,2016,06,23
1056,ztiQm+09f0LhGfx4WSvO4ObgrssLSXkbyVG5HQpQj6s=,20160421,5,1,1,2,16,25,4705.794,25,2016,04,21
1057,ztiQm+09f0LhGfx4WSvO4ObgrssLSXkbyVG5HQpQj6s=,20160201,16,2,1,4,23,43,6879.884,46,2016,02,01
1058,ztiQm+09f0LhGfx4WSvO4ObgrssLSXkbyVG5HQpQj6s=,20151201,1,0,0,0,36,36,8920.268,37,2015,12,01
1059,ztiQm+09f0LhGfx4WSvO4ObgrssLSXkbyVG5HQpQj6s=,20150101,8,1,0,0,33,41,8424.282,42,2015,01,01
1060,ztiQm+09f0LhGfx4WSvO4ObgrssLSXkbyVG5HQpQj6s=,20150307,27,0,0,0,12,35,3000.0640000000003,39,2015,03,07
1061,ztiQm+09f0LhGfx4WSvO4ObgrssLSXkbyVG5HQpQj6s=,20150511,1,0,0,0,17,17,4068.702,18,2015,05,11
1062,ztiQm+09f0LhGfx4WSvO4ObgrssLSXkbyVG5HQpQj6s=,20150924,39,1,2,2,24,65,6412.406999999999,68,2015,09,24
1063,ztiQm+09f0LhGfx4WSvO4ObgrssLSXkbyVG5HQpQj6s=,20150716,36,2,0,3,17,56,4844.747,58,2015,07,16
1064,zti1gTJp4/Mtbb3tmIVv9bRG0BdCHSS9s6S79LFg7eI=,20160920,1,0,0,0,34,19,8725.546999999999,35,2016,09,20
1065,zti1gTJp4/Mtbb3tmIVv9bRG0BdCHSS9s6S79LFg7eI=,20161114,0,0,0,0,16,16,4126.291,16,2016,11,14
1066,zti1gTJp4/Mtbb3tmIVv9bRG0BdCHSS9s6S79LFg7eI=,20160724,0,0,0,0,2,2,466.0,2,2016,07,24
1067,zti1gTJp4/Mtbb3tmIVv9bRG0BdCHSS9s6S79LFg7eI=,20160528,0,0,0,0,61,51,15922.94,61,2016,05,28
1068,zti1gTJp4/Mtbb3tmIVv9bRG0BdCHSS9s6S79LFg7eI=,20160406,1,0,0,0,8,8,1964.37,9,2016,04,06
1069,zti1gTJp4/Mtbb3tmIVv9bRG0BdCHSS9s6S79LFg7eI=,20160208,1,0,1,1,75,57,20643.468999999997,78,2016,02,08
1070,zti1gTJp4/Mtbb3tmIVv9bRG0BdCHSS9s6S79LFg7eI=,20151218,0,0,0,0,27,27,7365.34,27,2015,12,18
1071,zti1gTJp4/Mtbb3tmIVv9bRG0BdCHSS9s6S79LFg7eI=,20170107,1,0,1,0,16,11,4210.522,18,2017,01,07
1072,zti1gTJp4/Mtbb3tmIVv9bRG0BdCHSS9s6S79LFg7eI=,20151016,0,0,0,0,46,38,12526.028999999999,46,2015,10,16
1073,ztY4zB0CpACt9mBHWVMD3/awzehOSPLN2jZ3qbxoY/Y=,20151106,8,2,0,0,16,24,4226.405,26,2015,11,06
1074,ztY4zB0CpACt9mBHWVMD3/awzehOSPLN2jZ3qbxoY/Y=,20150913,2,0,0,0,2,4,438.904,4,2015,09,13
1075,ztY4zB0CpACt9mBHWVMD3/awzehOSPLN2jZ3qbxoY/Y=,20150717,9,3,0,0,54,56,14010.688,66,2015,07,17
1076,ztY4zB0CpACt9mBHWVMD3/awzehOSPLN2jZ3qbxoY/Y=,20150406,5,1,0,0,22,28,5158.8009999999995,28,2015,04,06
1077,ztY4zB0CpACt9mBHWVMD3/awzehOSPLN2jZ3qbxoY/Y=,20150201,0,0,0,1,4,5,1105.665,5,2015,02,01
1078,ztY4zB0CpACt9mBHWVMD3/awzehOSPLN2jZ3qbxoY/Y=,20170122,1,0,0,0,12,13,2776.615,13,2017,01,22
1079,ztY4zB0CpACt9mBHWVMD3/awzehOSPLN2jZ3qbxoY/Y=,20161029,15,4,3,1,28,48,7585.2,51,2016,10,29
1080,ztY4zB0CpACt9mBHWVMD3/awzehOSPLN2jZ3qbxoY/Y=,20160823,15,0,0,1,8,22,2294.291,24,2016,08,23
1081,ztY4zB0CpACt9mBHWVMD3/awzehOSPLN2jZ3qbxoY/Y=,20150526,9,1,1,1,31,42,8100.632,43,2015,05,26
1082,ztY4zB0CpACt9mBHWVMD3/awzehOSPLN2jZ3qbxoY/Y=,20160627,5,4,0,1,6,15,2187.736,16,2016,06,27
1083,ztY4zB0CpACt9mBHWVMD3/awzehOSPLN2jZ3qbxoY/Y=,20160425,2,4,0,0,18,22,5261.7,24,2016,04,25
1084,ztY4zB0CpACt9mBHWVMD3/awzehOSPLN2jZ3qbxoY/Y=,20160225,10,1,0,0,9,19,2287.749,20,2016,02,25
1085,ztY4zB0CpACt9mBHWVMD3/awzehOSPLN2jZ3qbxoY/Y=,20160101,33,5,1,5,95,112,24005.562,139,2016,01,01
1086,ztWQTH/kfzlEXwjbcooSHoU0JT12/7Q7y7pATcAO9ck=,20160421,12,0,3,6,16,33,6163.783,37,2016,04,21
1087,ztWQTH/kfzlEXwjbcooSHoU0JT12/7Q7y7pATcAO9ck=,20160613,0,2,1,3,21,27,6236.533,27,2016,06,13
1088,ztWQTH/kfzlEXwjbcooSHoU0JT12/7Q7y7pATcAO9ck=,20170219,0,2,0,0,59,60,13055.192,61,2017,02,19
1089,ztWQTH/kfzlEXwjbcooSHoU0JT12/7Q7y7pATcAO9ck=,20160210,10,4,2,8,23,30,7963.196,47,2016,02,10
1090,ztWQTH/kfzlEXwjbcooSHoU0JT12/7Q7y7pATcAO9ck=,20151206,3,1,0,0,13,17,3178.309,17,2015,12,06
1091,ztWQTH/kfzlEXwjbcooSHoU0JT12/7Q7y7pATcAO9ck=,20150926,33,0,1,1,7,40,2238.751,42,2015,09,26
1092,ztWQTH/kfzlEXwjbcooSHoU0JT12/7Q7y7pATcAO9ck=,20150521,1,2,0,0,4,4,1062.615,7,2015,05,21
1093,ztWQTH/kfzlEXwjbcooSHoU0JT12/7Q7y7pATcAO9ck=,20160809,15,4,2,2,36,56,9662.78,59,2016,08,09
1094,ztWQTH/kfzlEXwjbcooSHoU0JT12/7Q7y7pATcAO9ck=,20161006,0,0,0,0,1,1,269.0,1,2016,10,06
1095,ztWQTH/kfzlEXwjbcooSHoU0JT12/7Q7y7pATcAO9ck=,20161222,0,1,0,1,7,9,2225.845,9,2016,12,22
1096,ztPGaX2tM7D4LOykczA7J9EIhr0/QiMhpm8CIsJM3d0=,20160702,16,2,0,0,19,31,4385.036,37,2016,07,02
1097,ztPGaX2tM7D4LOykczA7J9EIhr0/QiMhpm8CIsJM3d0=,20170119,20,2,2,0,37,50,9471.983,61,2017,01,19
1098,ztPGaX2tM7D4LOykczA7J9EIhr0/QiMhpm8CIsJM3d0=,20160319,131,5,1,0,18,107,4799.976,155,2016,03,19
1099,ztPGaX2tM7D4LOykczA7J9EIhr0/QiMhpm8CIsJM3d0=,20161002,5,0,1,1,7,12,2183.105,14,2016,10,02
1100,ztLm5j4ea8TcGECtFs8D44yFe8UWAks+baIYa7Lt+hI=,20151010,4,0,1,0,6,10,1433.746,11,2015,10,10
1101,ztLm5j4ea8TcGECtFs8D44yFe8UWAks+baIYa7Lt+hI=,20161202,2,0,1,1,0,4,375.48400000000004,4,2016,12,02
1102,ztLm5j4ea8TcGECtFs8D44yFe8UWAks+baIYa7Lt+hI=,20150417,3,2,3,0,33,35,8310.185,41,2015,04,17
1103,ztLm5j4ea8TcGECtFs8D44yFe8UWAks+baIYa7Lt+hI=,20150710,5,1,1,0,10,8,2580.185,17,2015,07,10
1104,zsfu8AEb/W/M+fFe1n2+QgVp/B0IoxJIU9PyXzB4hk8=,20160722,0,0,0,0,10,9,2260.644,10,2016,07,22
1105,zsfu8AEb/W/M+fFe1n2+QgVp/B0IoxJIU9PyXzB4hk8=,20160601,1,1,1,0,53,26,11468.479,56,2016,06,01
1106,zsfu8AEb/W/M+fFe1n2+QgVp/B0IoxJIU9PyXzB4hk8=,20160407,24,2,0,1,11,25,2877.5409999999997,38,2016,04,07
1107,zsfu8AEb/W/M+fFe1n2+QgVp/B0IoxJIU9PyXzB4hk8=,20160917,3,0,1,0,19,14,5415.325,23,2016,09,17
1108,zsfu8AEb/W/M+fFe1n2+QgVp/B0IoxJIU9PyXzB4hk8=,20150711,1,1,0,1,30,11,8465.91,33,2015,07,11
1109,zsfu8AEb/W/M+fFe1n2+QgVp/B0IoxJIU9PyXzB4hk8=,20150213,29,2,1,5,102,63,24053.051,139,2015,02,13
1110,zsfu8AEb/W/M+fFe1n2+QgVp/B0IoxJIU9PyXzB4hk8=,20151030,0,0,0,0,4,4,920.345,4,2015,10,30
1111,zsfu8AEb/W/M+fFe1n2+QgVp/B0IoxJIU9PyXzB4hk8=,20150903,0,0,0,0,55,52,11987.46,55,2015,09,03
1112,zsfu8AEb/W/M+fFe1n2+QgVp/B0IoxJIU9PyXzB4hk8=,20161114,27,4,3,1,42,33,11683.626,77,2016,11,14
1113,zsfu8AEb/W/M+fFe1n2+QgVp/B0IoxJIU9PyXzB4hk8=,20170208,4,0,0,1,19,18,4866.518,24,2017,02,08
1114,zsfu8AEb/W/M+fFe1n2+QgVp/B0IoxJIU9PyXzB4hk8=,20150413,0,0,0,0,2,2,435.038,2,2015,04,13
1115,zsfu8AEb/W/M+fFe1n2+QgVp/B0IoxJIU9PyXzB4hk8=,20160123,0,0,0,0,21,21,5608.960999999999,21,2016,01,23
1116,zpgVmep9lucRxZSMeBaG8MxceknIJVwqpU1wr8Hgw6A=,20160621,0,0,0,0,27,12,5572.590999999999,27,2016,06,21
1117,zpgVmep9lucRxZSMeBaG8MxceknIJVwqpU1wr8Hgw6A=,20161010,0,0,0,0,11,11,2311.18,11,2016,10,10
1118,zp3a7YOCAKns0kqvwsLq8vnQCGaVU//VPm2m3aKc6dY=,20161228,2,1,1,2,168,109,40626.326,174,2016,12,28
1119,zp3a7YOCAKns0kqvwsLq8vnQCGaVU//VPm2m3aKc6dY=,20160912,1,1,2,5,11,19,4350.697,20,2016,09,12
1120,zp3a7YOCAKns0kqvwsLq8vnQCGaVU//VPm2m3aKc6dY=,20161105,9,4,1,1,145,139,40753.76,160,2016,11,05
1121,zp3a7YOCAKns0kqvwsLq8vnQCGaVU//VPm2m3aKc6dY=,20160722,2,1,0,1,126,127,30212.318,130,2016,07,22
1122,zp3a7YOCAKns0kqvwsLq8vnQCGaVU//VPm2m3aKc6dY=,20170217,4,1,0,1,131,111,30296.015,137,2017,02,17
1123,zoh1oT91yfzMfSlWTr6S3dRlx5FRVyj8jBWUabsUxRM=,20150507,18,1,0,1,3,17,1260.47,23,2015,05,07
1124,zoh1oT91yfzMfSlWTr6S3dRlx5FRVyj8jBWUabsUxRM=,20150626,6,8,3,4,44,15,12802.257,65,2015,06,26
1125,zoh1oT91yfzMfSlWTr6S3dRlx5FRVyj8jBWUabsUxRM=,20150318,14,7,2,1,32,41,8710.469000000001,56,2015,03,18
1126,zoh1oT91yfzMfSlWTr6S3dRlx5FRVyj8jBWUabsUxRM=,20160405,1,0,0,0,8,9,1929.739,9,2016,04,05
1127,zoh1oT91yfzMfSlWTr6S3dRlx5FRVyj8jBWUabsUxRM=,20150105,7,0,1,2,38,35,8895.657,48,2015,01,05
1128,zobb4hzlsq9uWfGJMAytfUQTpMrO2zJzVTI+sCKVQQk=,20170115,3,1,3,0,8,14,2558.994,15,2017,01,15
1129,zobb4hzlsq9uWfGJMAytfUQTpMrO2zJzVTI+sCKVQQk=,20160419,1,0,0,0,0,1,17.814,1,2016,04,19
1130,zobb4hzlsq9uWfGJMAytfUQTpMrO2zJzVTI+sCKVQQk=,20160722,1,3,1,1,12,15,3445.798,18,2016,07,22
1131,zoS1QNMBii7xrvuM8+BDUU6gUNvdDHQXQixVgtAMRKo=,20160520,0,0,0,1,0,1,242.882,1,2016,05,20
1132,zoS1QNMBii7xrvuM8+BDUU6gUNvdDHQXQixVgtAMRKo=,20160211,0,0,0,0,10,10,2315.0,10,2016,02,11
1133,zoS1QNMBii7xrvuM8+BDUU6gUNvdDHQXQixVgtAMRKo=,20160724,0,0,0,1,1,2,631.719,2,2016,07,24
1134,zoS1QNMBii7xrvuM8+BDUU6gUNvdDHQXQixVgtAMRKo=,20161211,2,1,1,0,24,27,5625.139,28,2016,12,11
1135,zo9nOyDekP1PMFnVo3I8j7lg7G/EsFJfN68nAR8TBUs=,20161204,2,2,0,1,6,7,1810.934,11,2016,12,04
1136,zo9nOyDekP1PMFnVo3I8j7lg7G/EsFJfN68nAR8TBUs=,20161003,1,0,0,1,6,8,1758.108,8,2016,10,03
1137,zo9nOyDekP1PMFnVo3I8j7lg7G/EsFJfN68nAR8TBUs=,20150107,8,1,1,1,13,9,3596.538,24,2015,01,07
1138,zo9nOyDekP1PMFnVo3I8j7lg7G/EsFJfN68nAR8TBUs=,20150508,1,1,0,0,10,12,2763.592,12,2015,05,08
1139,zo9nOyDekP1PMFnVo3I8j7lg7G/EsFJfN68nAR8TBUs=,20160320,2,0,3,0,7,10,2238.52,12,2016,03,20
1140,zo9nOyDekP1PMFnVo3I8j7lg7G/EsFJfN68nAR8TBUs=,20160525,2,3,3,1,61,50,16394.085,70,2016,05,25
1141,zo9nOyDekP1PMFnVo3I8j7lg7G/EsFJfN68nAR8TBUs=,20160729,0,2,0,1,0,3,385.73,3,2016,07,29
1142,zo6ljbW94NeZJXYe9UZbqXdksbqbX6LmxpIboFms6LY=,20160105,22,5,4,3,54,73,14436.302,88,2016,01,05
1143,zo6ljbW94NeZJXYe9UZbqXdksbqbX6LmxpIboFms6LY=,20161205,16,0,1,1,12,27,3148.191,30,2016,12,05
1144,zo6ljbW94NeZJXYe9UZbqXdksbqbX6LmxpIboFms6LY=,20150712,2,0,1,0,5,7,1598.868,8,2015,07,12
1145,zo6ljbW94NeZJXYe9UZbqXdksbqbX6LmxpIboFms6LY=,20160524,19,3,3,1,34,42,8813.502,60,2016,05,24
1146,zo6ljbW94NeZJXYe9UZbqXdksbqbX6LmxpIboFms6LY=,20160314,17,0,0,3,35,51,9514.918,55,2016,03,14
1147,zo6ljbW94NeZJXYe9UZbqXdksbqbX6LmxpIboFms6LY=,20150515,2,0,0,1,25,24,6309.914000000001,28,2015,05,15
1148,zo6ljbW94NeZJXYe9UZbqXdksbqbX6LmxpIboFms6LY=,20151114,15,13,9,4,23,52,8932.538,64,2015,11,14
1149,zo6ljbW94NeZJXYe9UZbqXdksbqbX6LmxpIboFms6LY=,20150921,41,5,5,4,105,131,28032.266,160,2015,09,21
1150,zo6ljbW94NeZJXYe9UZbqXdksbqbX6LmxpIboFms6LY=,20150122,0,0,0,0,2,2,515.135,2,2015,01,22
1151,zo6ljbW94NeZJXYe9UZbqXdksbqbX6LmxpIboFms6LY=,20150319,3,0,0,0,2,4,565.609,5,2015,03,19
1152,zo1XBOzr86WJDXCvxpj1yoXr7ZusqN84NdEYWAcfFko=,20160706,4,1,2,6,38,38,10838.028999999999,51,2016,07,06
1153,zo1XBOzr86WJDXCvxpj1yoXr7ZusqN84NdEYWAcfFko=,20170220,1,1,0,0,39,36,10207.574,41,2017,02,20
1154,zo1XBOzr86WJDXCvxpj1yoXr7ZusqN84NdEYWAcfFko=,20161228,7,0,2,9,24,37,9052.103000000001,42,2016,12,28
1155,zo1XBOzr86WJDXCvxpj1yoXr7ZusqN84NdEYWAcfFko=,20161104,1,0,2,1,4,8,1504.8339999999998,8,2016,11,04
