msno,city,bd,gender,registered_via,registration_init_time,expiration_date,date,num_25,num_50,num_75,num_985,num_100,num_unq,total_secs,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel,is_churn
SGFvAORPAI8IYPSUtgr1OEkIP5X6GuBrzLs7Wau3XXk=,13,45,male,7,20110225,20170314,20150204,1,1,0,0,3,5,986.495,41,30,149,149,1,20160424,20160526,0,1
0s/dquNeaIakRZaaevSfLxGwk811qkGyN1cdAsylRCY=,3,26,female,9,20050716,20171130,20150719,1,3,0,0,1,5,505.181,37,30,149,149,1,20150521,20150621,0,1
LK0LpkXyRfBwSSGRzuFKG8lI/YBN80GIcjBr3tUIo20=,5,29,female,7,20101101,20180126,20160508,0,0,0,0,9,9,2189.106,41,0,0,129,1,20150430,20150926,0,0
pG4j4ftRGOLrYjJ1gHbSvpIrXSKSL4VVua8Ywqe3OQE=,5,30,female,9,20120809,20170918,20160521,1,1,1,1,32,3,7702.107,36,30,150,150,0,20150422,20150522,0,1
ykAxDdV+lC6R/URz3oRJYrCYrm89IpaGm1kgTerawDU=,22,37,female,9,20070404,20171024,20170103,9,2,1,4,88,9,22419.822,39,31,149,149,1,20150228,20150424,0,0
rcd4EFZ9yHf6369muw/CgrygPz5XFPRKqO64U3qF2Dc=,22,29,male,7,20140106,20171120,20161116,1,0,0,0,1,2,272.249,32,180,536,536,0,20160202,20160731,0,1
JF9DK3abdxt2P4cUBUGWYhZXUhpSRFr+fN96c6LYFJo=,13,24,male,9,20070526,20171007,20151002,7,3,2,2,8,21,3247.544,39,30,149,149,1,20150630,20150807,0,0
kdw50nShUDhZLw6G082KEAZqcGT0MeBGieF3yyc9Zuw=,13,31,male,9,20150625,20170925,20170206,2,1,0,0,11,13,3148.255,40,30,149,149,1,20170225,20170325,0,0
RwQHqsuOkdfz+8uGIj54bb6aGJhfiCTmOhik/+BiK8s=,22,18,female,7,20160126,20170709,20160726,18,6,1,3,55,66,15035.739,41,30,99,99,1,20160126,20160225,0,0
tRi/7IKfLiEt8XrH/hC6B3tTH7h5ThpEhj/cnojlEks=,5,23,male,7,20130113,20171007,20160508,0,0,0,0,13,13,3325.18,41,30,149,149,1,20150312,20150412,0,0
czplO6BXatye4Z72YlLTwfVrlc0qckpDSyZ2/uWXFaQ=,13,23,male,9,20111110,20170213,20150507,0,0,2,0,97,91,25764.62,33,0,0,149,1,20150731,20150831,0,1
uJEAhdFQSRoSfVlIRQnZaBl8+Xb8ufswhV6+g2b4L9s=,13,52,female,9,20120906,20171009,20150327,5,1,0,2,24,32,6004.914,40,30,149,149,1,20170106,20170209,0,0
XqJzHhZn23HptYQ/pswMHQ6jJZY5eru6owWXA4HSg+g=,22,34,female,9,20140604,20170910,20161212,82,228,25,2,217,328,60010.076,40,31,149,149,1,20150110,20150209,0,0
6s0VdQ8m5VYAF83TnBuePraeh0K0GUFfdRUtzQvw2K4=,11,48,male,9,20100616,20170623,20161019,0,0,0,0,19,19,6808.079,32,395,1599,1599,0,20160104,20170211,0,1
Nlzl7QpjzvM/ZF4bgXmyCF84eb7plRVuUG5y+QUx1nQ=,4,27,female,7,20110222,20161215,20160621,2,0,0,0,14,16,3406.432,41,30,119,119,1,20151118,20161229,0,1
Ko0ImcpyFxgPtjLawpHS1AZg9Q6IgiimTQ6MhVwMPwk=,15,31,male,7,20130222,20161212,20151107,0,0,0,0,7,7,1834.352,41,30,149,149,1,20160831,20160930,0,1
Fv4CUKe48gtXfhwjjyJnAPPB1bTlPwsezCciQQfntrE=,5,33,male,3,20140914,20170202,20160429,0,0,0,0,3,3,631.0,40,0,0,149,1,20150424,20150523,0,1
wg56PeqSMXzos1yscGHLWXjGpDvuHjZk8LcWPiO8Nrw=,14,20,male,7,20110808,20170808,20150415,25,2,0,1,32,57,8974.255,41,30,149,149,1,20170119,20170219,0,1
CsZrxwKZyi6wDrey64FvqCqjt8EybBWdgJSXb/pCeXs=,12,22,male,7,20121019,20170913,20160217,9,3,2,0,46,56,10951.822,37,30,149,149,1,20170114,20170213,0,0
4KLjQMWmHwfReTbiUHeQl3cYemnjv/FgpDMx7IvBfZ4=,4,27,female,9,20120619,20170709,20160202,0,0,0,0,2,2,486.505,40,31,149,149,1,20150419,20150519,0,1
y7HAV+1LSqtjt+LDRuZcLbffW0IsyWkNL+hzyAdWoiE=,18,27,female,3,20130821,20170220,20161219,0,0,0,1,8,9,2240.248,38,410,1788,1788,0,20160104,20170220,0,1
CnwE7BNozxaLNY0Lk7qDiJe85o2Doflm8ARcnW6yAWg=,14,28,male,9,20080124,20170920,20160912,25,3,1,0,19,41,5606.456,40,30,149,149,1,20160721,20160820,0,0
9WLXx9e8Z7ve4hjeUNQHCV98JyNug5prJt/Zf0HOsFg=,8,33,female,9,20100417,20171117,20160829,8,3,0,3,50,57,13379.562,38,30,149,149,0,20160214,20160322,0,1
9F139kBPKeaRZ62mvqMACWFcgwMNYb3UJYrP76Ufa/w=,13,19,female,9,20150918,20171005,20160626,7,3,3,3,40,31,11647.011,38,30,149,149,0,20151204,20160103,0,0
KUNZ1kAB8t125wp9wwUEbF1LPhaufO5uDAy6qsB/fqI=,14,23,female,9,20140816,20170911,20150708,4,1,0,0,43,48,-9223372036843920.0,38,30,149,149,0,20160806,20160905,0,1
lqbxNrhVblpZARqZXnw76uZJ8pAN8D/ZwjHUDEVqzDI=,4,22,male,7,20141108,20170908,20161011,0,0,0,1,2,3,803.395,41,30,149,149,1,20170108,20170208,0,0
ZwYs3iugsZrsesSfQ6/8aqcRjnEflvSMgTTzW2/ZSoc=,12,22,female,9,20161016,20170915,20170219,5,4,0,2,21,25,6076.605,38,30,149,149,0,20161019,20161118,0,1
r5rGW8v3pdXuHJjUP+ij8KRjm6dcx+wWq8vrfuxz07Q=,5,25,male,9,20130405,20170228,20161018,1,0,0,0,3,4,828.86,38,30,149,149,0,20160915,20161017,0,1
kLSPHCuTTN8HYMAZcL9v6r8VsKbjxx2X+fsM1OkABgE=,11,25,female,3,20121215,20171006,20150725,1,1,5,2,21,27,6437.922,40,31,149,149,1,20150101,20150201,0,0
DHL0imkTpy4J/jEi2uSjvWtUdIi07MmC2iBSu730WJU=,5,28,female,3,20150802,20170228,20151129,7,0,0,0,33,40,7573.29,36,30,150,150,0,20151011,20151110,0,1
6OY2mlIInlHU/SOWeR84vE6HtsCXgbE+gT890a0hRvM=,5,18,male,9,20150131,20171128,20161104,17,2,0,1,9,20,2629.494,38,30,149,149,0,20150716,20150901,0,1
hsE6n8+JsYXy2bnDJcHPXwCPAqWH4MzhSfCybv4wLWo=,15,27,female,9,20080120,20180918,20150924,0,0,0,0,1,1,266.472,36,30,180,180,1,20160723,20160822,0,0
QhRq6dc6QD5OtYQwau/4vLUgKMYyf8yU2bZu0DkoBiM=,13,22,female,9,20100201,20170715,20150528,3,1,1,1,18,23,4701.125,39,30,149,149,1,20150531,20150724,0,1
2mhtYk8tQQqLVSND2RZuJHvaW8h+5EH3w2obq0NnK2I=,13,24,male,3,20120210,20170922,20150713,1,0,0,0,0,1,4.859,39,31,149,149,1,20150331,20150511,0,0
rhFrJMwtEsiMzbAPI9gXAdZDlq2D3JChwxMzxqPKRW0=,15,21,male,9,20091029,20171019,20160215,5,2,7,5,12,30,5501.283,39,30,149,149,1,20160930,20161205,0,1
wNtS0h+7NA31btXKV0xeQ2yiB0LJTRIHt+NyXD6mtlw=,5,45,female,9,20100924,20170613,20170114,1,0,0,0,12,11,2672.462,31,0,0,149,1,20150831,20150930,0,1
sIbJJcMOcBohSRtTBG2wHtYVDsc8bCZdDmXYo/6AYlU=,18,25,male,9,20140115,20170930,20170101,11,4,2,5,107,45,25232.625,33,0,0,149,1,20150831,20150930,0,0
64ZkP2NX31+j46ehJJ9vrQ++VgVY4LYJFodcO5zx7Z4=,13,47,male,9,20100831,20170917,20161126,3,1,0,0,4,8,1121.979,40,30,149,149,1,20170118,20170217,0,0
Fyy052uV0pkf3AfoSxGpqxgKYDaTB3pjOulOcAbyI4Q=,4,24,male,9,20130105,20170922,20161110,1,2,0,0,39,38,11166.86,38,30,149,149,0,20150124,20150223,0,0
kV2UEPlHXS5Dn12IqBkvOylPBg1IZ30Mr3Hh9rVhzHc=,13,22,female,3,20150119,20180525,20150611,8,6,3,5,106,108,26471.218,38,30,149,149,0,20151128,20151228,0,1
sgj8sI10bMfsJEYme3ql2Nu81OGdfF9NUxj79z2nEzE=,11,28,female,9,20081209,20171012,20150511,0,0,1,1,18,20,4469.893,39,30,149,149,1,20161130,20170112,0,0
FHudvpRC2Ik2LiPP+pM7DvdRhW+54Us0XjFsbNtSdoI=,5,31,female,9,20110527,20171004,20160502,10,2,1,8,57,77,15929.579,40,30,149,149,1,20161003,20161102,0,0
Gx/IrZn16wCOqsnJ8IxR59/q6fxYF4rsEUYySefVhxY=,15,17,male,3,20141117,20170925,20150531,1,1,0,0,7,9,1795.567,38,30,149,149,0,20151201,20160103,0,0
CfASNgx6aQ0QpdhCo/g9xP0bn/JPRpgejQ/e9sY4qCw=,6,26,female,7,20151207,20171006,20160924,17,0,2,1,22,42,5960.558,41,30,99,99,1,20160306,20160406,0,0
p6uQY2AXyNsLKUgbxCPa3KgNkjSh6afE0neSAaWi1QY=,22,31,female,9,20060401,20170930,20150922,51,2,2,10,42,52,13553.907,34,30,149,149,1,20161031,20161130,0,0
DCdsOlN87bu0g6N1HM7BrNnKeJvA26DqGVH8Rne1foU=,13,26,female,9,20110419,20170206,20161221,0,0,0,0,5,5,1123.401,40,30,149,149,1,20151001,20151102,0,1
GJSpV9iut6JUhzsVNJL081PR7KPhfVCQmrY2wfBIvbI=,13,34,male,3,20130121,20171004,20160730,0,0,1,1,0,2,308.57,39,30,149,149,1,20150630,20150804,0,0
DXfYPa3IsOdGBgHIqLa3nKtxVEC/RUuFo/blqVZNmPk=,16,26,female,9,20060301,20170930,20160607,0,1,0,0,39,25,8471.817,34,30,149,149,1,20160630,20160731,0,0
/4vKnW4oJi81pWIwoPirlVVlDSY0VLgQNpfK0dQWQjo=,22,30,female,3,20121212,20180303,20151226,0,1,0,0,146,146,37551.181,39,30,149,149,1,20151224,20160112,1,1
KR9B7tHB5igXdTwQEb9CSRfAtXp7h2gEPIZ5Tur8/E8=,15,18,male,4,20160101,20170911,20160313,19,3,1,2,15,38,4708.349,38,30,149,149,0,20170202,20170310,0,1
apsDErk0cxR3/Fe1EE7y85klfDtIRHa9i06VTy2lYYc=,13,24,male,9,20080828,20171006,20150305,23,14,1,1,112,138,29965.706,37,30,149,149,1,20160327,20160326,1,1
LElXCKW5kMUgafa170Ou/7J4JQTwjvYkeX/8215Yesc=,22,23,female,7,20140719,20170921,20150423,3,1,1,1,66,71,15732.462,41,30,149,149,1,20151018,20151118,0,0
BiGaZkHah8KzAjmFHVvOit64dng6FDFPeSJaGUA+39w=,22,21,female,3,20151209,20170922,20160416,12,2,1,3,45,35,11453.456,39,30,149,149,1,20160831,20161021,0,0
nKt5UKU7HLR8bjEJBKrU1YgH31FEtCyPBEHwNSh2sEQ=,5,48,female,3,20120806,20170217,20150415,9,8,2,0,3,22,1782.519,38,30,149,149,0,20160623,20160723,0,1
GKoIbpP9k/lZahjadGl4ErUhoiSH1b1dWCIMawOr3vs=,4,23,male,3,20130323,20170607,20150110,2,1,1,0,10,14,3164.247,36,30,180,180,0,20170126,20170225,0,1
h3I6lhxOyZRWcqiiFwJy0bMKqtDJE9hrY+G1J0vwiDw=,15,18,female,3,20150203,20170917,20151213,0,2,0,0,27,3,6967.755,38,30,149,149,0,20151014,20151127,0,1
pG4j4ftRGOLrYjJ1gHbSvpIrXSKSL4VVua8Ywqe3OQE=,5,30,female,9,20120809,20170918,20150719,8,2,2,4,93,91,24426.32,36,30,180,180,0,20160906,20161006,0,1
XywU7zZEPbXHnlwdd01uKmaQphLKmIaRo9b7qJlMlkM=,13,23,male,3,20120910,20170103,20161021,2,1,3,0,5,11,1748.734,33,30,149,149,1,20161031,20161202,0,1
EVYuaifzUEFxeV3B9ZKzSv/3E6rWLpf8X3uFQlXD7OE=,13,20,female,9,20150905,20170923,20161021,441,55,31,12,26,261,19329.417,38,30,149,149,0,20161208,20170107,0,0
pa6NMPM6GrVpN3O9E2dxr9kB/BzhD+aD8Y4yS6k3KFI=,5,46,male,9,20120122,20170227,20160910,1,2,1,0,5,8,1410.82,40,30,149,149,1,20150928,20151027,0,1
Sf027R+ygUKqecwZNppsEES5XOwrETWkz55rjo3xUII=,6,21,male,7,20140203,20170916,20160512,24,4,3,1,57,84,15347.871,41,30,149,149,1,20160321,20160421,0,0
+bs/zEnuESVcEfiewPPc79emtwx3NqX6XUQsZDRPYiQ=,5,16,female,3,20140904,20170918,20161121,18,3,5,3,117,29,32304.708,38,30,149,149,0,20161027,20161126,0,1
4QCzDTCRiQZsDeQgHN6MgzHY01gXPz/35d59GMeaht4=,22,23,female,9,20060919,20170915,20160918,1,0,0,0,3,4,746.264,36,30,180,180,1,20161013,20161113,0,0
giIwlESxqCF9hLT2grSH/NCUQSsnt3qwY1U8ds+xrSU=,6,32,male,3,20151004,20170910,20160422,22,2,2,1,1,28,1387.369,36,30,180,180,0,20160609,20160709,0,1
Jy5rZnma7RxioSzrA13MKweYrwZNkfqfxqr8Z/E1N7A=,5,26,male,9,20080626,20170919,20170222,0,0,0,0,32,31,7285.825,40,30,149,149,1,20160414,20160513,0,0
3jghaLuDgc5BYE4JG/jZoljzufrBZri5zr87tpQT7ig=,5,23,female,3,20130113,20171005,20150615,7,4,5,2,167,97,44464.801,36,30,180,180,0,20160630,20160730,0,0
qZG7jQGBcYbwvIBWR3DD9Sf7HFij3I43BoU0h3mSweo=,15,23,female,9,20090902,20171027,20160218,0,0,0,0,9,9,2439.027,39,30,149,149,1,20170208,20170324,1,1
FKTRbOTlRr3EOlbeUMRWStT4xkCHRyh97lfNiw0OINA=,9,28,male,3,20120722,20170215,20150309,0,0,0,2,84,51,22130.167,39,30,149,149,1,20161130,20170115,0,1
apsDErk0cxR3/Fe1EE7y85klfDtIRHa9i06VTy2lYYc=,13,24,male,9,20080828,20171006,20151115,17,0,1,1,14,32,4100.529,37,30,149,149,1,20161026,20161025,1,1
QhRq6dc6QD5OtYQwau/4vLUgKMYyf8yU2bZu0DkoBiM=,13,22,female,9,20100201,20170715,20160209,12,0,0,3,26,24,7302.984,39,30,149,149,1,20150831,20151024,0,1
HZZR2YI4H1+JOQIkv2Jq0Cmib00lksCxI6tOTcLueps=,12,19,female,9,20090116,20171006,20151217,1,1,1,7,3,11,2651.14,37,30,149,149,1,20160407,20160506,0,0
xczbQYtk9wfspbCyNng6+TTM2qK69VSYF9i69z4FoA4=,13,24,female,3,20140325,20170209,20161201,0,1,0,0,145,113,37068.878,37,30,149,149,1,20161010,20161109,0,1
jPeNgBnSObtBj1i9T4ADrhwR1+YJtoBSziEi9oFd8/k=,11,51,male,9,20100109,20170613,20151031,1,1,0,0,4,6,1404.605,40,30,149,149,1,20151128,20160101,0,1
X+fFTkb+Rz3eT+Tq7AjPEmZEkgWyPlbGckHU+vNQMvs=,4,28,male,3,20120427,20170208,20150307,5,0,0,0,6,11,1768.347,40,30,149,149,1,20161005,20161108,0,1
X+fFTkb+Rz3eT+Tq7AjPEmZEkgWyPlbGckHU+vNQMvs=,4,28,male,3,20120427,20170208,20160310,0,1,1,0,0,2,327.864,40,0,0,149,1,20150505,20150608,0,1
Jl9SGMP9BWKAoy9nZpvmtkuC2MZo9DEEWMQ6cYzeIWQ=,15,35,male,9,20121215,20170708,20170120,7,1,1,0,42,48,11156.915,38,30,149,149,0,20150613,20150713,0,1
eF6JAKJNyzHEsrHn11R7Yi0crZxasD47K3Sa0CBx1TU=,4,27,female,9,20060628,20170213,20170111,0,0,0,1,31,32,7566.134,27,30,149,149,1,20160508,20160607,0,1
XhFAgT3JayPvas86cZbmAdxXPQB1v9LZJ81vhzOR9cY=,5,22,male,7,20131011,20170223,20160418,0,0,0,0,6,6,1270.179,41,30,149,149,1,20161110,20161211,0,1
wufArquzH6wiWU8Fiq8XHXeP3vBE2GOoNfF9gzgT8pU=,15,27,male,7,20120113,20170913,20160421,0,0,0,0,3,3,638.891,41,30,149,149,1,20150612,20150713,0,0
PbGSHyG3bCY1UHAHEabRrP4JtyNMtOtYhyCDpJsdf08=,21,34,male,9,20071121,20170930,20150516,2,1,0,4,25,12,7313.204,33,0,0,149,1,20150331,20150430,0,0
SE+vJTt7Bwwhdb1XUd/DT/lv6ss5W1SfzyXFK5P3XgM=,5,36,female,9,20070703,20170215,20160530,0,0,0,1,23,11,5533.43,36,30,180,180,1,20160816,20160915,0,1
LrCTitBOXSYGaa5+LVU5RG5LNduYHUtoUvePlCKBp5g=,8,21,female,3,20150106,20180202,20161104,30,2,1,5,21,47,7462.612,38,30,149,149,0,20150619,20150724,0,1
a9XO4R0LTUmS7FsjcdduJh3pfXDbwvMp6Q3B8eGSOrE=,5,24,male,9,20130215,20180503,20160730,1,0,0,0,0,1,23.139,40,0,0,149,1,20150511,20150610,0,1
2UP8A629Q/Yfym+kWJ2BGeZrLKItr/YXztgkU4Ikuuc=,17,21,male,7,20140403,20170919,20151117,3,0,1,0,9,13,2631.605,41,30,99,99,1,20161019,20161119,0,0
mZX93RyaQTRdD16nCL8Pi9bV9EM4nz2aLwjeh+I+Vp8=,14,28,male,9,20040821,20171009,20150314,1,0,0,0,14,14,3470.318,40,30,149,149,1,20150906,20151009,0,0
ux/LdaRMkPtavPeDhENCXHXwdw280aK25ROw9W75Prg=,13,26,female,9,20110426,20171004,20160518,3,0,0,4,22,29,6016.502,39,30,149,149,1,20160831,20161004,0,0
FcTurAiRLuT5UXVPirM+jTB62fcQ1YIwvWo2Ooc8bJI=,13,24,male,3,20120616,20170930,20151221,0,0,1,0,28,28,7232.204,34,30,149,149,1,20160131,20160229,0,0
g0zN+sTOqnrH2w5+FiHz1PCAryOHgt2OcTZRLl3lRbI=,15,31,female,7,20100502,20170925,20161101,9,3,2,7,59,60,16258.478,41,30,149,119,1,20150311,20150413,0,0
SoRS8Cs0KQ/v/oFRY/4RhnaTPPUgbDW2uzOcjIGrelU=,13,57,female,9,20111218,20170930,20150901,1,0,0,0,0,1,22.309,34,30,149,149,1,20151130,20151231,0,0
3yBNvNTwONKxRMV05ZF3cmR917154XOSjHVeIRKMsqM=,22,37,female,9,20150823,20170326,20160106,1,0,2,0,89,74,20959.38,39,30,149,149,1,20170131,20170326,0,1
wg56PeqSMXzos1yscGHLWXjGpDvuHjZk8LcWPiO8Nrw=,14,20,male,7,20110808,20170808,20150415,25,2,0,1,32,57,8974.255,41,30,149,149,1,20161019,20161119,0,1
sZe1ZO2+b2EmnP3pBExxhaQdyfObp1kKlTlcQxolQuc=,4,25,female,7,20131213,20180108,20160513,2,0,0,1,17,14,4197.536,41,30,99,99,1,20160531,20160731,0,1
lQEz8PrxyJUnyoyG8BdKDv1iOE7+yzrh7h1D6I6rxww=,10,22,male,7,20140408,20171005,20170204,0,1,0,1,10,8,3035.073,41,30,149,149,1,20161205,20170105,0,0
y9jJ8LQrwXcC3EZDX17IvVIaNOCjc08tTVarsWFUQGs=,13,18,female,3,20140619,20180213,20161110,6,1,0,1,106,100,25060.107,17,240,0,0,0,20170212,20170215,0,1
4KLjQMWmHwfReTbiUHeQl3cYemnjv/FgpDMx7IvBfZ4=,4,27,female,9,20120619,20170709,20160823,0,1,0,0,9,10,2441.613,40,31,149,149,1,20150419,20150519,0,1
RDFS19q1wocldIclmxGwvCRro55jm8ocotCQEHfTHrQ=,6,37,male,3,20121110,20170520,20150102,8,2,2,2,12,24,3556.635,37,30,149,149,1,20161021,20161120,0,0
JbV71w2JqxYIYB1vo6Nrmae1KMujP+3vMloDmmOu9wE=,22,21,male,9,20110316,20170915,20160716,3,1,0,2,184,175,43029.617,38,30,149,149,0,20160516,20160615,0,1
rOU2VbdHKPJFtrVhbPfufz12OBYnfaPZvWjgdBrta3c=,6,35,female,9,20070723,20170314,20161217,0,0,0,0,9,9,2452.953,40,30,149,149,1,20160611,20160714,0,1
6icbRDBxZ7QsFhZ+Z2i+2wtasZ4NQolPBmxUH3iNMKg=,10,25,female,7,20140619,20170913,20160808,2,0,1,0,99,102,21629.811,41,30,149,149,1,20150619,20150618,1,0
xWbsefvxQskLPHjMgtz/98hbZ2oH/2zFsKnMlwqzzSA=,13,21,female,4,20151123,20170417,20160520,2,2,0,0,6,10,1693.245,38,30,149,149,0,20160826,20160925,0,0
uVOl8LAF+bhTD7iqoB3Cevko2z12HvSYmXP6IeelhS8=,5,20,female,3,20121115,20180114,20160216,1,0,0,1,6,2,1511.019,40,30,149,149,1,20150701,20150809,0,1
yi9sAo/dy01F3sdyzeTndP3x9NdDpTLQEOdrW9EE6m0=,9,22,male,9,20140101,20170929,20160914,9,1,1,0,39,21,9623.364,29,30,180,180,0,20161123,20161223,0,0
nKt5UKU7HLR8bjEJBKrU1YgH31FEtCyPBEHwNSh2sEQ=,5,48,female,3,20120806,20170217,20151222,30,2,0,2,23,48,5673.987,40,31,149,149,1,20150309,20150408,0,1
N5jzNxOaHcMIQliHaWAiksOJf5n1OZgIfCAoyxXOf5Y=,5,25,male,9,20130909,20171001,20160508,0,0,0,50,191,241,61764.495,40,30,149,149,1,20160526,20160625,0,0
KR9B7tHB5igXdTwQEb9CSRfAtXp7h2gEPIZ5Tur8/E8=,15,18,male,4,20160101,20170911,20160313,19,3,1,2,15,38,4708.349,38,30,149,149,0,20161209,20170108,0,1
gbGBLB7mt7Q0DO+OOEerMMxIyTq5BSWOTt2VOnlsWH8=,11,28,male,9,20080615,20170911,20151022,7,1,1,0,61,61,15143.564,36,30,180,180,1,20160607,20160706,0,0
ENsMukVV2N9871FRV3GKywKekLqYghfBkuM8PFbJPI8=,14,32,male,9,20140219,20171008,20160309,1,2,2,2,65,35,17880.841,38,30,149,149,0,20150611,20150711,0,1
ExfFwS3dCC9pIp11C0kJeawaPipX9aeqEnKuIUGSDmE=,5,31,male,7,20110201,20170205,20160801,0,0,1,1,31,22,8040.17,41,30,99,99,1,20160305,20160405,0,1
j8nt45K+Y+FKtSc+RaT9DDTTEreH8rVUhs98cxaccTE=,8,36,male,3,20121129,20171007,20161014,3,1,0,0,12,8,3016.053,32,410,1788,1788,0,20150621,20160807,0,0
15WfITK+RhGQeQHGuNCGeZueLfPbrBmBUedkniECnOY=,4,26,female,9,20150622,20170724,20161223,5,2,0,0,5,11,1362.899,40,30,149,149,1,20151224,20160124,0,0
FiexSIm/0nK4RaMp3XroVsZdj/5u+y3fCQ3aDz9zViY=,6,35,male,9,20100301,20170910,20150521,8,1,1,1,83,74,19577.091,40,30,149,149,1,20161111,20161210,0,0
Xpy1LDlEx4gwf2pPCZcQYz6k34MBl6y8RH8zXwfgD0I=,13,23,male,9,20100325,20170613,20160319,5,1,2,2,98,104,24942.834,34,0,0,149,1,20150731,20150831,0,0
u7tZoP1uS8Cl068BnkbjqdYKPa3sZiS1/42M8zlLAZE=,21,24,female,9,20071003,20170917,20150612,2,0,0,0,26,28,6781.44,37,30,149,149,1,20170118,20170217,0,0
Ju7N/i7jmMYV/hkIlUcU0LNTf5MFASOJ39QRSE6foiQ=,13,38,female,9,20070517,20171019,20150622,1,1,2,0,69,26,14617.831,39,30,149,149,1,20160731,20160919,0,0
s0klpK4upaJlNPdhrmUCIEo8L+9Sq26Btr3nzVE5W6o=,15,21,male,3,20150823,20170314,20160824,8,5,1,2,47,48,13331.137,39,30,149,149,1,20160131,20160314,0,1
6N6Y4qs49G6clIwp6QiBbCPIUCEQMCxnfBjjI/u1kmY=,5,29,female,9,20080908,20170820,20150618,0,0,0,0,8,8,1799.602,39,31,149,149,1,20150131,20150327,0,1
ef7H1H53BKnnAaQ7DTuDC175Uop2aiFLojWTcy1R2BI=,22,27,male,9,20140928,20171223,20160203,0,0,0,0,1,1,218.645,38,30,149,149,0,20150119,20150328,0,1
S7xQOt2oAQJDATfol179NaRsWMhxwL9yaCD53V6H6pw=,15,49,female,9,20141019,20171212,20161208,0,1,1,0,43,45,11241.923,38,30,149,149,0,20160826,20160925,0,1
MVwFT1I78jTeM++kKsDlLzs3njuLKhdh+WDEfg6Ed/8=,5,27,male,3,20150209,20170609,20160704,34,5,4,5,53,52,13648.043,38,30,149,149,0,20160513,20160612,0,1
bVyBQ8mu8pTBoMSSlArSorQ0YzKr6hh9/f01ZUXg1Ng=,15,30,female,9,20080820,20170215,20161107,13,2,1,0,43,44,10165.369,33,30,149,149,1,20160930,20161031,0,1
KQ3pyHKSOcgm/ZxAb8NnjpuJH/s4D0uNt81N3X66pLo=,4,21,male,7,20150528,20170930,20160828,5,2,3,1,41,40,10771.642,41,30,149,149,1,20160427,20160527,0,0
hIDL4GDVpmpv/8ttYk9Gj4l+2+aIxVnpuRyzTOhy7bo=,5,40,male,7,20110630,20170924,20151203,0,0,0,0,36,35,10140.045,41,30,129,129,1,20150930,20151101,0,0
SGFvAORPAI8IYPSUtgr1OEkIP5X6GuBrzLs7Wau3XXk=,13,45,male,7,20110225,20170314,20160520,5,4,1,1,12,17,4014.951,41,30,149,149,1,20150824,20150926,0,1
JhIlYppS8UONnQXHQYUAx/Fat9Ow1oWiJ5noVB7oYH8=,15,31,male,9,20111023,20170220,20160409,0,1,0,1,6,6,1623.51,40,31,149,149,1,20150218,20150317,0,1
RzSrjpt3yVwwG5JNTCtV5XuPw3jLoJ4Z3DxRoqVFLp4=,10,23,female,9,20070105,20170930,20160913,15,4,1,4,8,16,3277.34,31,30,149,149,1,20161231,20170131,0,0
mUKnj2QNxFaHiOejLa+4cSsQYxVJtZrkfmJ2yG2sbAI=,22,22,male,9,20151013,20170916,20161009,7,1,4,1,17,29,5262.002,38,30,149,149,0,20161115,20161215,0,1
XYWSoDSAKqZFff8xNDcovROIkCW1vrE1tYKcy3dvr8k=,22,24,female,9,20110904,20170919,20150731,0,1,0,0,1,2,387.076,36,30,180,180,1,20161010,20161109,0,1
BMHK5+LZiCV3gvyKeo54wdHko7GgseR/H23qhiHvN6M=,18,20,male,3,20140107,20170710,20160519,3,1,0,0,1,2,738.117,38,30,149,149,0,20151013,20151112,0,1
iq93VwTHK6fdpFo0EWaspP0ZEAseOUzr6as9D2Vt1sQ=,22,23,female,3,20140829,20170907,20160227,2,1,1,0,19,14,4961.075,27,30,149,149,1,20151108,20151207,0,0
nLm3gQ5usxlwNUkrbPlvxbDTu31fRIcHQCc+a9lMFkE=,13,26,male,9,20081011,20171001,20160318,43,33,10,3,35,100,14899.021,39,30,149,149,1,20160930,20161101,0,0
AwLz6+TdgvcGjA8leW9VKr2WgEr2mg6JivUlIorE9cc=,15,23,male,9,20150726,20170919,20160410,5,1,0,0,5,11,1426.103,38,30,149,149,0,20160224,20160424,0,1
sLnPHjTFTXTdQGKsgvdZaChyvv8S5P7hBaPxXrVn2GE=,4,20,female,9,20090121,20171009,20150504,9,4,5,0,28,40,8067.785,39,0,0,149,1,20150430,20150609,0,0
mUDPm9S8EamhY1z1sVi96eaqlVZ1D3VAFgwIGt7nNt8=,12,35,male,9,20100411,20170909,20150608,2,1,1,1,2,7,947.487,36,30,180,180,1,20160910,20161009,0,0
mUKnj2QNxFaHiOejLa+4cSsQYxVJtZrkfmJ2yG2sbAI=,22,22,male,9,20151013,20170916,20170123,19,6,2,1,52,49,14882.882,38,30,149,149,0,20160513,20160614,0,1
F6iMQha0fXCQiWUyNgcVjPRSojRrX+sUTLvtZkSziRw=,9,33,female,9,20041230,20170908,20150413,0,0,0,0,57,45,13270.14,37,30,149,149,1,20150709,20150808,0,0
