num_of_transactions,most_popular_payment_id,extra_payment_plans_total,extra_payment_plans_count,avg_plan_list_price,avg_actual_amount_paid,is_cancel_total,left_payment_days_total,avg_transaction_days_diff,max_transaction_days_diff,min_transaction_days_diff,avg_expire_days_diff,max_expire_days_diff,min_expire_days_diff,most_popular_transaction_days,least_popular_transaction_days,most_popular_transaction_season,least_popular_transaction_season,most_popular_expire_days,least_popular_expire_days,most_popular_expire_season,least_popular_expire_season,msno,is_auto_renew,payment_id_is_always_auto_renew
1,28,0,0,150.0,150.0,0,31,708.0,708.0,708.0,24.0,24.0,24.0,1,1,2,2,1,1,2,2,Sx4+X7JE5nVL8dLIMozKsolsR8weqMg7jt5LpRwjO1E=,0,17
1,40,0,0,149.0,149.0,0,30,754.0,754.0,754.0,28.0,28.0,28.0,3,3,2,2,3,3,2,2,TvrkwTBz9pF9AXcRiTLBiGSzVlPWwI4FWs471VTt6YM=,1,38
3,17,840,3,800.0,800.0,0,614,39.333333333333336,52.0,32.0,240.0,694.0,2.0,1,1,2,2,1,1,4,2,Wsf4amhWNAegNZr84HK8eeiqE43HKfIxSZFBUxnNdnw=,0,7
1,41,0,0,99.0,99.0,0,31,20.0,20.0,20.0,16.0,16.0,16.0,2,2,2,2,2,2,2,2,YqtSKNP0A1jGnG0ykMMTIzKpQS/q4H+6DH6KaFfJgwQ=,1,40
1,33,0,0,149.0,149.0,1,0,42.0,42.0,42.0,40.0,40.0,40.0,3,3,2,2,3,3,2,2,a9w/OHJ3URd3L2SdO5MeoJBu39Lfj0sLVxyNUqYg/PI=,1,26
1,38,90,1,477.0,477.0,0,90,18.0,18.0,18.0,34.0,34.0,34.0,2,2,2,2,2,2,3,3,bSSPCcfxmTKRELrszSr8ttPDO7Wr0qzAz8Ya50EfzjA=,0,34
1,36,0,0,180.0,180.0,0,60,36.0,36.0,36.0,24.0,24.0,24.0,2,2,1,1,2,2,2,2,ca16DMOKnwXxZJQB5HaflLDVsrdpa6ZT+UQHFSH/P/U=,0,30
1,41,0,0,99.0,99.0,0,31,1472.0,1472.0,1472.0,40.0,40.0,40.0,3,3,2,2,3,3,2,2,dmpHABB3GG3nPO64JTqxktWjZeFWyIVwUtJ9FrwH9t0=,1,40
1,41,0,0,100.0,100.0,0,30,44.0,44.0,44.0,38.0,38.0,38.0,3,3,2,2,3,3,2,2,jMejMt5azhKbplt3NKtbnucSAxPYLeHd8ew0HpCLZRA=,1,40
1,32,395,1,1599.0,1599.0,0,488,688.0,688.0,688.0,776.0,776.0,776.0,3,3,1,1,3,3,2,2,o4GGy6zCuiRFiK9gn4apOfKbPlTN9+zHza/nGqe1pUY=,0,24
1,36,0,0,180.0,180.0,0,30,28.0,28.0,28.0,20.0,20.0,20.0,2,2,2,2,2,2,2,2,q+jF9NPNe0XvMtFDP3K/792R+DkUvCnDa9vCRhYgIYw=,0,30
1,41,0,0,99.0,99.0,0,31,52.0,52.0,52.0,50.0,50.0,50.0,1,1,2,2,1,1,2,2,qxGrfrfZ2jtRthw9fpbSwy+lE6YyW/H5tH2jCtrdF/g=,1,40
3,39,0,0,149.0,149.0,0,188,4.0,6.0,0.0,46.666666666666664,56.0,30.0,3,3,2,1,1,1,3,2,tPF6BbkhEFCw7TsDq5tpTO8XxKx3/N+IGdxe+DbOh4g=,1,36
1,32,180,1,536.0,536.0,0,180,30.0,30.0,30.0,12.0,12.0,12.0,2,2,2,2,2,2,4,4,u5BQhnIGNfoMz46YndZMDIeyTV8rWh69M/EcYjGcvTE=,0,24
1,32,410,1,1788.0,1788.0,0,413,42.0,42.0,42.0,746.0,746.0,746.0,3,3,2,2,2,2,2,2,xhMGmLAUefxIx0U8tFZCnQPFRJ5Wpo+ETajR1eCWQXQ=,0,24
1,41,0,0,99.0,99.0,0,31,28.0,28.0,28.0,26.0,26.0,26.0,2,2,2,2,2,2,2,2,xi5jaYsLU2iDE92695JXSzR62DDrTNnRwfrZYywDVjo=,1,40
2,39,0,0,149.0,149.0,1,74,746.0,1468.0,24.0,378.0,756.0,0.0,3,2,2,1,2,2,2,2,+kp9Fg76AANkCzWxh5Mr5pQLvy2RHpzidbHbOcgua2g=,1,36
1,29,0,0,180.0,180.0,0,34,40.0,40.0,40.0,46.0,46.0,46.0,3,3,2,2,3,3,2,2,/CVDaFwhM22vyBGpSe2SWjboK3Ev8RjEYJoG4IROptw=,1,19
1,38,0,0,149.0,149.0,0,30,1486.0,1486.0,1486.0,14.0,14.0,14.0,3,3,2,2,3,3,2,2,1m91HsZUO53drOd2CmAT2nf4JnK4xxBfbzPNTu9pkjU=,0,34
1,38,0,0,149.0,149.0,0,34,32.0,32.0,32.0,24.0,24.0,24.0,1,1,2,2,1,1,2,2,3irKXIgXlbeeNCmPOzsw/S4KFwBkBZTDrPdrwVuU2M4=,0,34
1,32,410,1,1788.0,1788.0,0,443,14.0,14.0,14.0,754.0,754.0,754.0,1,1,1,1,3,3,2,2,3lyRl0MNetzaNdJSXuxG9mDJ+Z4Ec5Ib6WKqYgTzEgw=,0,24
1,32,410,1,1788.0,1788.0,0,417,42.0,42.0,42.0,672.0,672.0,672.0,1,1,2,2,1,1,2,2,4DoTiT4ypk7cI6xdryDsNU8K4nqYthoH+zNbU9Jqnuc=,0,24
1,32,410,1,1788.0,1788.0,0,413,48.0,48.0,48.0,752.0,752.0,752.0,3,3,2,2,2,2,2,2,7OTzfuh+bDMdFgz79yFy46GJRCJB7BYh/lLNqddMghg=,0,24
2,37,0,0,149.0,149.0,1,64,34.0,58.0,10.0,5.0,6.0,4.0,1,1,2,2,1,1,2,2,9eX+4s8nc+zweG2aVKNpVnX/+nuP2i5alI1n0zjkiro=,1,33
2,39,0,0,149.0,149.0,0,69,42.0,54.0,30.0,16.0,26.0,6.0,3,3,2,1,1,1,2,2,AIc4Ye5exrhKERVODaAEJ/ThcpAu7NM9i9Bcr1mUl2k=,1,36
1,13,410,1,1788.0,1788.0,0,410,56.0,56.0,56.0,756.0,756.0,756.0,3,3,2,2,2,2,2,2,NfIq1on+a+o0lfCLj/rTtIwlP8YYQliq7Kl4ZRzrkU4=,0,2
5,41,0,0,99.0,99.0,0,786,303.6,744.0,14.0,168.4,716.0,14.0,2,2,4,1,3,3,3,2,ODEWIRny1fFLB483itJPQbVaHsShapDNTu5f4vzE/hE=,1,40
1,41,0,0,99.0,99.0,0,31,8.0,8.0,8.0,4.0,4.0,4.0,2,2,2,2,2,2,2,2,OLLolvqjE2qpe8SxmbAS/Wb8CS7XWFcVJEdmvgdtYu0=,1,40
1,38,0,0,149.0,149.0,0,31,44.0,44.0,44.0,42.0,42.0,42.0,1,1,2,2,1,1,2,2,Tk0ZJ4wjeGhmiEsWyzKVMy0RvTIgihx6dZQ+zgfGl90=,0,34
3,21,0,0,149.0,149.0,0,245,259.3333333333333,754.0,8.0,8.0,12.0,4.0,3,3,2,1,3,3,3,2,WnFWQKquUIulf1x0KhzM8iHkEQlIV1s5kjjI/NLVSTo=,1,11
2,38,0,0,149.0,149.0,0,100,9.0,10.0,8.0,22.0,34.0,10.0,2,2,2,2,2,2,2,2,aBFss8KFOojMCH7AkCH+eWEPEqZzhNnI/mXwGDNsFPk=,0,34
1,36,0,0,180.0,180.0,0,31,22.0,22.0,22.0,26.0,26.0,26.0,1,1,2,2,1,1,2,2,aQj353+kNrrieghPKaXbBPQ53f/Ys8AkcKMJBo0uEDM=,0,30
1,32,195,1,894.0,894.0,0,198,8.0,8.0,8.0,34.0,34.0,34.0,3,3,2,2,1,1,4,4,fvGctDzVMIL9J6KhV5/46Yn2qBeQx9iZpPMGPk6xeYM=,0,24
1,38,0,0,149.0,149.0,0,30,38.0,38.0,38.0,16.0,16.0,16.0,1,1,2,2,3,3,2,2,gPO/VfeScOh/reIQ2xOUTFoqqBPmJx3j+AWeY6V/Hk8=,0,34
1,32,180,1,536.0,536.0,0,191,12.0,12.0,12.0,26.0,26.0,26.0,1,1,2,2,2,2,4,4,j/GhaBonmpaZKokizT0alH1Fgg7+62dnH71qBI+a65I=,0,24
1,36,0,0,180.0,180.0,0,31,20.0,20.0,20.0,20.0,20.0,20.0,2,2,2,2,2,2,2,2,lefAyqLLvKNfBlt3AkBCKSItk/olSlz+oeX4Cc2OiNk=,1,31
1,36,0,0,180.0,180.0,1,-1,0.0,0.0,0.0,10.0,10.0,10.0,2,2,2,2,2,2,2,2,myushNaA1p/Yj4noKujxozTL00CZ6EynaYbLrypj1TA=,1,31
1,38,0,0,149.0,149.0,0,30,20.0,20.0,20.0,18.0,18.0,18.0,2,2,2,2,2,2,2,2,obR8y+pMYPe91eaE0zVti0u/nm75NX9xitYmekL8/8Q=,0,34
1,38,195,1,894.0,894.0,0,201,742.0,742.0,742.0,18.0,18.0,18.0,3,3,2,2,2,2,4,4,sRvQRa7ZlgG97Qw8R9lDL55vBspUweBEwbTlujdUQng=,0,34
2,36,0,0,180.0,180.0,1,85,16.0,16.0,16.0,11.0,22.0,0.0,2,2,2,1,2,2,2,2,tkLnXqTk8p+IJEpRhacBLgM4z5hcrrATCbm5vO4t+Qo=,1,31
1,29,0,0,180.0,180.0,1,0,18.0,18.0,18.0,18.0,18.0,18.0,2,2,2,2,2,2,2,2,uwzwO7SASl5+F9nrQmd3Lc6hhLvWpmgYTOuzRIMQcQg=,1,19
1,29,0,0,180.0,180.0,0,32,26.0,26.0,26.0,30.0,30.0,30.0,3,3,2,2,3,3,2,2,vx+elvxDkrW1NwR91CuYbe2+ToO9ndcSzv7NLsClXEM=,0,18
1,32,410,1,1788.0,1788.0,0,410,1472.0,1472.0,1472.0,710.0,710.0,710.0,3,3,2,2,1,1,2,2,wqGhSshpQlVFK7wcBPxKucu4s34jaKWw1vPal0yff4M=,0,24
5,41,0,0,99.0,99.0,0,731,595.2,1460.0,14.0,12.8,22.0,8.0,2,2,4,1,2,1,3,2,+p0eCBa791Q+nF5WesLc02tmmx4ifoVOkY6T9GD5/GA=,1,40
1,36,0,0,180.0,180.0,0,31,1438.0,1438.0,1438.0,24.0,24.0,24.0,1,1,2,2,1,1,2,2,3UUFH1oyh6HlX6PufsDwOINs+5I8P1gHTi3y6FXmxXg=,0,30
2,32,820,2,1788.0,1788.0,0,1230,12.0,16.0,8.0,1095.0,1448.0,742.0,1,1,2,2,2,1,3,2,4pGO9YazlaQXEqSUQjNahSpu76gttpq0+2AEf1L/HyI=,0,24
1,37,0,0,149.0,149.0,0,30,4.0,4.0,4.0,20.0,20.0,20.0,1,1,2,2,1,1,2,2,DLlt1tI/6vtvFOP0M47Hp57vvYyKWW0GTKG2oXjzn4k=,1,33
1,40,0,0,149.0,149.0,1,1,6.0,6.0,6.0,4.0,4.0,4.0,3,3,2,2,3,3,2,2,DM/vco3GZ6PXf/9GgCv8OetWszsR2hpedbLShOHcSeA=,1,38
1,41,0,0,99.0,99.0,0,30,58.0,58.0,58.0,56.0,56.0,56.0,3,3,2,2,3,3,2,2,Dt5Vs5ytTpuN0g5gD9RfTr0JeZBI6RsKuNgJTD7b6Bs=,1,40
1,36,0,0,180.0,180.0,0,30,26.0,26.0,26.0,688.0,688.0,688.0,3,3,2,2,3,3,2,2,I9P10TsS1GOyoHshwuSE6eFpoTBtCnBwQzHQnkuw5Dc=,0,30
2,36,0,0,180.0,180.0,1,40,32.0,46.0,18.0,36.0,38.0,34.0,3,1,2,2,1,1,2,2,Igq0/K1aNPjGGPyJ9uwJb8ViIffSZIYG7H9NUi6QMa0=,1,31
3,38,0,0,49.666666666666664,49.666666666666664,0,450,712.6666666666666,724.0,694.0,261.3333333333333,746.0,6.0,2,2,1,1,2,2,3,2,RO54yEBaFDFjCgpShWQ/qoVZG/YsvYB3RaIVKpEFCCk=,0,34
1,40,0,0,149.0,149.0,0,30,4.0,4.0,4.0,6.0,6.0,6.0,1,1,2,2,1,1,2,2,SuzF2MyfYHLLs6dxuDTLHVw9q7KSxE2vMHGS1w56kUU=,1,38
2,41,0,0,149.0,149.0,1,31,397.0,752.0,42.0,377.0,712.0,42.0,2,1,2,2,2,1,2,2,Tk0rrWlTm8gBX4mgWBD4eKiMHFXlB4TtXDNMuWsAeuk=,1,40
1,38,0,0,149.0,149.0,0,31,726.0,726.0,726.0,2.0,2.0,2.0,2,2,2,2,2,2,2,2,chJJGTz/Xg/XOFIIj32yrSZCKEUSTAA/7+NEi+RkD/A=,0,34
1,36,0,0,180.0,180.0,0,60,2.0,2.0,2.0,0.0,0.0,0.0,1,1,1,1,1,1,2,2,g7h6n7QEM/Ln9HcmU7eCFEo5VoIRy4Nvz4CT7sfS08s=,0,30
1,37,0,0,149.0,149.0,0,30,1490.0,1490.0,1490.0,712.0,712.0,712.0,3,3,2,2,3,3,2,2,jPINicTkcwm/lWlXrY/d3zViQU/O6D/KaEGMkMBaB9g=,1,33
1,38,0,0,149.0,149.0,0,31,0.0,0.0,0.0,12.0,12.0,12.0,2,2,2,2,2,2,2,2,mBN9yY8ZyZrRVEC0+RI2ueQOYnQRyPb5ce5JJA2H4kE=,0,34
3,39,0,0,149.0,149.0,0,239,33.333333333333336,48.0,22.0,12.0,24.0,6.0,3,3,2,1,2,2,3,2,mG5UTmysX4fjPtVcFhtEw+KyiJGM1B9Qz/IxOdmgWXA=,1,36
1,36,0,0,180.0,180.0,0,30,10.0,10.0,10.0,14.0,14.0,14.0,2,2,2,2,2,2,2,2,nayC1R4hYLEmAGRT3JGh61lfJVqE9uGrutTe+WeNfkU=,1,31
1,40,0,0,149.0,149.0,1,-2,724.0,724.0,724.0,2.0,2.0,2.0,2,2,2,2,1,1,2,2,ognMsE7z8wvxvhscODxMdwXt+jAvBnJekusG4GugfDU=,1,38
1,41,0,0,149.0,149.0,0,31,26.0,26.0,26.0,26.0,26.0,26.0,2,2,2,2,2,2,2,2,pL6WB0kFrqf5QF2m4umYpfHzn5dqh6t0Bj4crlwi4HM=,1,40
1,41,0,0,99.0,99.0,0,31,0.0,0.0,0.0,722.0,722.0,722.0,3,3,2,2,3,3,2,2,pzqNV9ozh4CwaQ17TkV0pzxoJkEcJAckD+ZuAtNEaGk=,1,40
1,36,0,0,180.0,180.0,0,34,36.0,36.0,36.0,18.0,18.0,18.0,3,3,2,2,1,1,2,2,qV5hBCwOd+XSh7FZNQrZBWaksGQJXUVO0eUX6xy8u5s=,1,31
1,40,0,0,149.0,149.0,0,33,6.0,6.0,6.0,10.0,10.0,10.0,2,2,2,2,3,3,2,2,qny82S/KrAHIitPDGT9HLoAPelQBu+bWJZrp0NVANAU=,1,38
1,29,0,0,180.0,180.0,0,31,738.0,738.0,738.0,8.0,8.0,8.0,3,3,2,2,3,3,2,2,sYNDPzx8ObW+3b6rzosEkpPPrDFfK6D5f42s7CmsWwY=,1,19
7,38,0,0,85.14285714285714,85.14285714285714,0,1435,724.0,752.0,692.0,14.285714285714286,36.0,0.0,3,3,1,1,2,2,4,2,uFDX0xHBpEjX8tu+Ncw7KuNiEeLHE1ugFGgLY90CJuo=,0,34
1,41,0,0,100.0,100.0,0,31,10.0,10.0,10.0,754.0,754.0,754.0,2,2,2,2,2,2,2,2,yZNGRvg8z+qUSNv23b7eggWxp+Hbqpw3vaA/cKtm8oY=,1,40
3,39,0,0,149.0,149.0,0,245,508.6666666666667,1490.0,6.0,260.0,726.0,18.0,3,3,2,1,3,3,3,2,ybzPtKku8rqCdgLUo+1Kgd8IQv4n1e045BT6U75Bf7c=,1,36
2,39,0,0,149.0,149.0,0,117,24.0,32.0,16.0,24.0,36.0,12.0,3,3,2,1,3,3,2,2,zmflinDJSjxwOwKV86XSdVELfW+OwOL487iOfaJHS6E=,1,36
1,38,0,0,100.0,100.0,0,60,44.0,44.0,44.0,42.0,42.0,42.0,1,1,1,1,1,1,2,2,0+QaWbbnWLQeScze6zVD5RfjjTc4puIC1+u4AZANJhQ=,0,34
1,29,0,0,180.0,180.0,0,37,1432.0,1432.0,1432.0,748.0,748.0,748.0,1,1,2,2,1,1,2,2,1VsxtOXV6ERk99GxE2g058/uiY8dnBpycs8YyvI+z4k=,1,19
1,41,0,0,99.0,99.0,0,31,726.0,726.0,726.0,20.0,20.0,20.0,2,2,2,2,2,2,2,2,7MV8SUa5CG/0E5QZWsm5ri60Px5gZawScr6fHVh0qpk=,1,40
2,39,0,0,149.0,149.0,1,90,16.0,22.0,10.0,21.0,30.0,12.0,3,3,2,1,3,3,2,2,7xzGnq6Y+OIsdLa9CdC2pvrwo1Gbgrs3mEsIDhN2CWw=,1,36
2,30,0,0,100.0,100.0,0,101,14.0,16.0,12.0,18.0,30.0,6.0,3,3,2,1,2,2,2,2,9GOjvqEQvpJODU5GD1tJp/pph51E9UTq+LGAL/L6bs0=,1,21
2,39,0,0,149.0,149.0,0,93,4.0,6.0,2.0,23.0,24.0,22.0,3,3,2,1,2,2,2,2,DeskHs66YWKq1JhCzVtfj0z8P5B+Y2Xrtu0mByqUufQ=,1,36
2,17,150,2,150.0,150.0,0,97,28.0,46.0,10.0,25.0,36.0,14.0,1,1,2,2,1,1,3,2,Dgd1t6xxKBX1dbNEpoJg/cWv3mCKgT10RXfxdhVGKzM=,0,7
1,38,0,0,149.0,149.0,0,32,1478.0,1478.0,1478.0,724.0,724.0,724.0,2,2,2,2,3,3,2,2,EPEIAAvw2K2XE9II+4SoeGL+ORetw2Nw8WQnxc6gktI=,0,34
1,41,0,0,100.0,100.0,0,31,18.0,18.0,18.0,18.0,18.0,18.0,3,3,2,2,3,3,2,2,HMaAvepj6WF80CQlCRLuhA7JwcJfitctuoye0znWdpU=,1,40
1,41,0,0,129.0,129.0,0,31,40.0,40.0,40.0,16.0,16.0,16.0,1,1,2,2,1,1,2,2,JtIW2a//ZoMO3/2NYgfWBXlkq5mbSZGiVMVJKLywPsw=,1,40
1,32,195,1,894.0,894.0,0,403,720.0,720.0,720.0,26.0,26.0,26.0,3,3,3,3,3,3,4,4,L4bEsH1a+UnQ+lcol8UKgsU5Jjj7VBML6MlSO0FoYmE=,0,24
2,33,0,0,149.0,149.0,1,79,22.0,22.0,22.0,21.0,28.0,14.0,3,1,2,1,3,3,2,2,MnCa0Y/xUfkmm9EmnvszpY+mNNBcf95hd0J3kPt/vPU=,1,26
1,41,0,0,149.0,149.0,0,31,42.0,42.0,42.0,42.0,42.0,42.0,1,1,2,2,1,1,2,2,Mr52W52nx6Yx8VHkR1jCTbw1bZRVklto01rSjJOpwN4=,1,40
2,30,0,0,149.0,149.0,0,79,32.0,36.0,28.0,737.0,1460.0,14.0,3,3,2,1,1,1,2,2,NgsHZto9Wto894gOKxq5FTqeEy2FRvQDcQIzeuIdAjg=,1,21
1,34,0,0,149.0,149.0,0,30,32.0,32.0,32.0,26.0,26.0,26.0,3,3,2,2,3,3,2,2,OFejmfqhch4NrRxbAbqc81r823txKiWLhLLQpTREMaA=,1,28
2,34,0,0,149.0,149.0,0,73,34.0,54.0,14.0,30.0,50.0,10.0,3,3,2,1,1,1,2,2,OTv8UAZP5Hmwb/FJZoxUDBS8W/t3RSlmBxIHOsYWseg=,1,28
2,38,14,2,0.0,0.0,0,525,722.0,752.0,692.0,392.0,734.0,50.0,3,3,3,3,2,1,2,2,PVDMUecagonFWssdGbrY3K2MhkKr9LORUjhKDimPgjY=,0,34
1,40,0,0,149.0,149.0,0,30,26.0,26.0,26.0,26.0,26.0,26.0,3,3,2,2,3,3,2,2,Q9usvyRqcdaOr3RwXeT+RYffQEvcFeUa6kmXUb9QvDQ=,1,38
1,41,0,0,149.0,149.0,0,31,26.0,26.0,26.0,28.0,28.0,28.0,2,2,2,2,2,2,2,2,U70hG2JMks9V/6RLrY0UPMg+W8aQrNiMl+L73egpzFA=,1,40
1,29,0,0,180.0,180.0,0,31,6.0,6.0,6.0,12.0,12.0,12.0,1,1,2,2,1,1,2,2,bFEe57px4MI1ofQ2Ugpi5M7G3I1woLoFLMVjynR2lC4=,1,19
2,39,0,0,149.0,149.0,1,55,4.0,6.0,2.0,31.0,32.0,30.0,3,3,2,1,1,1,2,2,c6UV8O2yqyCRLXP8KdIT2bEA3pALWoDzJfzAe+3sDPY=,1,36
1,41,0,0,99.0,99.0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,3,3,2,2,3,3,2,2,chp1P61L6Hv4m/mSa0mTZ3Cc6AbT2gthSgI8CVBvO6Y=,1,40
1,41,0,0,99.0,99.0,1,0,20.0,20.0,20.0,32.0,32.0,32.0,1,1,2,2,1,1,2,2,fbOG6eCTap2hH4YTZRqVbyPt+ER2jvK8uLNVY3+FXf8=,1,40
2,41,0,0,99.0,99.0,0,77,33.0,60.0,6.0,8.0,8.0,8.0,3,3,2,1,1,1,2,2,gCg39yZ5jtdR5cznSM1kZSd/UnhRLMKYx4SmtqPPkd0=,1,40
1,36,0,0,180.0,180.0,0,30,36.0,36.0,36.0,38.0,38.0,38.0,1,1,2,2,1,1,2,2,hcDSGbn+Z1PxPJVwa7Vinfo7Sr2MDcii5wiNSqIrC7Y=,1,31
1,41,0,0,99.0,99.0,0,31,32.0,32.0,32.0,0.0,0.0,0.0,1,1,2,2,1,1,2,2,jQ7yRYZ6TAnbgwdBRnLEVlRH1LLnSEB9vMCTHzQDfJY=,1,40
1,41,0,0,149.0,149.0,0,31,2.0,2.0,2.0,4.0,4.0,4.0,1,1,2,2,1,1,2,2,jpXxTM+U/oH8xnnmKLQXDNaeqhqq8q/eHaQvsOxqGm8=,1,40
2,39,0,0,149.0,149.0,0,111,20.0,24.0,16.0,13.0,22.0,4.0,3,3,2,1,3,3,2,2,kL1ZFFIL0mdnA6G0GgZo1y2wmPAQKzT/v/suGgHRsYM=,1,36
1,41,0,0,99.0,99.0,0,31,58.0,58.0,58.0,12.0,12.0,12.0,1,1,2,2,1,1,2,2,kv6j1awZ8e6RjNLzv/HUtryjSy4ks4Ei6Qimn41o03Y=,1,40
1,32,180,1,536.0,536.0,0,180,726.0,726.0,726.0,6.0,6.0,6.0,2,2,2,2,2,2,4,4,oZmAb5plXt5hFwJvDu9/cxDEnGC+qQVe+ygoeL1bAvQ=,0,24
1,37,0,0,149.0,149.0,0,33,12.0,12.0,12.0,34.0,34.0,34.0,2,2,2,2,2,2,2,2,oqvvSknx0ojAoAidXRoyyske4m/N95wQSYV539cWhf8=,1,33
1,38,90,1,447.0,447.0,0,90,44.0,44.0,44.0,42.0,42.0,42.0,3,3,2,2,3,3,3,3,qVnLFif6DyVfbScTXhLOka5WsYQj/CHPUTezGRemJK4=,0,34
3,17,210,3,200.0,200.0,0,158,15.333333333333334,38.0,0.0,26.666666666666668,38.0,6.0,3,2,2,2,3,3,3,2,qpDZgqgLq/uQLDHkqUiTpdiXAnF0s3hlVeTCpGcFoxA=,0,7
1,32,410,1,1788.0,1788.0,0,413,34.0,34.0,34.0,20.0,20.0,20.0,3,3,2,2,1,1,2,2,rCF1I5QX3p0s8+l7A2qaiZrdRA+Ov7G8ZoMUnE3MOsA=,0,24
2,39,0,0,149.0,149.0,0,115,4.0,4.0,4.0,3.0,4.0,2.0,3,3,2,1,3,3,2,2,vHI/Q05IuuXjLdiWc+u12edPDXQolqznU97R5iWivlY=,1,36
1,34,0,0,149.0,149.0,0,30,6.0,6.0,6.0,54.0,54.0,54.0,3,3,2,2,3,3,2,2,xlF/XCwxVmL8OItM12/soADDU2d6HyKQznwQsxBgUHg=,1,28
1,40,0,0,149.0,149.0,1,-1,10.0,10.0,10.0,10.0,10.0,10.0,3,3,2,2,3,3,2,2,zaHT2bnpMA9Hkzf+GFnt5Zb1vcNqb9FH2ThORUBOuGc=,1,38
1,32,90,1,298.0,298.0,0,93,698.0,698.0,698.0,16.0,16.0,16.0,1,1,2,2,1,1,3,3,zw2SRvCUKiMdFiYd6QF4UmW1ga/svZWt5VaWB0Pt7Ss=,0,24
2,39,0,0,149.0,149.0,0,69,13.0,20.0,6.0,17.0,28.0,6.0,3,3,2,1,1,1,2,2,0Tvwu+fqZTneunTBy/yUI3Tuye9uxx9mS/4TxkgfYjY=,1,36
1,32,180,1,536.0,536.0,0,183,20.0,20.0,20.0,24.0,24.0,24.0,3,3,2,2,3,3,4,4,0UghqCpljHrD7iC+jvwBCx/oZt1DF9TlAVjDMZVSgTs=,0,24
2,17,300,2,300.0,300.0,0,187,21.0,26.0,16.0,9.0,12.0,6.0,1,1,2,2,1,1,4,2,7UC4c2JjMUVR34ERCr9MNZ0+U20YOIKL0VL9O6LwUX4=,0,7
2,36,0,0,180.0,180.0,0,117,27.0,34.0,20.0,30.0,38.0,22.0,1,1,2,1,1,1,2,2,D80XKsT/k4Keo4i6izDsHFCaQziFYFEmLp1RI9OvXq0=,1,31
1,33,0,0,149.0,149.0,0,30,0.0,0.0,0.0,10.0,10.0,10.0,3,3,2,2,3,3,2,2,JSoeHJqRiq3EAaNlMD3w0V69WeoNspgw8yF9ZCYKdfY=,1,26
2,41,0,0,99.0,99.0,0,155,351.0,696.0,6.0,18.0,22.0,14.0,1,1,2,1,3,2,2,2,L2fJX6/idgA2ZaQuw/VDyTch5cPJS5MVzpruCvbZSHk=,1,40
4,29,0,0,180.0,45.0,1,6,22.0,32.0,4.0,25.5,30.0,16.0,2,1,2,2,2,1,2,2,LaTxu7OIGD0IZOP3Yk1zAdjDz3y1Dr6oOmXf+kr9bXA=,1,19
1,40,0,0,149.0,149.0,0,33,22.0,22.0,22.0,26.0,26.0,26.0,3,3,2,2,3,3,2,2,M/+JSKZeVPrQCYQPikvmzsie+3EH7FDLBfNs2GPj+NM=,1,38
1,41,0,0,99.0,99.0,0,31,40.0,40.0,40.0,44.0,44.0,44.0,1,1,2,2,1,1,2,2,RmB9Uf/Jk95pJN+Awmx8MsT4m4lLd0G+x1W7TOZFG6Y=,1,40
1,40,0,0,149.0,149.0,0,37,16.0,16.0,16.0,22.0,22.0,22.0,2,2,2,2,2,2,2,2,VLQWUXg2gX26FcAG4I6NvNYMDTJ3J5Gt6dn+35OPBJc=,1,38
1,41,0,0,149.0,149.0,0,32,4.0,4.0,4.0,6.0,6.0,6.0,2,2,2,2,2,2,2,2,ZD3dSZ+zOMzPjh9m2OPRsKzdSk8xGaSMErJOwNxmmb0=,1,40
1,36,0,0,180.0,180.0,0,32,46.0,46.0,46.0,42.0,42.0,42.0,1,1,2,2,1,1,2,2,bRHktUDHtbooTOIisbMjociS2WUy1Znr0ReDQqzyzOo=,1,31
2,36,0,0,180.0,180.0,1,41,9.0,12.0,6.0,13.0,20.0,6.0,3,1,2,2,1,1,2,2,f8ty0rMS2flLyylS5sQIySMWahD4dmXd2hcfxIOrV2g=,1,31
1,41,0,0,100.0,100.0,0,31,46.0,46.0,46.0,48.0,48.0,48.0,1,1,2,2,1,1,2,2,ietGP6uUXHh/UwIoYEL6dCr//4vEoK9EHQ1galdUQhI=,1,40
1,41,0,0,99.0,99.0,0,31,704.0,704.0,704.0,2.0,2.0,2.0,1,1,2,2,1,1,2,2,jQz7abB4BrJHKLwT/QLnIpTj+u6l0nvsyukaOJqBF04=,1,40
2,40,0,0,149.0,149.0,0,99,25.0,48.0,2.0,23.0,26.0,20.0,3,3,2,1,2,2,2,2,jWRPSGq9LzNQrUN5w81M89iwK323y0zzALIMBb1VnEg=,1,38
1,41,0,0,100.0,100.0,0,31,6.0,6.0,6.0,12.0,12.0,12.0,2,2,2,2,2,2,2,2,pKDxcBuQIse1Ixc0OUjt6aDiQy/MJy3IA2FPPLIsG1o=,1,40
1,41,0,0,149.0,149.0,0,31,40.0,40.0,40.0,32.0,32.0,32.0,1,1,2,2,1,1,2,2,pX7ESsWFZfc1Blsdx/sae98iNjePD2ZuZNYUdWVSbnI=,1,40
1,38,0,0,149.0,149.0,0,32,6.0,6.0,6.0,0.0,0.0,0.0,3,3,2,2,3,3,2,2,pxnHoveybDqDXAMgg5cF1dnhwy40VMQX4sEvjtIReOA=,0,34
