msno,city,bd,gender,registered_via,registration_init_time
QTFUTWNZ0jwXQS/vf7gs8kilBbciYo6ekk2ozvozJQ4=,14,35,male,3,20131213
NddkYiL4UFWsPctQBsdqUhcIusUYyp9oihlDYqCnUm0=,1,0,,7,20151203
Thl4XMwJL44rNZ8jgJAG3Nmesxe1GnlVLGIoLwun79o=,3,24,female,9,20130418
RtKXANbQ7GL1sd5opuMFFEoGtrBUsuF3UeVU+AHr7Io=,13,21,female,9,20150301
K8i2yfv+PqR1KHGT+oRkTttcI6/cIftalPRnN4Ev0fg=,1,0,,4,20151011
Kh0JshOWf8uYcj/WhgbclrPYsvDixcnE43TW7B3Q1C4=,13,35,female,3,20150319
TejhFByetJso13Novld53qYPFWzEods0vzaAtKZBtSk=,1,0,,7,20150925
KOMlyFfzqR07rF89VOZXzNh2QGzHopupesDMKGGl2Vk=,1,0,,7,20150929
TXwQZl3rMGCYNu4wpqJQcxAt83tj2SK38oc6RFeL44Y=,15,24,male,7,20130423
TYIIHC3QodCeJT+LZwz4fzMdelEXSQK9yEjE1Yb1Aw4=,5,20,male,3,20130423
LNigQgrrA4sZdHo3gFogUyp+upGhN6b1PkJOX5WSwAg=,1,0,,7,20130518
TNLhCfQwJ+FaqfTUX+Qg3AWX7w5nNt0uNRFn6U8CP9M=,22,17,female,3,20150116
NJB05wHWJ6gCGLt6Cw2mfczuyi7vKJIOkBBh+glaLxU=,5,22,female,3,20150407
TiQt3kO2Q0KSviyQ0ywUaRRvWXwl/YI3y+BlOLsEH8Q=,4,20,female,9,20150528
KpDJqgz3dOAN1YkjpOdVgBA+dofMJNDV3q1o8kqgXII=,1,0,,7,20160205
UVqAMDOO8S9nHpsmy6PSqdGU2vSUbr7rzR2pDp+aBXk=,1,0,,9,20150816
SZ0npZBdI0WaTr2atmlYjxHUjaWAzJ9xmj/I8ep3fyI=,13,25,female,3,20130322
ROHPJf+xVYm5KB1xS7aJ/TQIrMYbIU+X+YRnDDQKuUs=,10,24,male,4,20160609
SVbvoUgDgFxbP1sbVQh3oD+7gOUyOlM/KPNyZmzG8J8=,14,24,male,9,20081125
TI4fvPMPYW2JuBq8FlXUFfwB72sn09Dbqtu5oZaVy+U=,6,29,male,7,20130123
Mio3fmFUxzCzDiyPt3ZRdj3Ci+sG4A0fxztoyexI1fc=,1,0,,7,20140731
MMvTVzs0n/A3/XONitQqJlIGOfs2YyN7/rw7OQM19/Q=,6,16,female,3,20150503
Q9G/7ne0yS5maZVDN4suDv9pa47g5aCcZ89nWhadzpk=,6,24,male,9,20130620
TXIMTfxnuWPRHfX+vur6DxrubBzpCIswf654EyT9A2s=,1,0,,4,20160609
Q09WRNgYEIHTk3+YF/DbJNqTIO0yoBQHTZkl6XDM/HQ=,1,0,,7,20141210
S5PDj2brf3W983DADDL2HQyvJXHH1sh1cY1aGrSa59A=,13,30,female,3,20141218
O835kD+6CdsOiHL5VJ4NRfe3P8cvoVVaqqM1fbSE1hE=,13,39,male,3,20120229
Ramb/C6LmTxB5WcE2DSjRIaQDh7Aasi3gl0drg/oD9o=,22,32,female,3,20141101
TEemk0Ud8vENPfupDvOWFDKhIpnaYEIe+5H+z0ByTXU=,1,0,,7,20160807
MD1fYPuLhXGYYg6Rp/6IjTYIfzuk7hnkBky+fsChJEE=,1,0,,7,20160922
QKDLG9OH36cRUgdgepBdcVL5ccPy16QT//o2iADPbu0=,10,24,male,4,20161005
SuTRBCZvjlH2KbWVYKWsiCXTZCBqwbyYc62WUqUAsxk=,5,25,male,7,20161012
Mln9QLYG5SKnc3vGL8skthOR+3CF8QJ+GgU0HF/S7ac=,1,0,,7,20151121
UDiroT5m8Csu/YVW4CUrYCV/72+fWgLDeUmqok1r1Xk=,13,29,female,4,20160704
QHeDjIF8GT0LOjQR1YLSZSGNy7VX6lesm//dkXVGsks=,1,0,,7,20160722
N8Ercr/fee/a+jHSGsJ6NFhQzXzcIPZ8ycP79z1ooHk=,1,0,,4,20160326
OHAayhlpYS2jNK1M2DN6G45ULzk9zJK7obGgW+XPjSY=,13,21,female,9,20080523
KU2AILr77nQHJWMg7+U10H05Si0KEB5SdkO7+iCEPtE=,1,0,,7,20160324
QaSJjYxRjtICxP4eY5IGfiIt218xIiTDwU3YdqlBJNI=,15,33,female,9,20080913
T9OvCzJwUaXB6Vi7Y/U5WUaYy+fLSYVuAjJ9xrepNZU=,13,24,male,9,20120909
KVhhsQpAGhZ1rXEIDhHvc7BaUhOuehNpYYYPKRc2XWs=,22,34,male,7,20110914
RSUPCXV8zrfWFBYZSMfhgj0EfjNLbaG64P7rMOAwgV4=,4,29,female,7,20110331
LuemU+btoIP9Nx6K+k7f/YHn1RSw9ib9OcYUNQQJ7MI=,1,0,,7,20110524
KN4lIwd0tTOTAzmLwzVLw4Fs6lWPRYAkB/+Q10KeriI=,1,0,,7,20111112
TUWMj/wbuYSm35T3ErmMsNHDliXL3kpoDwanKFPBQa0=,1,0,,7,20140420
P05KfPZvtjphQV3pW2Eh8Gt4PP13Ws6HvTqOfs351iQ=,13,31,female,9,20130805
MRzLSQN41beR2fCpX2NKR32d8gbQj5zyUh3JT5TxUrs=,14,27,female,3,20130909
PdxnvqZR87m7Wpyh96L1xEUaOeXuvOLQYHMuouFik9g=,6,27,male,9,20130925
Rt5RYw/VAHx1DO5hjiyWK43Fk9Fel6pdxposcBzsw8Y=,1,0,,7,20151223
PAqDvf3xjXW1TqN8wuSCQ/Ib7/SdF1WoLxMaMepLCLs=,17,23,male,9,20140211
R+qq6oAC40f+l79YmAXNbyEsQpsRi0tNT8Sku0yA8NA=,1,0,,9,20151004
TSYL4BoxWjt4lh8dQTmbs2QAFuUzusz/Cct498+Hg08=,1,0,,7,20151122
K873ENwYyg4CfALbhYz43uyXKs6+wWGdYVlg+paIpRA=,9,28,male,7,20160201
KgP7JfrgVIgONTPR0Vx4L0xDx7jIHyhDk1QdXmXXSoI=,1,0,,7,20151106
UCrU7proqTwjdZcYJS43k77G5vGpqwvhuXTFbPi8C3c=,1,0,,7,20120417
N6XpOCm6QRfxhPlI0hu1JU97BysCrjuRLoSlPhRqrnA=,13,20,female,3,20120528
Lol8EEe7bZXV23suj17Nd9DZHgIUf5b0aDGEGjCeO+E=,1,0,,7,20130725
Su/L2yWHLmE+4SINbNDrgvauC2y6BsToeAYzQ/oP32c=,4,22,female,3,20130822
RbdW8cPVNL7V7ghTrkWqBYaY6GVIsVY4i/nqSJcm4g8=,11,0,female,9,20041011
NlzMYfW94nCYrNldWKWO1QLYxDHCXlYgjk2DzmgI4oU=,1,0,,7,20131206
KXF9c/T66LZIzFq+xS64icWMhDQE6miCZAtdXRjZHX8=,5,33,female,9,20040331
L05AVzr8qdAQKgUmnD5s7hEovD42M1oiuH52dfn/AzA=,1,0,,7,20140408
LdmbWkO7PhukBZN7A/x5t+L8GiMFqA3oAwvSOX564Z8=,13,0,,3,20130809
KKN+iTl5F7/Z7p81eiKy25vs5QmNlBcnW4b/Vo2oDLY=,1,0,,3,20130817
LUHd3x4NKGhOH4nmauOrU6PxR9Lw4ARPwa74bUNXO3w=,12,32,male,9,20110424
PC3q2GHDV5Y19jl2riDGH7+K/6q1CA3+3P0EeuekH0k=,1,19,,9,20160527
OPKpUAgBM9SZzZZL7AcKDDcClNWE1FK6EFGbRY9xgJA=,13,28,male,9,20080624
UjPbp+RnegO+FgrNZ6DYaS7IKadneXVw+sP0EZ5KAyE=,15,27,female,9,20051102
UQYYYnnLmqyZ6YIYLmylf26pJfkAu6VJDB3WlYuPXLY=,1,0,,9,20140925
PwIxNQYWNZxFu8gXO9zjh5WlV3j5AuZYh7ofmH4N0Aw=,16,28,female,9,20091007
M4QSYc3xxJc7xebYsFv7+ZemNQdrMyvIyijti0BInBM=,13,36,female,9,20091208
LNaPL8QEt8p919KpeZz+jk52xiNGLM7FNrd5M7pDU1w=,5,39,male,9,20060314
Mx3zOKWhfqO+l1GMkIKbNN4Aluyp/njGKlGZ7/VZNwo=,1,0,,4,20151219
QJVn20vv/v/cS7Z1kANwim2wWgeTKX9AXG8W1kmJVzE=,1,0,,7,20160420
LMUoVu+jLW1lxvISIxnxnoKnMBGYZ4QBG/OAwr46wnM=,22,49,female,7,20150512
TMDeBLeNqQoRwk2NqLYKOtP2YrQv+eHKeBOJm2G5qzs=,14,31,female,9,20061228
Nix7DI+AvHMBxRtm9SDXAO0b9gyqKKg35IP9CvjopvY=,5,0,,3,20131006
Ld++H92uB0g5EwlnmfYREmGbuXLQ75BkYlWwUTjUbM8=,1,0,,3,20130804
NCX3TJKwX/YYYGpt/qqI19zklMyYh6LclgcGjojQO2Y=,5,35,male,7,20160221
UOt33BC/0T+S62Fdb20aYMxnMNghj3f0O+rkC3blgME=,1,0,,7,20160222
POzPResNSM8luV3niq9SrRPP8VLKFQrF1N6mtMwxoxw=,22,18,male,3,20151216
K2k+VzUFpeuzZXnVAWPe0Du9WW/LcqZp5MRCoux2Q30=,10,31,male,9,20150913
LeDLLZ6n8aPQmC88j3TXbI5tc2lJP2UkfylFW9gewBk=,1,0,,7,20160601
Ps3RJf0kENNE5bzotBFYV5ktLMZe0pT8S1SB9Fcb5Fw=,13,0,,9,20150925
KoAcFbKoyjt/d5YUZsFhzsN/4HII0Hfj/5dBLtgg6AI=,13,25,female,9,20140421
NYJrwtwvuodIpPt0/zjluqZV7EYXZ9v0unLkXS6wBUc=,13,43,female,7,20140424
Pu80FotSa4LdJAlBC75deKjvRTkHDPMKtCN8TDqo16I=,4,21,female,3,20150524
SAheFpdWCbCJu3V6EkQKo6xY6JtXpvodUMxjn6Isevk=,15,0,,7,20111129
M9x88b2v8m3DBO2O4vIYSRWw12dSU0RQQ2Dkn/5eV38=,8,50,male,4,20160605
LJdfrYcNr4MfFhPUz/Is0c3/nbhgjXIsRT+TYF8o2qU=,1,0,,7,20161228
TbMuzWkaRC3xM8hVrCRb5Grh8uE1IBIHLivRgh/7LMc=,1,0,,7,20150806
Ns3BXxpFC6WkiwGxYhOsBN2c9Sd2DgtIY6qNUChRvF4=,4,0,,9,20150726
MiphijnbhfQkk6kKgfhRBi/PxyJptrDIW+NNySBfObM=,13,0,,9,20130602
ScMZBVIsVMxCmECEQP9z3W78jA6IDUwOEIcPU36cMtg=,1,0,,7,20131001
NxtR270RmK0fUA+ZRpmYSYAQUkKhdWU6PhS5a98TdC0=,1,0,,7,20131007
TW0t53p9PNaQfbQTfpzkDwFDGtWCJV5sP4GlPJ10Zh4=,21,28,female,9,20121101
PHgdbs7Dkm6TbxLouXFC6vzJkT5jJFYn/bBZwjdpnUY=,22,37,male,9,20150210
RNtdfcK/8O4vjcUfusCiF3pSDbNFk5eagz8BvqbDZK0=,1,0,,7,20151121
PoBbabye9Z6DcZpiKDax4P6YkX7u+5fLXN3G5LK7NaA=,13,0,,4,20151008
M15TcMunVzNiXUMpRbMx8XK2ysGXijQ6vZjsQFojIkM=,1,0,,7,20160111
NxwcGCU5tU+FQ1kfiBMVS2TrSB9kWq0M2Pj3/xFCpow=,1,0,,7,20110215
Nn2XQkS/9VZUs3S0BZ+V78uJiL2SkqnmSu86Tz8Aj0o=,1,0,,7,20151120
Pwo4stt8KwgcEDxwIY/tZ6hSe3vgDPyBC1OSjL+kZEc=,1,0,,7,20151121
UxasarmE4s3xtuIwjrCtt96gSEFI1qqYwsNURAL2cvA=,1,0,,9,20150509
PtQ4OZZWt0u2UK308iUDtyQ2CMwUOieEzYWFEAZ57S8=,22,23,male,3,20150814
T83cysjGUqtNa+8XuKp/9CWAZyPJctGIRWtR7L/LmYY=,5,16,male,3,20150904
OUxl+ucYUKeRcBnCxOJw/H/iO+MKlJK0uksUrQm/hOM=,5,26,male,7,20130216
LOr9UBTCsKkKHDlmeiI4Nw9/AbMv3XUF5TmF8AFxAsc=,22,0,female,7,20130322
Ug2K4XVbLilAIR68oKzMgyG3XhdhsVK8Nyh0lPJRDRQ=,22,25,female,9,20150118
NQzYxkUD0QLMRRoMDM4IMe8QB96S6F8ocnIR7ApNXYw=,9,22,female,3,20150127
ReduO/WAZQS8WvloezuHTajUMh7Fz1i4iyUdakOicus=,1,0,,7,20160516
MWEJXQCU2bV96Y/Rs76MjY2Fh4SzI8FOh+fjhpC6w9E=,6,24,male,3,20120629
N7FvXkayiHSUt2ZraxI/YuA895RtWj+nwNiUuHLGN8E=,8,17,female,9,20150404
PLrWk8rfG/QsED3EnmgoZKKpu8iEZ+8W7npDh81XAj0=,1,0,,9,20150525
N8sRjXnKbKZKdYMyN+1flqNJ9mmFZVyOv+FsSdlxaDE=,1,0,,7,20150821
R422moeMWCC33eDFiBplpnoQLLargUYqmjt89nOaMek=,22,0,female,9,20150823
SQIh/oEj+5g5H8z6n0pgV12P0Vx/Hsj6eAT0Z/OdMcw=,5,44,female,9,20070423
SF6s+Gtx2A5h9Z/Jwbte82AFPsMGsQQeb3uVJa1g1+g=,18,23,female,3,20130127
QBq27g22dVhX8go4k3GC6i7QWJA/T5E//8gLXRyBMvQ=,13,37,female,9,20081014
LRNNKt3Pu9Xp7uwbWm3Ild0tVCxte8eyAvXHkWk3x+I=,6,24,male,3,20150324
UkYTH6Bd9neOmDN25/eUqJa0rE5qI/ZeaHmAihvOjek=,6,16,male,3,20131217
TBK7Q/ilPAjjbLaMHxeMXYkJ1i+lDesEGOO3YGFbukM=,1,0,,4,20160911
R1PLygM7J3gtqWY6UUY8d8EqDfukp4wRrbBxvqVn7WA=,1,0,,7,20150724
NMy319JlZlsbWwgZOAiPnu8I7wkivXeowtoPVgJXXYw=,1,0,,7,20150731
MlA3o70f3e+f3g9l4a1xBY2JZIXAwB/M6AdeuPTLR4w=,1,0,,7,20150820
MsWKwYbv6B2mGgpbP1okBfB3xSn3vcXdD+LEzD/t5e8=,1,0,,9,20150617
L7lj2m+oneuiAuCtJwxAL1JAf80u1TkhVfdVXDw5gWI=,1,0,,3,20130902
MywsBaJNM5Y8b3NPXo1QxmiopEX2E7iEZS+JHhE65jU=,1,0,,7,20150923
Nxs7/PdcM/g8VADCevsoi9T78pVV0h6fduic7VVn8aI=,1,0,,7,20151009
U6j/hwU7DLy3Ln6jW7rdbo/KFdWRA705TaA8+S8TnZ4=,13,26,female,9,20070415
Ls4LCBJTF0S9o1c3091X/QKZKFtHl8uDhlM18xI7Tfc=,22,30,female,3,20160701
UsmpHnYkQVvQlUuv7hwpyOKieqUH7L2tYJnvy6+FFl0=,5,22,female,3,20140428
LLIFkC7CE7mXqeGK2LMYDofN3QG4UHm2FPEEHy7Lr+Y=,15,25,male,9,20130418
Qls7ZJfWCX7fx6BPSQxxwtOQnx6HzAZhWsPJndskD3w=,1,0,,7,20130609
RLCywXr6lMeAW7NVoKLgeMeWC44kiGy43m2aG6byb0Y=,1,0,,7,20151112
LXPnh0+KWoHrYdXeZDWpb4Da4fyhn3hi4ztRusUcYsE=,15,0,,7,20120210
QCrhfF1ElrMAPEnwCRy3HJcQUnP6R+c3Izijmy75qY4=,15,20,male,3,20120509
KLejw+GDRyKWKfvvAosml/jN4yGTpTiThiL+uEhH6r0=,16,27,male,9,20120626
NbrIsX0ENtxlDIrc3IwUzXVilNou9hpf4uH1JSi2E/Q=,22,20,female,9,20150221
SfieDWLOpuW7PwooX8VCVPR84FytAuAFlZhfl47xTM4=,1,0,,4,20151026
UUGlIT+Y0lKttsWTDHunjVaz9uAJ02p110OAnDcFZns=,15,25,female,3,20120817
UzacoenSHATwbvlh4nti6rTUP9pl9s2gZA3DxCEd1yc=,5,50,female,9,20140302
P69ffU9N/VUdDht2tOX1FWcE4iLIxH6/nYTUoUf/rkE=,5,52,male,9,20050219
TR3b/w/XPTzr1eKxDXf1U4FFbo7/8vYeOim/7GYpGo4=,1,0,,7,20151222
L6efzV/NOyqxQKKJIkpTf24vNChqnRWhTsRhYryz0EM=,1,0,,7,20130622
SOXQFRZY375lDsWB/CveMMDZpGEJKgYwuYjC0jT7JTY=,6,29,male,3,20120105
Nwzzrhzq+w76eO0vL2wkPK+zjQGbnc0AwNUvyj/MTII=,1,0,,7,20120314
ULF5dHotiO5Z93nXDNoyw3bnj9V76d7kUSc9KBjk93o=,5,29,male,9,20060726
M4KdZh7ivkY3/0Ai99g8icOxBAq83NWhyVS65IwfZQ0=,13,24,male,9,20061202
Jrl4u6RydI2S1LhlgNd2PpzDywxDLBJXJLPztpcSQsM=,15,23,female,3,20150128
Rixs0bFMhbgDv+mr9dLPLfWFWzubNmBlXUEwH8vFuZI=,18,42,female,9,20160612
RrWqBZJ12QqLNLS6XDc+wSrc1E2Pe+oCuZx0Z1/l3Ic=,1,0,,7,20150318
QkUNkV6+fyo1DUVfAZ1dT00uIhsruL3UfDSbQ7/PzL0=,5,0,,9,20100309
LmafmMGS11ELmW4nDns8WG2zK/ituqPh48xhf+QM/kI=,1,0,,7,20111108
N5g6Ca+S0Ecas9I7WD09I2GODOpZ7WKY2cBdwDSH/0E=,8,0,,9,20160320
LhuK5e+w55Dr4vav263FLAiPc1CZHoqJWYNraIQ/bRw=,1,0,,7,20160327
MJ4aw7sV3u1qZLISZphxWobCksO+gTzQ4ihYv6LIstQ=,1,0,,7,20140611
PjIozBWbtHFNte0hWowl7lkfoJyIHOkXffw2xKCXMzQ=,1,0,,7,20121218
OIZe/zrtTcv9f62hyYKZVZnM5rnBHfxC8qeyKSRVXZw=,1,0,,7,20160319
JvFDHJa9xJvLgvXc/epPI7M/QZ/OUCUI0HnPlyo14vA=,4,22,male,3,20140731
UXbSdO3CIn6i50Qs5OpeMV0UD7iH+Senvqyirv8nkPo=,1,0,,4,20160616
SV1U3HgEqSHkCPc11df8SA87Y+tU35LlSjzNRTXMVUA=,22,28,male,7,20140402
SnpSidHg3swSP4c1pLkkpp+JQtNgzp2JK7o6MEQCReA=,3,26,female,9,20110722
V2zzKfk5xIA2nIO2AJiHEyB/DJRh6YEMNxVqbmO83i8=,1,0,,7,20160921
LB4+mQvrzPrLskeZYQXGFaiPCBMztOAdLTTrDWmnnBM=,6,33,female,3,20151001
KKYyyRXNbSxto4sqBueoiCgSyjB4SNisloEificO/IU=,13,20,male,9,20150125
SzANago3sv+n7LpAhnxvRQXSSr13xoSHrejCStMqtcY=,4,-33,,9,20150131
TVenq3GrPhCo/t3pum+JHAqj6VdQWiw0zI+kXdq3NX0=,4,0,,3,20140727
KuJkWHYoRMfYCDGXF0NR4v2RRUswQOh4aKLwUQDfTPc=,22,33,male,9,20110110
Unx+YhbHFaUcMzxvBEJh0/4usfXhZOWBJeh8RODDgp4=,8,36,male,9,20111113
PoJUcNceW66AtTSm3Q6Kpkc2Pu1ZPWUaU6p7BTGI+Y4=,9,37,male,9,20120907
PW0PqIjo+6AGGlrG3xkLqNARxNAMhXl7RQCuyKWEzUM=,22,39,female,9,20080224
Lq2D7pvphRli12ca0hlkV20vX+jpfDXLS/rGybnl0N4=,14,25,female,9,20080503
O22XgEhPHT4CxLLoYFgtDwp5t8T4qsJY/B+VFH5D+TA=,1,0,,3,20140701
NqSRM2TDkJICc8nC3FkQcFKYnty9Qil7v0Vl9I0CZIw=,13,58,female,9,20051231
TwxJ3EuLBzwc6OenkgpqQ9ZmOvqNi5haQ+F2CJaygoY=,6,29,male,9,20060104
PohWHha8HkRzY3I9LFHqi35g/qSOC4LaUvjoeXA7ZWI=,1,0,,9,20150228
PTNbHSuxSDOVb7jBIadPmuGzBjiPajbh5aVlSFZwkcg=,13,29,female,7,20150404
PBxOTeeY6a0ryZE0y6f3priuojpdOUGWE/QBaUS5mwQ=,1,0,,7,20110119
T5Of4sAN6QctJZxLTpe1EF44rV8kc4fojLPNFPjMFHk=,6,26,male,9,20121220
KfP3fWWgeKTpxy+/twIbeJQM8/FxWobyFfdBZpu79o8=,14,27,male,9,20090107
LcblZpgJP9kbhKtiUQde8V1G0FeCcNfJamPr9oA6bcI=,22,24,male,3,20160524
UWL/o0UCTJgLpGnwAcf/eCnRbOAQEWDsubsZfx9C1Ao=,13,23,male,9,20080705
UWdu+0ScwDxr2XWCeIes0iL8Tlbme0Bkk/7M6zJKWho=,9,23,female,3,20120821
NXEal4CanKC3Cdf/N/KJqOLi/ReonI+N/GZ7XXYEB8A=,22,30,female,9,20150208
Ojl0UBJE+XiXtEvuaYX8Z/L1YsDjbsdXJHpFbHBY4G0=,4,22,male,7,20150607
RnUSTygxrH6Pnb2dPDYjkp7z0JRF/oiDVLyLN0D6jKM=,13,22,male,3,20111231
QGS/CPM5jNbf3KJaDzF88joqhLWnlvSquooMd7iSOZA=,1,27,male,3,20150409
SK2qvIvbKd9ZEx65/sMzTjTeztKGoTxPppd9g8jkvUM=,13,0,,9,20150411
QlixiXdDpDZ41eXWUjk9pTEFw7vx8PXvncJ1ystME1k=,1,0,,7,20161020
SmCI8pf8wEa8/VWI7BRfHuaCm+GbWknCr3nVxMLZqTc=,1,0,,7,20151116
LtCvrDUkNwn1AWSn34b3NTW2lrCWsFXL/ieKadpI+g4=,13,18,male,3,20150925
KlCPV856X+BZsbWq7J0BX+yfUkqPjSPbybS2bDeHDLg=,1,0,,7,20151005
Odp/3AOAJig+24DFOVpq6tT/vR5W6erEPV0vNYIwLFA=,1,0,,9,20130902
PDt3lMfza0AEImjdyBLT/rqvkWI1OZ3rctAv8xX6yNM=,1,0,,7,20160215
LXaAM0AVNwtjXyV0nMHywMc67bbF/JpPgsDLvFe6Xrc=,16,28,female,9,20110131
RfDOURpmXA4gisNDscQ6K23sdQUSbZy6yYjBjvwPWnQ=,4,21,male,4,20151024
NDSTyIZY1Rf1L/yucDOM4sHfaYo57Ns2WUzVgQlSlIU=,13,35,female,9,20110314
QHiAxRjd3PTN9qXJE0rUcMJBkzCVz45CSB2NjcIGgAw=,22,23,female,3,20150402
Ubqsl57DMRaVNqdUQYcY0+ZDrJ4oI8BIa9kIxq1Ioks=,13,31,female,7,20120205
RjMFTrj0I1RMWfTBj+b1oS12a30vQIOCRQ8EKGN14/0=,13,0,,4,20151210
Kw76V6ILjsysQoT4U4QwIOXpZihvrKC8iaHSZiKfS1Q=,1,0,,7,20160125
UlS/NtfsRv6yXCJN/rah83hfOBQz+Q6TiHHsZLWx8N4=,1,0,,4,20160428
ST+qyInNMMOippjJ6tc54bDb77pZ83pMi8nf5E/13JM=,1,0,,7,20110627
L4TjUSah2TTjk50LhXc+nQgTVSkd/0mlxyC1JDhTQxE=,5,18,female,9,20120225
QIkoRxrj+eYMG28P21u82lXfdLY6SvggWio1UupVi4Q=,1,0,,7,20120508
RPZMPXkXRUVW4bw1srbsG5giK9Yq08emsaGQKSu+Foo=,1,0,,3,20120620
StqvKHZz1gQE/aC6/O0F0c5uERMOH8IntwVLwimkG2M=,14,19,male,9,20130708
SwCpy8a814y0jUaDyQakfP9ZxROVRRiIlX4skxo/Pvg=,4,32,male,3,20120215
Rvup7ViEbXqmIbU1T7N6nD4GCvDugivifpNPmAnMMjY=,1,0,,7,20160615
QRnOiSNn9WyM4dsyHnJpzgh+a+c29ygO/KWCSPIDzkY=,1,0,,7,20160530
LMetG2tUkjoiOZuWEtO0tX41LuQVLwu2J5GNrqjJ4GM=,1,0,,7,20160602
L4Hmy8n3HfE0v1/FMRCJjpacPDWufKVbWHGvdErCGzE=,1,0,,9,20150219
UlP3qAA9hjkLNcRHAXV5djs6CLMvfibm/6wVk/IpH2Q=,13,33,male,9,20120224
QdHUECAnygrpqQTIJ6GDaAeKbmfotZLda/dkhEZIUww=,15,66,male,3,20141025
OgLz6oXClJPeHfq796eo6pOiyE1jEl04AM1JJqH+IQE=,1,0,,7,20130926
ROAP4nx9bgv4FYMsiISs9Kl9FHeQWCqNBFnFzTUyjj4=,1,0,,7,20151013
QMTkbtMZP9QB8n8cMJmMhLkBfmWWatxW54vQU8XsHZY=,6,26,male,3,20111217
SJSKQb+5D5XCeELEAgeRca84OJSVOh+FnLiBgEP5aRE=,1,0,,9,20150828
L1k0RtT7emWfAjgGpFjRCRP7IadvxvgGzo96EykBml8=,1,23,female,3,20150829
RNqKUH4bpOJ9nLMBRUp01KpRTu0B+tqz2jSGRBQVPbI=,1,0,,7,20110812
SpGLvgWGpG78QHQKV27f1HF/ul4xzUTrYbnBbjCm3Hk=,1,0,,7,20150512
KyB55mcbolF+JSiOyx8NTdU0TYEiNxy7F2SwcVH8obo=,4,23,male,9,20070310
OMB42zgRS+cZ5SW2gIKLUfIoJ/xNfSjCJS3gKuMUzsc=,5,25,male,7,20120202
K8VIFWSrAp/UVDhB5mBdHST4ZXKYD5TTZ9CUnYA0gLs=,1,0,,7,20120204
S1/0qjUCQ5SyWc/nzuz2zDgEW6K2JaD3icM/AJv4MgE=,1,0,,7,20160909
PyXftuh/5uWvRBb8TJDJMsz25rymzfIU+oOU56gWYy8=,15,19,male,3,20150304
MWk4ybxxUVTjeyzCVEzZt5dKTlKS4tpgtW55RykKJUY=,22,23,,9,20160307
NJiio2yRQ2BZXLKiqQW/iLXF19b6HsmEB2gnlpstDog=,1,0,,7,20110106
UsdDPavIfEVMFh/ZHSN4AH6B3Z293OIwXmQFUW2wEqY=,1,0,male,7,20160402
S9x1NGampzXNkOTYWGk7bXw56R/j+qSS2fFMkJtKQuk=,1,0,,7,20160403
KZ8SVdo3UsB/LqHQ0SjlxnQfggO9OoXtLbHpC3tpZw4=,15,29,female,7,20160507
TXKwIcdPI/HCKOQWLckdV5tvVhYRdzSWUnBpLwJy4Lc=,14,27,female,9,20100913
TDK/GlLio/p5+Pr8DScb6LFuM0i6tW55aBj9QwyQcAU=,1,0,,7,20101011
KCu3KF7qDy1XL1Be3X3e9LHZshWMu6DtK8c5U21rZnc=,5,46,male,7,20101105
QXgZFSg3uRZTPbT+3+oIXqXqDzyS/SHO56iwT1nMeDA=,15,28,male,9,20101106
PyYJgn1LccA4NT+SUrBx166z797YQVnyLXavG9g71Wk=,1,0,,7,20130722
T2/Sf530unrTh5Rf2njvlOI//lnxXGv5NzXKvWMouc8=,1,0,,7,20160424
MKsQ7LG9QzBwSqcLQs6az/jdMBh+lBX5DRNPYny40Hw=,15,29,male,4,20160505
Ne1rxHkmyGI3MWofWgNapggTZa1hQNGPZE7+/ckCSso=,15,32,female,4,20160214
N1OAo7hVAvJ1eELXkoFdHt6/GGg2x2rBX6wXhLrhVyY=,1,0,,7,20150706
SD6YnvsX5etvRhVxm9jMu6rO6ut2o/xJ9ucVwWEIv0U=,3,30,male,9,20150709
SCTFa3dQPH4FADiIKXLm9gF7c4yRx10TPZqWfFHRXSM=,1,0,,7,20160102
PXO2c0cb790O+lFFXmtV3I5a5WqQpeOHeJ00LqLY6yw=,14,57,female,9,20051109
MuUgX5cys6kaCWczQf/bxgAITsfS60lhHUho23uT1ns=,4,32,male,9,20060318
UgGnnLQXPq8hqXa/P1hjNFeSzXyiter/TqnO4woAek0=,1,0,,7,20130803
KAVO1ie+pLp0cvQPGCLusMWlVpNVkHye1V2zRqBwPBM=,9,20,male,9,20111214
OUA3JDRBhUjRyCeqscNXRHBzaVotVQl6GCWyJk4ZxsQ=,1,0,,3,20121211
R5aUFePXZ+o7H2z5n07e4ug6KySoc62Z5nviGDSxMCY=,13,41,male,7,20110107
S5vOvQ8IEhekUdWiE7nH+2YAD1E5VchTNOsYM+MM128=,22,30,female,9,20120511
PuqFDxUBGuVnJiznZxwdIco7/zpXZ3xbALZjGBwXph0=,12,25,male,3,20140916
Sk+ggGNx2D7GNVgHNDufPhxJAD+gftQ5uI3bjfxokUg=,13,0,,3,20131123
U96vo8J1Icy+0ruehftADQduGGKxdCfHwrz975VO+VE=,8,20,male,9,20120906
JrYrT4ix5aAwIDyxrekU47/h91WKfA5ExQHdf4d3Leg=,15,26,female,3,20120914
S8RwlAMNL0A8GYWi9xfTLv/t/cbS6NZ+KWAyst+H9tk=,1,0,,7,20120118
