num_of_logs,sum_num25,avg_num25,sum_num50,avg_num50,sum_num75,avg_num75,sum_num985,avg_num985,sum_num100,avg_num100,sum_num_unq,avg_num_unq,sum_total_secs,avg_total_secs,sum_total_songs,avg_total_songs,perc_of_accidentally_songs,perc_of_favourite_songs,avg_songs_per_month,avg_days_diff,max_days_diff,min_days_diff,most_popular_days,least_popular_days,most_popular_season,least_popular_season,msno
5,8,1.6,1,0.2,0,0.0,0,0.0,87,17.4,70,14.0,22087.547,4417.5094,96,19.2,0.08333333333333333,0.90625,96.0,22.8,46.0,2.0,1,1,2,2,km6RWtML2qKciWDjKUZ1y1CBWyT7M+Nx50TtK6LHiyo=
13,15,1.1538461538461537,5,0.38461538461538464,5,0.38461538461538464,7,0.5384615384615384,258,19.846153846153847,271,20.846153846153847,68340.905,5256.992692307692,290,22.307692307692307,0.05172413793103448,0.8896551724137931,290.0,19.846153846153847,46.0,0.0,3,1,2,2,SRFcsROUhzJGu+RPRD86qF4SAx1P2dWcEaTwM0vqhrU=
22,29,1.3181818181818181,10,0.45454545454545453,8,0.36363636363636365,7,0.3181818181818182,281,12.772727272727273,284,12.909090909090908,74501.919,3386.4508636363635,335,15.227272727272727,0.08656716417910448,0.8388059701492537,335.0,20.0,52.0,2.0,3,1,2,2,eobAeuQBqGKYylbJ8xG04QDdvcP7cW4C3Q/Mmi4gKz8=
30,120,4.0,73,2.433333333333333,35,1.1666666666666667,15,0.5,1043,34.766666666666666,1043,34.766666666666666,269784.68799999997,8992.822933333335,1286,42.86666666666667,0.09331259720062209,0.8110419906687403,1286.0,25.6,60.0,2.0,3,1,2,2,uM2IYUQuELSy+En9zGnHePfq9vxiXWmWd1stTsmjT/8=
25,39,1.56,12,0.48,17,0.68,15,0.6,2670,106.8,1936,77.44,643110.898,25724.435920000004,2753,110.12,0.014166363966581911,0.9698510715583001,2753.0,17.04,42.0,2.0,3,1,2,2,9IDAyXAR/X+sBQbOyErurG/rdGkZEOcygNLXXd2y7tU=
22,46,2.090909090909091,24,1.0909090909090908,11,0.5,43,1.9545454545454546,351,15.954545454545455,449,20.40909090909091,102863.561,4675.616409090909,475,21.59090909090909,0.0968421052631579,0.7389473684210527,475.0,17.90909090909091,58.0,0.0,3,1,2,2,vghN5XEdUZiC4g9IVW4fJ4668fr7ani8fQ2/ZpfbSJY=
12,11,0.9166666666666666,4,0.3333333333333333,8,0.6666666666666666,2,0.16666666666666666,355,29.583333333333332,362,30.166666666666668,86177.331,7181.4442500000005,380,31.666666666666668,0.02894736842105263,0.9342105263157895,380.0,13.833333333333334,44.0,0.0,3,1,2,2,9JzSBttiM01GFi7KjlL9pQz8vQyyvga1o5SbPMMFQXU=
16,178,11.125,25,1.5625,16,1.0,13,0.8125,142,8.875,298,18.625,39702.35100000001,2481.3969375,374,23.375,0.47593582887700536,0.37967914438502676,374.0,20.375,50.0,0.0,3,1,2,2,nvrqEDhqcszqXla8vcntFAnvCbERCJ8d3KOU+NOCAS8=
30,224,7.466666666666667,36,1.2,42,1.4,34,1.1333333333333333,778,25.933333333333334,674,22.466666666666665,190138.189,6337.9396333333325,1114,37.13333333333333,0.20107719928186715,0.6983842010771992,1114.0,21.6,54.0,2.0,3,1,2,2,fQ2AEJYKyQQcfDGlaZMTjBOmVm0cFVLGUpjOk/raqeM=
31,1092,35.225806451612904,217,7.0,130,4.193548387096774,117,3.774193548387097,1093,35.25806451612903,1559,50.29032258064516,304014.40299999993,9806.91622580645,2649,85.45161290322581,0.41223103057757643,0.4126085315213288,2649.0,19.612903225806452,52.0,2.0,3,1,2,2,xG5I1Cd/FHzTmS2adzpye+vOXni8oqLHh4y/SXa7h24=
27,105,3.888888888888889,20,0.7407407407407407,13,0.48148148148148145,13,0.48148148148148145,488,18.074074074074073,523,19.37037037037037,128969.92400000001,4776.663851851852,639,23.666666666666668,0.1643192488262911,0.7636932707355243,639.0,23.037037037037038,52.0,2.0,3,1,2,2,0kdDuGScQA/iidUGQtFzV3YwaLM3tM6fODe6pi5Om0E=
8,3,0.375,0,0.0,0,0.0,1,0.125,135,16.875,139,17.375,31758.428,3969.8035,139,17.375,0.02158273381294964,0.9712230215827338,139.0,17.0,30.0,0.0,2,1,2,2,9iZIHrYn0f7Tz9qkZhrXyKJSHLVHNrsOfto7OUjp/EE=
28,49,1.75,7,0.25,6,0.21428571428571427,3,0.10714285714285714,234,8.357142857142858,270,9.642857142857142,63715.27500000001,2275.5455357142855,299,10.678571428571429,0.16387959866220736,0.782608695652174,299.0,21.928571428571427,58.0,4.0,3,1,2,2,Pn9tEMKxx5a9X9KdGlHyWPa+THMpoubYYuW1+hiSkwo=
9,14,1.5555555555555556,4,0.4444444444444444,3,0.3333333333333333,3,0.3333333333333333,147,16.333333333333332,122,13.555555555555555,35579.218,3953.2464444444445,171,19.0,0.08187134502923976,0.8596491228070176,171.0,24.88888888888889,44.0,6.0,3,1,2,2,75RhoUvzzeBi8rWewpaZkWrqAdJU9cHSWXhCGl5fANk=
31,232,7.483870967741935,107,3.4516129032258065,40,1.2903225806451613,57,1.8387096774193548,2125,68.54838709677419,2111,68.09677419354838,518054.22199999995,16711.42651612903,2561,82.61290322580645,0.09058961343225302,0.8297540023428348,2561.0,23.096774193548388,54.0,0.0,3,1,2,2,OTKO8Ix2en/UHY1poPIUOsqD/fF/tFfmgMHUat0Jh+A=
28,143,5.107142857142857,51,1.8214285714285714,33,1.1785714285714286,44,1.5714285714285714,355,12.678571428571429,525,18.75,115130.651,4111.808964285715,626,22.357142857142858,0.22843450479233227,0.5670926517571885,626.0,25.785714285714285,54.0,4.0,3,1,2,2,/dsvlB99wGUWrbyFcauFMaf5TQhQIuqFVSakUdTFr2E=
7,30,4.285714285714286,3,0.42857142857142855,1,0.14285714285714285,6,0.8571428571428571,145,20.714285714285715,106,15.142857142857142,39034.177,5576.311000000001,185,26.428571428571427,0.16216216216216217,0.7837837837837838,185.0,20.571428571428573,48.0,6.0,3,3,2,2,o6zGMT/OyF+fTiqVt0eF1k/KpjioBw1GWHbJN1HC2RE=
24,55,2.2916666666666665,16,0.6666666666666666,12,0.5,6,0.25,270,11.25,250,10.416666666666666,61409.228,2558.7178333333336,359,14.958333333333334,0.1532033426183844,0.7520891364902507,359.0,19.75,52.0,0.0,3,1,2,2,1mO4Zl1fIPhs0neGDfVoX2axD1YZcPNviYUPrYM3VTY=
30,98,3.2666666666666666,50,1.6666666666666667,27,0.9,27,0.9,819,27.3,924,30.8,206794.61299999995,6893.153766666665,1021,34.03333333333333,0.09598432908912831,0.8021547502448579,1021.0,19.133333333333333,48.0,0.0,3,1,2,2,g/2yn+V8Kkr389BDX27Iw9LyfP+07BL+Y7Xrb4RGcxs=
9,29,3.2222222222222223,10,1.1111111111111112,7,0.7777777777777778,7,0.7777777777777778,95,10.555555555555555,118,13.11111111111111,26878.327000000005,2986.480777777778,148,16.444444444444443,0.19594594594594594,0.6418918918918919,148.0,12.88888888888889,30.0,2.0,3,1,2,2,vR/FvoObsKXTOH0QfY17iKDljhO7U0/RCLs47hs4nXs=
31,90,2.903225806451613,45,1.4516129032258065,35,1.1290322580645162,15,0.4838709677419355,1971,63.58064516129032,1354,43.67741935483871,458235.047,14781.775709677424,2156,69.54838709677419,0.041743970315398886,0.9141929499072357,2156.0,19.161290322580644,56.0,0.0,3,1,2,2,4+oBhiUoQE+ScsF9quAVHxN8tws4Ejofg7p2feID4Tk=
26,262,10.076923076923077,68,2.6153846153846154,36,1.3846153846153846,38,1.4615384615384615,483,18.576923076923077,659,25.346153846153847,132441.142,5093.890076923077,887,34.11538461538461,0.29537767756482525,0.5445321307779031,887.0,21.23076923076923,60.0,2.0,3,1,2,2,WX7ZSMpXhycsOH/5sJ/YT4q3foCszqVS4e+MnSYXc1c=
4,7,1.75,3,0.75,1,0.25,1,0.25,19,4.75,24,6.0,5625.811,1406.45275,31,7.75,0.22580645161290322,0.6129032258064516,31.0,16.5,36.0,4.0,2,1,2,2,f766I+hY6Oyf6jwsZuTqaCpygof66f6rcoEed9KLOY0=
20,39,1.95,7,0.35,3,0.15,6,0.3,189,9.45,193,9.65,53866.288,2693.3144,244,12.2,0.1598360655737705,0.7745901639344263,244.0,17.6,58.0,0.0,3,1,2,2,LPmNAMRvKCzF3T1j2LNlkRuixvq8o6//xbVdNIrI+d4=
30,144,4.8,30,1.0,23,0.7666666666666667,33,1.1,2697,89.9,1993,66.43333333333334,706486.4049999999,23549.54683333333,2927,97.56666666666666,0.0491971301674069,0.9214212504270585,2927.0,15.533333333333333,44.0,2.0,3,1,2,2,Da9MGd55kouf9y7nfB2CwA8FI6wIXQZYkleGJDt32y8=
22,190,8.636363636363637,42,1.9090909090909092,23,1.0454545454545454,69,3.1363636363636362,519,23.59090909090909,695,31.59090909090909,158596.274,7208.921545454546,843,38.31818181818182,0.22538552787663108,0.6156583629893239,843.0,22.818181818181817,48.0,2.0,3,1,2,2,t7H6ydZ66ET/X3DGMrtcgwsSvMLuKbtMsomF9iWUb5U=
29,149,5.137931034482759,47,1.6206896551724137,25,0.8620689655172413,17,0.5862068965517241,1155,39.827586206896555,947,32.6551724137931,285950.21,9860.352068965518,1393,48.03448275862069,0.10696338837042355,0.8291457286432161,1393.0,19.448275862068964,46.0,2.0,3,1,2,2,GsTz9RT4pImdg6OEDjxvzz4SxsckgWCRNHr7AgnSzw0=
29,267,9.206896551724139,83,2.8620689655172415,56,1.9310344827586208,47,1.6206896551724137,1183,40.793103448275865,1208,41.6551724137931,280889.69299999997,9685.851482758622,1636,56.41379310344828,0.16320293398533006,0.7231051344743277,1636.0,20.06896551724138,58.0,0.0,3,1,2,2,5tSrxuIOEC71x0o5kiVAZghu480iRjZsPz1c1oSCKMQ=
15,44,2.933333333333333,18,1.2,6,0.4,7,0.4666666666666667,81,5.4,122,8.133333333333333,22882.454,1525.4969333333333,156,10.4,0.28205128205128205,0.5192307692307693,156.0,14.666666666666666,46.0,0.0,3,1,2,2,hmWYcP5rEq8zM521FZDRmlVQ5Dnd85xXEDCs8QIsxPc=
13,22,1.6923076923076923,5,0.38461538461538464,3,0.23076923076923078,1,0.07692307692307693,138,10.615384615384615,113,8.692307692307692,36797.547999999995,2830.5806153846156,169,13.0,0.1301775147928994,0.8165680473372781,169.0,17.23076923076923,46.0,0.0,3,1,2,2,fgOwRKmeFR2aUltHAfvJegOmKigHBpQ2wWlf98h0wG4=
23,178,7.739130434782608,66,2.869565217391304,33,1.434782608695652,18,0.782608695652174,550,23.91304347826087,582,25.304347826086957,118774.84400000001,5164.123652173913,845,36.73913043478261,0.2106508875739645,0.650887573964497,845.0,17.652173913043477,60.0,0.0,3,1,2,2,oR5WqLK9qTVozKmqlLncf+rfTKb1aH7zn2zi/t59Szk=
5,6,1.2,3,0.6,0,0.0,1,0.2,15,3.0,25,5.0,4386.779,877.3558,25,5.0,0.24,0.6,25.0,26.4,46.0,4.0,3,1,2,2,6Q38ZlFSP9tXDLxrB1V5Xh+u+I+Vb9EbA8Sr68s5uwk=
30,28,0.9333333333333333,28,0.9333333333333333,29,0.9666666666666667,46,1.5333333333333334,354,11.8,293,9.766666666666667,117576.83700000001,3919.2278999999994,485,16.166666666666668,0.0577319587628866,0.7298969072164948,485.0,15.8,54.0,0.0,3,1,2,2,Udur6uwkTmqhTp6Tsa73kiWLFwI9ubaWvrsZYAv+pcM=
6,9,1.5,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,43,7.166666666666667,50,8.333333333333334,10723.504,1787.2506666666668,55,9.166666666666666,0.16363636363636364,0.7818181818181819,55.0,25.0,52.0,4.0,3,1,2,2,NPrT45vYfynlw5H/JnccZDCbAV+sMcqxNfCC3Pjh+2A=
28,117,4.178571428571429,54,1.9285714285714286,20,0.7142857142857143,9,0.32142857142857145,1009,36.035714285714285,995,35.535714285714285,278737.713,9954.918321428571,1209,43.17857142857143,0.0967741935483871,0.8345740281224152,1209.0,17.285714285714285,50.0,0.0,3,1,2,2,vaYd2YoAYtG/0LfH1T88TjA3QYLZkkE5/4MXhDjd3dc=
22,33,1.5,6,0.2727272727272727,13,0.5909090909090909,9,0.4090909090909091,97,4.409090909090909,133,6.045454545454546,27482.737000000005,1249.2153181818185,158,7.181818181818182,0.2088607594936709,0.6139240506329114,158.0,14.636363636363637,52.0,0.0,3,1,2,2,E39FPAYO2BKM7r2ynAGHSo6EkMv200LMX6IkPoQLFts=
2,2,1.0,1,0.5,0,0.0,3,1.5,25,12.5,30,15.0,7224.229,3612.1145,31,15.5,0.06451612903225806,0.8064516129032258,31.0,9.0,14.0,4.0,3,2,2,2,Q2PQyVrA2v6DUPcunM31nCwuQ9Jy/Q2PAYwk9sVsaVY=
10,11,1.1,6,0.6,5,0.5,6,0.6,177,17.7,192,19.2,50842.437000000005,5084.2437,205,20.5,0.05365853658536585,0.8634146341463415,205.0,21.8,40.0,2.0,3,1,2,2,fa8YoVMkgxIXkcKynNxqSg/DgzT/8dokAoMDqnMK5v4=
18,63,3.5,10,0.5555555555555556,7,0.3888888888888889,12,0.6666666666666666,153,8.5,182,10.11111111111111,45597.342000000004,2533.1856666666663,245,13.61111111111111,0.2571428571428571,0.6244897959183674,245.0,23.22222222222222,52.0,0.0,3,1,2,2,XE1NiOTmuIiqZ24xWMvKBkcprDjjp4BfKiCQ7xk0ar8=
5,7,1.4,1,0.2,2,0.4,0,0.0,12,2.4,19,3.8,3856.6810000000005,771.3362000000001,22,4.4,0.3181818181818182,0.5454545454545454,22.0,11.6,22.0,0.0,3,1,2,2,EsuQZHhjISSdKdgog0vqqtgwyD8IM/j6dc5QKO3C464=
8,22,2.75,5,0.625,4,0.5,6,0.75,74,9.25,95,11.875,19139.134000000002,2392.39175,111,13.875,0.1981981981981982,0.6666666666666666,111.0,27.5,42.0,10.0,2,1,2,2,rQns6tI9rcY5p2zNazaSBvjVSDJma7HRlBm8alx4JIo=
23,118,5.130434782608695,22,0.9565217391304348,15,0.6521739130434783,11,0.4782608695652174,298,12.956521739130435,340,14.782608695652174,79456.38200000001,3454.625304347827,464,20.17391304347826,0.2543103448275862,0.6422413793103449,464.0,22.08695652173913,48.0,0.0,3,1,2,2,Yi/q24Ax3QVn08zJ3Xjq9cL5Z+ZuPd1m84UhbKMT0vw=
31,0,0.0,0,0.0,0,0.0,213,6.870967741935484,12272,395.8709677419355,2426,78.25806451612904,2211137.6469999994,71327.02087096775,12485,402.741935483871,0.0,0.9829395274329195,12485.0,21.161290322580644,54.0,0.0,3,1,2,2,qd+LA27fPLuvF1GKH5UvReiRjPIMmmyGCDOIsTq9l7U=
15,57,3.8,11,0.7333333333333333,6,0.4,5,0.3333333333333333,258,17.2,302,20.133333333333333,68279.697,4551.9798,337,22.466666666666665,0.16913946587537093,0.7655786350148368,337.0,25.733333333333334,56.0,0.0,3,1,2,2,+HrxOQaFgX6NWdFPYukNqr5Ud749/a/Z/txn+c+MJEI=
7,29,4.142857142857143,13,1.8571428571428572,5,0.7142857142857143,5,0.7142857142857143,44,6.285714285714286,87,12.428571428571429,14616.91,2088.13,96,13.714285714285714,0.3020833333333333,0.4583333333333333,96.0,19.428571428571427,58.0,4.0,2,1,2,2,wstki7LerYNhpbsiKSomlfY3JuQhz1ArNd0ZVqz+6Gk=
2,3,1.5,1,0.5,2,1.0,0,0.0,3,1.5,8,4.0,1256.771,628.3855,9,4.5,0.3333333333333333,0.3333333333333333,9.0,25.0,46.0,4.0,1,1,2,2,L4bEsH1a+UnQ+lcol8UKgsU5Jjj7VBML6MlSO0FoYmE=
30,313,10.433333333333334,40,1.3333333333333333,33,1.1,30,1.0,744,24.8,910,30.333333333333332,197156.85600000003,6571.895200000001,1160,38.666666666666664,0.26982758620689656,0.6413793103448275,1160.0,21.266666666666666,50.0,0.0,3,1,2,2,I0oovb23KVfu3WnhlHvtTsL8ttK1WiZO9hLJDRNKulo=
31,358,11.548387096774194,181,5.838709677419355,141,4.548387096774194,150,4.838709677419355,1037,33.45161290322581,1135,36.61290322580645,301707.724,9732.507225806452,1867,60.225806451612904,0.19175147295125872,0.5554365291912159,1867.0,21.806451612903224,58.0,0.0,3,1,2,2,Zo4G7YmTd8Y8Rtgt4Vpd5onMWbSIaU/3uENtLfPINmA=
4,11,2.75,3,0.75,1,0.25,0,0.0,53,13.25,33,8.25,12563.194,3140.7985,68,17.0,0.16176470588235295,0.7794117647058824,68.0,17.5,30.0,8.0,3,1,2,2,nptt++sHBFfXWYztTCmKVp6gkCqFmGL8o6pa/Z29nJs=
16,49,3.0625,7,0.4375,12,0.75,17,1.0625,286,17.875,218,13.625,77222.224,4826.389,371,23.1875,0.1320754716981132,0.77088948787062,371.0,18.75,44.0,0.0,2,1,2,2,etzW9hF24yEIiGaWyjwXg6Pen7ZoGNsnvtbVnde2DDs=
14,59,4.214285714285714,9,0.6428571428571429,9,0.6428571428571429,7,0.5,131,9.357142857142858,177,12.642857142857142,38238.55,2731.3250000000003,215,15.357142857142858,0.2744186046511628,0.6093023255813953,215.0,18.285714285714285,50.0,4.0,3,1,2,2,mnUnNUZiWrV1g1+qwAjKyseJVQLmHlMqNcPuhBCdDMU=
29,120,4.137931034482759,43,1.4827586206896552,41,1.4137931034482758,44,1.5172413793103448,680,23.448275862068964,617,21.275862068965516,195135.14700000003,6728.798172413793,928,32.0,0.12931034482758622,0.7327586206896551,928.0,22.82758620689655,60.0,2.0,3,1,2,2,Nrf4+dIpB6OdneGVVtTtwdyS12vOXdkG07/4c3qNBGE=
3,1,0.3333333333333333,0,0.0,0,0.0,1,0.3333333333333333,72,24.0,70,23.333333333333332,17657.503,5885.834333333333,74,24.666666666666668,0.013513513513513514,0.972972972972973,74.0,26.666666666666668,50.0,8.0,1,1,2,2,L/J73lmfDD5EJ4JfCd1vNtvLDiWQWdib+7jIx0/m+VQ=
14,32,2.2857142857142856,1,0.07142857142857142,6,0.42857142857142855,8,0.5714285714285714,60,4.285714285714286,76,5.428571428571429,18336.707000000002,1309.7647857142858,107,7.642857142857143,0.29906542056074764,0.5607476635514018,107.0,22.285714285714285,56.0,2.0,3,1,2,2,+3yjFUhMqKsM/MSdNr2byy5fsaU2qHEkDdukZvvNFD8=
21,58,2.761904761904762,8,0.38095238095238093,17,0.8095238095238095,9,0.42857142857142855,579,27.571428571428573,420,20.0,147117.257,7005.583666666667,671,31.952380952380953,0.08643815201192251,0.8628912071535022,671.0,22.761904761904763,52.0,2.0,3,1,2,2,SFpFKq/Vbn9FN5n0E4B5nryBCZ02Rl8lZc6y5hKLNtE=
24,312,13.0,50,2.0833333333333335,25,1.0416666666666667,47,1.9583333333333333,723,30.125,991,41.291666666666664,196983.38000000003,8207.640833333333,1157,48.208333333333336,0.2696629213483146,0.6248919619706137,1157.0,19.0,44.0,0.0,3,1,2,2,ok+QjeV2jWXGx03lVSkteoDszMBUv2FEgtq4ZtKlUi0=
6,45,7.5,10,1.6666666666666667,5,0.8333333333333334,8,1.3333333333333333,119,19.833333333333332,185,30.833333333333332,34965.411,5827.5685,187,31.166666666666668,0.24064171122994651,0.6363636363636364,187.0,26.666666666666668,44.0,12.0,1,1,2,2,eLqGZdaxY60DGlk3Rp0HRTj7n/IKUXwJ4fZ2+Px6fnU=
13,32,2.4615384615384617,10,0.7692307692307693,4,0.3076923076923077,6,0.46153846153846156,175,13.461538461538462,139,10.692307692307692,46373.007,3567.1543846153845,227,17.46153846153846,0.14096916299559473,0.7709251101321586,227.0,26.153846153846153,54.0,0.0,3,1,2,2,l+0tc8Er7DxfIwYtI07dpWZkWjkXJlhEN1A48w8+w+M=
21,349,16.61904761904762,118,5.619047619047619,52,2.4761904761904763,39,1.8571428571428572,609,29.0,876,41.714285714285715,185633.776,8839.703619047617,1167,55.57142857142857,0.299057412167952,0.5218508997429306,1167.0,14.857142857142858,60.0,0.0,3,1,2,2,5YSbFcTVHrntRZNpDMYV1nBvKcrlvorjE9ShT+tLDus=
19,72,3.789473684210526,62,3.263157894736842,29,1.5263157894736843,20,1.0526315789473684,130,6.842105263157895,274,14.421052631578947,49107.69899999999,2584.6157368421054,313,16.473684210526315,0.23003194888178913,0.41533546325878595,313.0,24.0,46.0,2.0,3,1,2,2,wEv9Y7yeEDajrmGsNhFJgBvPBh/ve4RU0LrVGO5+hco=
25,72,2.88,22,0.88,13,0.52,30,1.2,887,35.48,926,37.04,222862.028,8914.48112,1024,40.96,0.0703125,0.8662109375,1024.0,24.64,56.0,0.0,3,1,2,2,iWCNWrMWrPLzs3gRky5e/tYm27XipI5Njxpq4yYt084=
29,51,1.7586206896551724,8,0.27586206896551724,14,0.4827586206896552,6,0.20689655172413793,370,12.758620689655173,258,8.89655172413793,103597.46500000001,3572.3263793103447,449,15.482758620689655,0.11358574610244988,0.8240534521158129,449.0,21.517241379310345,50.0,2.0,3,1,2,2,v1iI8YIj1v1aeH2JYQPyRlHJL53TikqEmTC7Jyqatuo=
26,167,6.423076923076923,24,0.9230769230769231,24,0.9230769230769231,20,0.7692307692307693,286,11.0,352,13.538461538461538,76254.97700000003,2932.883730769231,521,20.03846153846154,0.32053742802303264,0.5489443378119002,521.0,24.384615384615383,58.0,4.0,3,1,2,2,mNp536N0KiOlKwtG1DRtguIqQZiyWm8D5xRgQYnMtac=
5,79,15.8,10,2.0,1,0.2,0,0.0,51,10.2,132,26.4,14768.309000000001,2953.6618000000003,141,28.2,0.5602836879432624,0.3617021276595745,141.0,32.0,50.0,4.0,3,1,2,2,4oXsz9usAmuzgUQTA4u9Cl76pzvYeeLWt5waI21MKCo=
2,8,4.0,0,0.0,2,1.0,1,0.5,46,23.0,51,25.5,10733.189,5366.5945,57,28.5,0.14035087719298245,0.8070175438596491,57.0,35.0,50.0,20.0,2,1,2,2,99xWAZee34et9G0bJBt82bE3v4NKYdwIw55eZGiY8P0=
20,91,4.55,19,0.95,18,0.9,24,1.2,229,11.45,318,15.9,67236.57,3361.8285000000005,381,19.05,0.2388451443569554,0.6010498687664042,381.0,14.3,46.0,2.0,3,1,2,2,apSW5HI8BhRP9X4i1d5bTA75PLC2wqQhx0XY743NbVI=
19,98,5.157894736842105,22,1.1578947368421053,12,0.631578947368421,19,1.0,437,23.0,450,23.68421052631579,121859.61600000002,6413.664,588,30.94736842105263,0.16666666666666666,0.7431972789115646,588.0,14.0,46.0,0.0,3,1,2,2,W0x4zbQsdbUq05qrjvruzUc0Ad3wW2dptihLinnmdKM=
16,89,5.5625,9,0.5625,13,0.8125,6,0.375,144,9.0,240,15.0,35415.456,2213.4660000000003,261,16.3125,0.34099616858237547,0.5517241379310345,261.0,25.5,50.0,6.0,3,1,2,2,40Eg4dtwhENvRw++uz3hfNMxukb1WsL8jsnA8siGeyQ=
9,49,5.444444444444445,11,1.2222222222222223,7,0.7777777777777778,19,2.111111111111111,101,11.222222222222221,126,14.0,30340.53,3371.17,187,20.77777777777778,0.2620320855614973,0.5401069518716578,187.0,17.11111111111111,52.0,2.0,3,1,2,2,/F8U+o95CADlp7L/wXTXJ0wpSYKyyrMidRaVEjHMFkA=
24,53,2.2083333333333335,17,0.7083333333333334,16,0.6666666666666666,18,0.75,940,39.166666666666664,919,38.291666666666664,248956.60299999994,10373.191791666666,1044,43.5,0.05076628352490421,0.9003831417624522,1044.0,15.166666666666666,44.0,0.0,3,1,2,2,jyjzMfkKLCH9n5GeREmc6H+RuRzfDbzEDr0C35KPSoA=
14,24,1.7142857142857142,9,0.6428571428571429,5,0.35714285714285715,7,0.5,194,13.857142857142858,217,15.5,52015.217,3715.3726428571426,239,17.071428571428573,0.100418410041841,0.8117154811715481,239.0,30.857142857142858,52.0,0.0,3,1,2,2,b0vV2htyLpEAsWYFsGAPbbZRoAXzSLkPw8Kxmf7zp6c=
7,21,3.0,8,1.1428571428571428,5,0.7142857142857143,4,0.5714285714285714,58,8.285714285714286,74,10.571428571428571,16344.209999999997,2334.8871428571424,96,13.714285714285714,0.21875,0.6041666666666666,96.0,18.285714285714285,48.0,2.0,3,1,2,2,2q9d6fVIQE8CkA3OnS9OW29yET6lQ9myLRgyefu++V8=
19,50,2.6315789473684212,3,0.15789473684210525,9,0.47368421052631576,6,0.3157894736842105,243,12.789473684210526,271,14.263157894736842,68278.469,3593.6036315789474,311,16.36842105263158,0.1607717041800643,0.7813504823151125,311.0,20.526315789473685,52.0,0.0,3,1,2,2,1jvspS1PHcDrla+o7vzQNF5EwnljbIzPA74amszByH0=
7,154,22.0,18,2.5714285714285716,6,0.8571428571428571,2,0.2857142857142857,68,9.714285714285714,214,30.571428571428573,21196.978,3028.139714285714,248,35.42857142857143,0.6209677419354839,0.27419354838709675,248.0,22.0,46.0,2.0,3,1,2,2,nIHm3aYvbMOWNa3dnUeOP1d6umKjDB/dYd9O3GrZzWM=
1,1,1.0,0,0.0,1,1.0,0,0.0,0,0.0,2,2.0,163.678,163.678,2,2.0,0.5,0.0,2.0,26.0,26.0,26.0,2,2,2,2,AWn5o8gbErsnxbXA8VF6B76/zXNEGQGE9Z0LUETviao=
14,61,4.357142857142857,14,1.0,5,0.35714285714285715,3,0.21428571428571427,437,31.214285714285715,418,29.857142857142858,108493.08800000002,7749.506285714287,520,37.142857142857146,0.11730769230769231,0.8403846153846154,520.0,27.0,56.0,4.0,3,1,2,2,ECDOyKXGcBhCwiEYuvoTPGcFTH1aKsrkMb3CdovIPcA=
6,67,11.166666666666666,11,1.8333333333333333,0,0.0,1,0.16666666666666666,76,12.666666666666666,150,25.0,21688.660000000003,3614.776666666667,155,25.833333333333332,0.432258064516129,0.49032258064516127,155.0,25.0,50.0,10.0,2,1,2,2,HMaAvepj6WF80CQlCRLuhA7JwcJfitctuoye0znWdpU=
31,451,14.548387096774194,50,1.6129032258064515,40,1.2903225806451613,66,2.129032258064516,1937,62.483870967741936,2421,78.09677419354838,512799.25499999995,16541.911451612905,2544,82.06451612903226,0.17727987421383648,0.7613993710691824,2544.0,17.870967741935484,48.0,0.0,3,1,2,2,4JjwozvubmrIWItfvn4eKj21UPw96nXhBoN9tcTa3LU=
26,155,5.961538461538462,18,0.6923076923076923,10,0.38461538461538464,11,0.4230769230769231,634,24.384615384615383,584,22.46153846153846,158165.42699999997,6083.285653846155,828,31.846153846153847,0.18719806763285024,0.7657004830917874,828.0,17.53846153846154,56.0,0.0,3,1,2,2,JFQEWOhHlxZ+psA+pDnuqQIxnZnK24jQvouYgiKXPAw=
26,96,3.6923076923076925,25,0.9615384615384616,23,0.8846153846153846,14,0.5384615384615384,3407,131.03846153846155,2333,89.73076923076923,825655.1310000002,31755.966576923078,3565,137.1153846153846,0.026928471248246846,0.9556802244039271,3565.0,21.23076923076923,58.0,0.0,3,1,2,2,ThOo1nSQKGXtwODMaCjObdYVwrIV8zsezwQPwa0Dw7s=
15,142,9.466666666666667,21,1.4,17,1.1333333333333333,15,1.0,153,10.2,310,20.666666666666668,42293.41299999999,2819.5608666666662,348,23.2,0.40804597701149425,0.4396551724137931,348.0,14.8,44.0,0.0,3,1,2,2,DLrk7Cuki9IckhJrBTESJcRHU2DU1Hv3tuLT/SRfux0=
31,261,8.419354838709678,157,5.064516129032258,51,1.6451612903225807,34,1.096774193548387,1174,37.87096774193548,793,25.580645161290324,355068.85,11453.833870967741,1677,54.096774193548384,0.1556350626118068,0.7000596302921884,1677.0,21.483870967741936,58.0,0.0,3,1,2,2,efW8oAtuSlgboN7psohTK8JWwGHO37FPDDNBx7YVk6Y=
2,5,2.5,1,0.5,1,0.5,0,0.0,9,4.5,16,8.0,2751.313,1375.6565,16,8.0,0.3125,0.5625,16.0,33.0,44.0,22.0,3,2,2,2,wf8UGdYNtkZsGmVAFBcUCoPy1cMTaJ/pfmQnpf0W74c=
