msno,city,bd,gender,registered_via,days,season
c5dI2C+kFvB4R7h0oacKWdQ77nKp+g5dWZ/HSq9eylw=,22,25.0,male,9,1,2
YV5bgJGIZYW0lV8FJBUU04CIcryqxKVfDrssuR611Yk=,1,,,4,2,1
ceqr2KugjpwQUGq2b6EffdBQ8hQOEm+ZkS98oD7jlJ8=,1,,,7,3,4
v4rVYqPzGLkFXfNFljPgSTQuQNQF89Zo3F7xvRGlk5c=,1,,,7,2,2
TMiMQAViv4FD/BvvTgarcL0kYWtBKMdKm/IkBMNZw+M=,1,,,7,3,3
/6vXc5O3F8/FXnfSx8VY1QBad1t5+/l6teQkClWyOhA=,5,,female,9,1,3
GEcrUAgHjpKh4PvfJrHbHa/m27sPK3hgJ+d/fXa5ec8=,8,26.0,male,3,1,2
ExjPklmNGHgadMMeZmcrRsSJuDu9hRZqiHdc5CCmp+Q=,1,,,7,2,4
214EaIvwdOG84DYsbAtzzf7rUkEAqKGw0R/sbSrwbio=,5,33.0,female,9,3,1
XQ233O89/CU6Y1yR2nA4xl1IJzQNjfl3wItoKPLfHuI=,5,19.0,male,4,3,4
ci4SXZmkqAisZgaUz4KuZn7OoZHuJV7lVol8srSHcJM=,1,,,7,3,2
Tgd/y8yBQqmjRf5pVU2SZk8PS0uozJ+4idNnSQNPpmA=,1,,,9,1,1
xwQ3yQJGY4DW5iG0CgnWkHUPZ3EmPuTBz8B4ePEoSNk=,1,,,7,3,2
WHel6BGBvMxsRjAgh5Ccrwm1HEff5JtxnTEY7G7taho=,1,,,7,2,2
KAvTzGhXT48S9Pey6yr4cppt1Q1aItq96ZHdtUdy+yc=,1,,,7,2,2
9xR8K11Xbct9IuJZ2r43BHkPYwOFQV1D4ZqZYNv1inA=,5,26.0,male,9,2,3
kSXOhkCRMofjDfaan2uGwzbD1OYrVv9AAaap0Bq4t8w=,22,25.0,male,9,2,2
8ItM1GuNegBlY7RBDfSshan3Qekkmclr9HhGI4esvlc=,1,,,4,1,1
b7m9W6DeiYrNMKzBrAAliO6SOfdL29D9hzs7h1R2LU8=,1,35.0,male,7,2,1
0QXpfW1DMrQ3eFnBsR/o4BqYea+fyrKYzp5JkXsf9bI=,1,,,7,1,2
dqkgBgjyXeDZhJ4fAZpoECvgyKlqcqwZw3gwWFRbHxc=,13,40.0,female,3,3,1
hwVa9dt+RhtEA7Ow3npG1xgwFjnLT5bddQcXu+DZMT0=,1,,,7,1,2
+dKxUlfUkorGG9ty16zJN2FWPNkG7eaNyytvHwTkgoY=,5,22.0,female,9,1,2
nIYdfO4iQMvyUS9r7Hv5ZHqEFExT71vg9iGP9sbPw70=,6,25.0,male,4,2,1
4gdizFd+vrdHvNSdXZEPk46Eb1i/LeD9+HLVlFnF2kw=,1,,,7,3,2
t4z1E8eWuTPnv/BsQ4fa4e0IXerREQXxL+htHA5zhVo=,1,,,7,2,2
E3uV8OVEFjIV61ptbcf7NuMiB6wd4yLfBRLom5h7uIU=,1,,,7,1,3
9IDAyXAR/X+sBQbOyErurG/rdGkZEOcygNLXXd2y7tU=,5,26.0,female,9,2,4
cKhXG/9hiCAkvgNWtlVhiVsWdpWHNVoq613OF/EqkAk=,1,,,7,1,3
Gn2iNcSjFy9FwdPXbY9I4eOPyzlq4O+OaoF9vY3bCg0=,13,17.0,male,9,2,4
DKcPFJMCrkdd/TB2rGxY34/JomVdKGZPDo6EGvmYPgY=,1,,,7,1,2
/Vfw8ah3HO79UqjdfHSguQOUVH/JoVV+zfFzUfzmj98=,13,34.0,female,9,3,2
LnYOVYNiHKYhNFh43HYPQZFT+VYxkyPhGOjD3U9g3Go=,1,,,7,2,1
pL6WB0kFrqf5QF2m4umYpfHzn5dqh6t0Bj4crlwi4HM=,13,28.0,male,9,3,1
nUy5aD7zYvbHnpM1qFCTqgft1OzpvZwsBGjopl89U9A=,1,,,7,1,2
MwtM6mrihTZAhoWeQtOTBn23WQ1tdvhyiyWK8zNaTFc=,1,,,7,2,2
smwH7htqH11iMu5TmCGF5eRy5LbgTlVhK/X7P9GJemU=,1,,,7,1,3
6dgFIwVz5GGhAPY5t05f4LiBixSeWTk18LsWW5DnYyQ=,12,55.0,female,4,3,2
gzV60TtNM78G61o7QzM/AaleWeagSbTLYHgWU2oZB6A=,7,,,9,2,4
46qDs164mT4G2dOqomFcfVWW7YaJu2653VJphLIL1K0=,1,,,7,2,3
Dr0fNeVW9zTTuHbP0COYjW/t9GesegFzfLLGY/c01lY=,1,,,7,3,4
hgnf9gazRqnZs3EF/cnvODzTQzJy377c72flTSTt4+k=,1,,,7,3,2
dVhO0JPVOOUOYeJ5LXwEp9xo81E01SHskfbDiKzdn64=,4,21.0,female,4,2,1
Hdffke68rCneodBOYlsrghJaOuoUjphiuPi43EUfqLo=,5,20.0,female,7,3,4
KOQsA/dlBYVWHklhNjCFYzUo+saQAEb+jAuByjUv844=,1,,,7,3,2
d0xz6cAVKNajo0Uh/I2SNru4c9juB+YSe0NSnnFCTw4=,1,,,7,3,4
Ntw1a1IuWa3MTKfyGJNPhbLFH9r8H7XOrL+++zHWS84=,1,,,4,1,4
QrRiKN9FEO+X0GqW15f1cB3xwqjB2ahtLebY/w3sAys=,1,,,7,1,1
Wvo2ZyQte7fXNKXzK3lI4PED7FN1Q5Fx9thwUYIeIGg=,13,26.0,female,3,1,4
uwjk1XE6DMPvcZZzBylLVABI8rlRkuN9xukL0LsKCZM=,8,20.0,male,9,1,2
K8/aQuBCN3Q8kIRUsRHPsMGWi5Qk4h8ygfaGpYBMvr0=,22,21.0,male,4,2,2
yW2juBwDkD5r/YmjMawfIiO5WDHn3mfAeMc+WcxDMPE=,1,,,7,3,3
ylBWCqSbiBgr/2FewzpQnlAEO+RMGefnA6GlAyAWsxs=,8,38.0,female,9,2,2
5cmrhkCq12AWpBB4DaitEkYCJCtJMkoD6laGQ5k3D8c=,1,,,7,1,1
m3XZkI2/oq957aBy7QHw6cdvymVqCfH7R9H1cI15uZ8=,22,37.0,female,4,3,4
zQ0yRs8ozaY+SyC/+31U25wAV0AJb+hO4JmR6w7H8w8=,1,,,9,1,1
cvlsb786T7Us9VJ73SwmPVyBmREiGNFK9X16cT5WNss=,1,,,7,1,1
rvve0uEOyjSLeeVBgu6fs1seK6lvdKEqmYp/FtxypMQ=,4,29.0,male,9,2,2
uTIMNJZ6L2gpXXLqcmDKVegaRDd1qqMb8Lm3dnVrs6Y=,5,30.0,female,7,2,1
Uz8AXwxPAa83zVRMnenGZ3A3R759cSmiyxoAz718n/c=,13,,,7,1,2
YE0et4o74WA5rxyx97tsP4Kg5GJvit0BFjYFtOLYlvE=,22,35.0,male,9,2,3
B3HHWZLqFLqkFd34hkMWIKM5KNTJNSeTpM7JVtfgxps=,1,,,7,3,3
G5qU6a8+5DECVs9dZ9Gs/qr6zUsrm7VR1AGPQqAxbQE=,10,33.0,male,9,3,3
CN+sQj9Iu2CBode0aD2CtScLBxlMgZTq3Qh/iGr6s1Y=,15,35.0,female,4,2,3
c+TXkmmisXoybwnXz8LBAN4Gm0yZ5YCxXPeyKISZxgo=,14,,,7,1,1
qzKPHSf+N5auww3SHtxTHg+l4yAG5c7mtVJx460kcCg=,12,19.0,male,7,1,1
KcluAjjyJU1m/yz1LEtV2ivyqRdXIEZpv/QxXf8MQvg=,4,32.0,male,9,3,2
+QfgZHt7y0jkovAXiu00oYzPwiEaZsRn3h/BB0tP+fA=,9,34.0,female,9,1,3
rzhMFA1pcOlUldRBq0Dazi+cKZE7oRhMJrMUuZMQuy8=,1,,,7,3,1
eHtiBOJhN2aPl2HBHeTYizJv7vwE7YXYqaOSuzT5j+c=,1,,,7,3,1
+JqXUbW/KPs/wKHcHrfdr/nU6xKQQcUptpGXkdkay5k=,1,,,7,3,1
rbxqV4HcR0TE4dZ5aQpGRB/iSAMYtAVPz38KpoiuRns=,1,,,7,2,1
r/z9l5Rs/bQp4L087O+rxc0AryEnms1Wp6DDSpX23Mg=,15,,,4,2,1
HWHlFx6Vul8cDbm+XVykyF3ri+AGVU9MHRjDsJ1MZh4=,1,,,4,1,2
LfyjNVinohHCVIk4o3GbR/dm7WhdRiQ6BOhK3VqkEFI=,1,,,7,1,4
xvN3P6Lv3P/ys4kUse2EsIn3Mg7ZLohDnPzB015en8s=,13,38.0,female,9,1,2
JSyZi8/AJwWR+3c2glkMnu/t9A4oBEo/poPU3e2w8Qs=,5,27.0,male,9,3,3
Ajx+fWoLcH/KqVDkKuwSPk33NJ1T8tZVDph03WxVL6o=,13,43.0,male,9,3,3
/rNBKiQo3sw5ri6j7P9bwLUdAhQWdzImVsBexm4pFnM=,1,,,7,1,3
6RIPq/zCi/vH8JyXbvX0Jj+LDfikdWkCu7VXjsiJAHg=,1,,,7,1,3
uQz1oVPl++7DnRo6uSHB5AQDL3RgF0+XoxLts434dPE=,1,36.0,male,4,3,4
yLMT6ztyODMwp+gm9dk3EaKxnHRIWtCou8aslzCcyVU=,1,,,7,3,1
KnlLkWvesvGRJ+fhEKnFtV4i7ETE78BnKvunWwA9KRk=,1,,,7,2,1
0AFe/frfE6f+K1zvd/yaPcvX4uD9mezlPZUf2yHxA4c=,14,32.0,female,7,2,1
NXuwozCE0cok/sjBpDBUgzCCyEIk89Jh/N4aEE/cXD0=,17,29.0,female,3,2,2
pwua8bgKXRn7i9cBmyyCJqdErpwxuyS80zqEedSqQXI=,6,47.0,male,3,3,1
wlnStm3XmOLlqcA/DdfrNEHr1tzVBoP2K/vbUFFNGu8=,13,20.0,male,7,1,1
OTklbxJR0AohZDFjpQR7nUar4F9Dg3T33sYxX1NjzSI=,1,,,9,2,2
/yIO053VryElOzoebtUdOkBuwmF5WtIEoWSuc0Ly0n0=,1,,,7,2,2
c7dM4jPDgx3O/Hnb8OFq0FXWFNL+buK768rWhMgWbGw=,14,39.0,female,7,3,1
1CJVsYYGnioswP91Y1BXDqc/BpE71kSrEhfAA9ufmS0=,13,23.0,male,9,3,1
F+WJvpqahAFT0jCbuW4Ux8ogz8vWrP4cmA+anX5KRVg=,1,,,7,2,2
kWVJ+abd4VwE7YOqrnGhSjbHyg82e2ZCbAeLZI7IznY=,1,,,7,2,4
ZAQ4cdaSlpIj8Si9BtqG706tyjdpfPmHkSIPU+Jh72w=,1,,,4,2,4
0HYug+5TVNuy+Ji3qmDYBBTVPDAI7pNnR6JdYivxekw=,5,17.0,female,4,2,1
6cTBOPwVAW3vmAjjUrDO+7uNfdWaCZJ1u07b6TFSX+4=,22,24.0,female,4,2,1
cFxjFyih1qE23Zn3Vr4ou51blno1xeHDqTxaoKA+0d8=,22,27.0,male,3,2,3
WqwrkiBH93T8E3dFlUzBFwT/NdO3vR57pofKBKOd3xs=,1,,,7,3,3
WVhgL4C9ujGdmD2t5pOFNSQKXP8Edae+DObnXWxRvos=,1,,,7,2,4
ajiAtpuibDIWTYrsIsfhcJmdsA7x2bbTto3oYZD66jk=,1,,,9,3,3
3NUfAYI4TSL3Rir5z7q/muJ48kZBjayKKtXqDFi7wgE=,1,,,7,2,4
5AWu/uO6IWqbaddSl+/yy5BVMtQVw1LiALNrDvZ6Ynw=,1,,,7,1,1
nsSBMl3iKCCjY2UiOy7ucjX1nISZyvybAb05+emFawU=,6,22.0,male,3,1,2
Xdn4CakCGp44+59fKB2xpPPmX9V46FjtOvsYzjjTv6U=,14,27.0,male,7,3,1
sl0uAKL0U7CIf+PaOFY9plYlTitEYUOiWffQRC8GxoA=,1,,,7,1,2
riqthjgO7NI5LU7q7Hfwm2hzSYqzi/dmwuFfj7oDXtI=,5,26.0,female,9,3,4
vzZiqqf2O2rn3hRO5q62nbFfi5efe798YMuse4ul86Y=,1,,,7,1,1
EkwkQyEbhRQNK6GC8ev+zYvFXAQWS9WW9gPvKkRMo6A=,1,,,7,1,3
jmjMf5II6e4BZMB8/ECe6+FBEA63R7mNozjpLDmw5HY=,1,,,7,2,2
Nnhc3Kwxz2PO2hGNVQV/4JKIagU9BQVcgDBd6mjeAP0=,22,,female,3,1,3
ogP6gr6Fr9GAkLEXgMYtypFcTOHudzJrCD/VDnhR6w8=,13,21.0,male,3,1,1
y4AsgUU4njYg/4/tX7fWOjSxduFkGgwEbijnQLfrd8Q=,1,,,9,1,1
6M50OObRJmHWumF5Bl0DDk6r2H/IVJpWTBKbuNpnBO0=,3,28.0,male,9,2,3
AA8nJd19ogvKgJRn8XSplAy56UZWj/L33Z9JmsshNVE=,22,42.0,female,9,1,3
KntDfzuxHRAx+Q8QTEvi/uBHJ1UaowIj+Jz5DnUK3qg=,3,28.0,male,9,1,3
r9ma0H2MHvIfbbtZWmLMvCJUNMEuQTU70fnGMbofjvw=,4,29.0,female,3,1,1
6g+3e2iChMR+6y3Hx0Vx0YuNBX7mcBvREzr6nedFHe4=,4,32.0,male,9,3,1
Kw8/F1d/CMRRKrJxtqi62OrQjBE5Wwc3+P2BgXjCIvc=,13,24.0,female,9,2,2
vHI/Q05IuuXjLdiWc+u12edPDXQolqznU97R5iWivlY=,1,,,7,3,1
C8E0df7cvTuSGT3+yui7PVIsyzN5PoXMxHhsPBwR8JY=,4,,,9,1,2
SlAcxzMp2vB8azTe7JHcSr8Oe49GWhEkkfrAPRz0Pmc=,1,37.0,female,3,2,1
Rrc2iotfTzcA4fvmvOLJF7j+6Ee7qyAZwWvf4t7nWMw=,14,41.0,,9,1,2
+rTHMeW96L+meETnlg+7dP9yGZqy68/dAcyhxbBSv2Q=,1,,,7,2,4
Yg6eg9I0B8Om0lXEqkDFh6EA5cTmc8VA8ZturYU/DKA=,13,42.0,,9,2,2
VibAvCqu94TBBcRH8uHF2bDz7JV9yLehldD0gixumq8=,5,21.0,male,4,1,2
0y4375ba4udGCTX3uGpHUm+Jp/QN3SuVXJNySJeokfc=,1,,,7,2,1
H4Iu6D7S9j5BV1llD7qCiYZuIfWybai7f94W5lNsQvg=,13,26.0,male,9,1,2
o2zoSe3rafiaZhrwz5q2H/wUxxb2yPkCU50t07re12I=,1,,,7,3,1
xSqLnGiOpwC2lCFRG0dSLdTius8+N2N5tFzFM5Bnz08=,1,,,4,1,1
oLzqcI1+HsCDIPWXOTbC5xyOEQL5vvJzLygKcFyOs4Q=,5,22.0,female,9,2,3
690wYOOix8s0kSvoHjcGnOJwifPpL+BOfzWLPp5ilZM=,1,,,7,1,2
bWFz+QBs9G/sbTqowvQiDzjTufb2KCGVSMUcRJt8blA=,17,32.0,female,9,2,2
CaayE/0B6rCJO/RwmuxDVtFUQB81fFbQU8kCn/tqRmI=,1,,,7,2,1
kLIITC8gUnvLSnKna8TRE6D+EjPTM0uviioC9Wtim98=,14,21.0,,9,2,2
5YcqudJem7A6oyL5eRq8K13FFS2vEfYDNM+jrvX1KLk=,1,18.0,,9,3,2
tBKWeRFR0vM1gAMpZtJsdWam6ARq4WjPnS319ky6qls=,5,36.0,male,9,1,2
RmV0ufDGDUF/OCejD16mlOof42SFnLozsLJqAK3baVo=,1,,,7,1,3
JevKd3cuJ5T6byUy5he8IKgC+T/0OOrK1OnI/tSVrMA=,1,,,9,3,1
QW6w9k1PN3yuI1y+783kKFZoR5VWzlOqw5fcBhuywv8=,1,,,9,3,3
b4KV9DUvUqP7H/DPDJImezWjB+CJfSxvMNcUe+ThV/0=,1,,,7,3,3
ogsUkq/w6M+5ajterrnIUkQVgUCibTyEAd/+j+8zN8c=,5,31.0,female,3,3,1
2oG1lHowfmhnuFdsrfYcVK+omsaOvHKIgivLuhmgaBY=,5,34.0,female,9,1,2
raAg0Xegs3GyshcxNVwuOnEo14YZ+w0ed++AOdQHXt0=,1,,,7,1,1
87eN3FcTINNNtifPOiseBwiCg06KnP9Phc/WaUOwXW8=,1,,,7,2,4
/GYR20dqdKQ1xdeviAyjvsEuhi6FKVEZ5Yy9Nw8o3nk=,20,28.0,female,7,3,4
ZHlitYIxy1xJ/neW0dLvgxTFC4FLYWpIBgFpOXYOL5k=,18,,,3,3,2
9ItjfAEvEacW2Z/3sHJZyAb6pY/f+fzyfERkvPY9NNk=,5,21.0,male,4,2,1
SfVflwmJGAqmt/0VHS1bq3OtJAjFL5hA3sXMgazkEyA=,5,17.0,female,9,3,2
HVHsD7dgd5nZCfs/DE8NrGoiD4uRBxJYRJGr1TlMzY4=,4,31.0,female,9,3,3
UKpM7rxRVe20aWG9Szxipnn28K12Qmd1Q4N88xQR+kw=,5,22.0,male,9,2,2
QMT2BMx9+eYafgK1xyIJciKJzeeCincg0YdwjDBJy6U=,1,,,7,2,1
5+4YVzFnxhV87ext6UCNkY+0cWcz6HCAa0AzihCEY7Q=,22,20.0,male,9,1,1
enyZrdLl7UlgTZFr9DrscQPJODFxsltKmMN7WC/1prk=,5,29.0,male,7,1,3
Zjfy9tkZpL5AkcFXVTFoXy9814iQegoQtJPWDEF6QpU=,1,21.0,,9,1,1
wzsuNE3/K4eiu4ox40G57V9ygELBB39KDaTX7erWUr4=,1,,,7,2,1
/HLks0La8lN1NERhx/RT8DCfUbwYnXwnI+Dz47Zmk5Q=,4,23.0,female,9,3,4
q+lWxxOcrcPOBleYug11tAbc51msnq70uh0GLuFoUEU=,1,,,7,2,2
TLn8UR7QVLBULIacprK6VtSAjaQO1yTMb76CUlTWqUE=,4,14.0,female,4,3,2
/CVDaFwhM22vyBGpSe2SWjboK3Ev8RjEYJoG4IROptw=,5,32.0,female,9,1,1
Y3i4CKl917vKHQhtj0IqT7BFhCTz3chrDkKxTECHVYo=,13,50.0,female,9,3,3
TE5hKet5/kD1aAH5a7uV1W4hdtLPdOZqjepQf/Mj+BU=,15,,,4,3,4
9ECqvuRq+yJQQO6PD61TftKgsf6b7lNZen/xoOhhsrs=,1,,,7,1,2
WMqBlspZhW4HThcQdht8WQNgbdiSorglnplgYQH9zbU=,12,,,4,2,2
Gb5l4/LPuuHLrhNrJXQplIhGAbMZNvK0dIGgz+59WbQ=,22,17.0,female,4,1,3
cmOngfZMGUzAPw51rJzwKnSnl/lMv9vTtEOprjb7AJ4=,6,43.0,female,9,3,2
Rfeu6yXB/xLWwYWlZn53Loz4KxAcjHpsqjlJRvWbTSc=,1,,,4,3,3
HJFDW+KfnEnoh99UWkTJCUXRawhSnL1R7QRmNEIaoQM=,1,,,9,2,1
dzGqdQEgAe9ZJ+NU9BGrVgcFA/jsijTJ9vxeSgkLB7I=,1,,,7,1,4
WEbaQAwqsF/UUFrpiuRUlHJa5wAG1aSIJOF/BU247Hw=,1,,,7,2,3
7pcNxkSWD80mWUQK8Fea0mR4HTI9nQdYivOr4bc3UjM=,10,,,9,2,3
0iniMQVaHfNZhAsb0ynyQJfAyWogjUgqxBLUgvFXL6U=,5,64.0,male,9,3,2
zCgc86RGIzJLyNo2a7m4n+Bn1rTfVFNXgaOySGHI/oo=,3,50.0,female,9,3,1
t5rqTxCnG7s5VBgEfdkQCezv5KBK7+DMujNibYgylrs=,13,,,9,1,2
RXjZUfap+WQ3n55qH2TraDLduwDh78jNWrW0wfpY+Cw=,1,,,13,1,4
tL4ZJcTfTLDDW0aC7lqrEf6TNg7igqFhI8hOqKNiqCs=,12,23.0,male,4,2,4
+3yjFUhMqKsM/MSdNr2byy5fsaU2qHEkDdukZvvNFD8=,1,17.0,male,3,2,3
5RjcvJFLKPTQ9CGvUfux7wZAdE4fQUNk17Hu7xj7CI8=,3,18.0,female,9,3,1
oW4jtgnqUDfTIjLD4vPOx7gg0bNZOmqWFhzu8hbk3gc=,1,,,7,1,2
f02lJGYs8CBr6YHSx2DURAa1Xtr//fOc38+1Bn3rp9A=,15,30.0,female,9,2,3
St0SxyX9Gwh8REoSYBHUsZ3mQ9d0wOCDAe/8ndGNX58=,13,24.0,male,9,3,2
pKwFQ2ei1w/afWlkRxv/jnR6DWXYQFUBAcTjYrBnXpA=,11,32.0,male,9,1,4
jLZzMcJACjy8/U5eWFrCsidHTxmDfjTt5emBZfv6r+0=,1,,,7,1,1
uxJMbdUS63mKLZ9xT66Vac0wWVTrKlzKeE8RLEU7pYI=,1,18.0,female,3,3,4
F19/jwv+baQmmuAYGm6RbwCziiJo2tpZGAgLgxlgsOo=,1,,,7,1,4
nUFHHLA6up/XaeWgxfICb1WVFS3SEKadRs1ps2FH07w=,13,14.0,male,9,1,3
5PcAUr2NWKWr4bwgliPPW/rDwB5SGSGPFN2TmRNHVPY=,12,22.0,female,9,1,3
T5tv9F+rWxvbcbydI7HjKlRM+BsDu4pMn05+3Np4MIY=,13,42.0,female,3,2,1
Iuyk3llX9+m2oAO/5jx5n06l8Azf3uv4AsubCjdO8AM=,1,,male,7,3,1
5u7upkzT8b2kFsUMVlZBwdRU7DwrMqzix8Ll59itXNU=,1,,,4,3,2
55OiLhm4YfTszSbyeiFl83D2c9QE2rVzAcoZ4PtvH6k=,13,18.0,female,7,2,1
jQz7abB4BrJHKLwT/QLnIpTj+u6l0nvsyukaOJqBF04=,1,,,9,1,2
8KlEjpKndfT7JC5Fd8KrdbpHITeFjsQeW/b3VGztmSQ=,8,,,9,1,1
OLNJ1TSgzuKD6nceWNTZhxK5BPpqbyg17Rv5G32kW8w=,9,29.0,,9,1,1
1ogDTr42opMBJRyLZpubNfVtwWY7MZS9NaYd2UaA34Q=,1,,,7,2,4
DSF62zKyLxSYB7QXNinxyR6j+MJjxaWXe7uoIPKU62c=,1,,,4,3,4
jQ7yRYZ6TAnbgwdBRnLEVlRH1LLnSEB9vMCTHzQDfJY=,5,28.0,male,9,3,2
+PW9ofkAxxsjuC5mqlgxt9OKqJr5KjojEK1rEwcm+UY=,4,25.0,male,7,1,3
ld7Zzk6ZnCgSS7s36EyDgJtlWCsk37px/wngIWirNok=,5,27.0,female,9,1,3
TaBhzZLavT9PakfMoMs9QGUHbYlsaSiMzKIPmr8Ylkw=,1,,,7,3,4
ZftVe29LnKLtvU77KAB+NvH43gFJ8kNilc9obgVArVE=,15,34.0,female,3,1,4
jMc4J0Wive5vZXbqdHp9I6ish8i2ldJRx7hjh85o+kI=,1,,,7,2,3
joLB35Akgo+uPfkWUICYnNm/Pw7BlMdjmmbzhqUDonk=,5,20.0,male,9,1,4
alULPSHlzcRb39l78NGpCsZLBrboeM9zyihO4NvD4Xs=,13,26.0,male,9,2,1
OfYUTx4MPzU9GYTivIGRwoqi3nKKOTkEARL947Ww8dY=,1,,,9,3,4
3DkE8m6YDV4bchrzlJ2xNM3rRd17PJz+0L84VM75AJ0=,1,,,7,1,4
yv15VzcK3Gkc0QOqYrD1axg0M0XORUDvr9ayGTNeIQY=,5,22.0,female,9,2,2
aasrL233MpqEUWxRViT9Ft1TwG1Ig4SdBrERvAETlDo=,13,31.0,female,7,1,2
Q/XbnNFlVLdBb1P18jq/3InfrgfRZrhRj7RLZxtkRXM=,1,,,7,2,2
Y37uu6sILyr4AgaKqwDiva1bt5kpPHV4Zl0xnmJFrWk=,4,27.0,male,9,2,2
EVPrEgfhlZTm308r//d17wcAkK3dD82vRi9NgHxu08w=,1,,,7,3,2
ug5YJM8xY2yQOQjp3EkSW0IQJNPwAmo0LqK61ZLOc90=,5,19.0,male,4,3,3
UD6DvDS/dE9ixFsvZIlzDiPGPa1hFUEjYN+Q1pTAJfM=,1,,,7,2,2
6MBCYgK0BxxCgWqodmPp+FtJ64wwie0GRqMCpuFAhvc=,13,38.0,female,9,1,1
VPQqtdnfy9PYKQBGPGvruFmpfjnyBK6nrN2eTpQ1Lhc=,4,47.0,male,9,2,2
Yz7G3W4uiEuQwO8//I3BqYiW/EMNnDwimr69vhne+G8=,13,27.0,,9,1,2
DgqhhyViLfmm2keubMvZIe9aVPBNmIrGOgunJwhhwgw=,5,36.0,female,9,3,1
kF0iMVFekVojEZCeg15y/tbmDOYxJGNzAVyB4vOJmd4=,1,,,3,1,2
+EUO/vvHdCP9JQOT/z3FQJC1ZGPrFCdJ267TIeiVsLc=,1,,,7,3,3
K0CpXH9oQa1OgPOcgkT36DrzG1pC5FSGHVPCSfzPqJ0=,5,18.0,male,9,1,3
CCLFFCGM1FeUlgWseK9INfVlhSir6yWF36Sv1pADL0s=,1,,,3,2,1
D+fct6tgXFeieLa/n3cgfb6mooEzzjPN73/qXyd4y9c=,5,,,3,3,1
TW5MFvDq8ZxtPA2UPaqoPbeN9Ae/8TsqskX3N0NqqWo=,6,22.0,female,9,3,1
lenKovhum2yq40Atwn2MN+zr7ZGLFKj/cWBCkmP0KHo=,22,31.0,male,9,3,1
pD6mRfM1XeiMarUkRcgk5PfB5wVBfoHQUw0J9A9xZYE=,1,23.0,female,3,2,4
jyaX5qE4VaKVh141AkGQXg75weJVrdqBolia3e+5/Z0=,14,36.0,male,9,1,2
hDzgVRGSre3q7p+cZfpjQt5BAtmCGtVwS6Fma/w2vp0=,22,22.0,female,4,1,4
hrJ0NoC+BjSGu8bFqtvTNvSoA8uRdm93CYJg7LYS5KE=,13,25.0,male,3,3,4
yIsgJCZ7n0wG+HUDdVdatok1vz+i6aazASmkq7+ly3Q=,13,27.0,male,9,1,4
dvAT9dGUvhMm/vJIwWKHiyuBhfa5WvwQVU6KavpA588=,1,,,7,1,3
gzcAipnUoS/8qFquPdi+T9gknLiKONUJF/fqilig6cA=,15,25.0,female,4,1,3
wbcuXH9bIZV4Z+MjJb7LkXKcrKRWuD6o37ZpB/JtSr4=,22,48.0,female,4,1,3
q49rAZLfSlFgoLuCoPvN3+PcVbIxjqNnMB4TtQ3bL3o=,13,24.0,male,3,3,1
8LnEYTG8RlfJWtPwkoMLwRb5COHY93pFYGb7QjEIjdY=,5,,,3,1,1
iuap4nwIHTQl6DWKWDQhFUOvq4W96AB0dfvQP9cpWyA=,15,25.0,male,4,2,4
8xERgAKgTqGJyoSw2rEn9ok2dIrzpwAP35r1bOpqj2Q=,1,,,7,3,1
+CKkFnl7XkCxI6tjrScwILIZBttYS+l2IlRJiOWwixA=,15,39.0,male,7,2,1
cTh+EloBVUswNnQ1XbgMm3eiEh3P0rTfV84C0Dhmeik=,1,,,7,1,3
s/AYPcz0cQCdrjvzjrZK8a700sSW1B/SEtHRCHGxH4I=,5,,male,9,3,4
hLbLyHnk7Kqaf2ooLJIFekctlsl5bHKMO+z5xr1ahPw=,22,24.0,female,9,3,4
c5+QWRwLzQYuWTyt222c126F8bP6qdxhPbxfAIm1Qtg=,1,,,7,2,3
Wzvjm9FCZVzuB9MZf/Xa7VWWBn7Bn451hpl0wJb05bA=,5,20.0,female,9,2,2
4dzvZjhaKuNySytiD8R8FAZgQ3oXXqe98kSChiSGpsY=,13,22.0,female,9,3,1
JZn5kjsN5nNtqfUtlpu/+XNYzSsqqiGzejuRLbbBtoE=,4,28.0,female,9,2,4
RGopCLNb9+LpIw10yM/pyAq6mETmbvYa3VIZ8iBWEB8=,8,28.0,female,7,1,4
ozcGRap+2YP8Xy9EeJ4Pwl/Gfxs5Js8txhojctg0tew=,14,37.0,male,3,2,1
hLIUg+8wctO5qDKo6OITodJ7eONBM6MtKiGGQpsLde8=,1,,,7,2,1
SPCS5vHp4C4GP6OMUhK3mJ7wJHHSCYx0WC1LsrkaKW8=,13,,male,4,1,3
rbQmQqZDL4vGRp0uBH99chTumR5N5Z5MzhtFj2A6WMA=,22,,female,9,1,3
mXnMJDUxLOvUF2Tn/dfoe+sV91xjX58THneTZf4IYe8=,1,17.0,,4,3,4
bd/+nFcD5KG1Lpf5B7zPvlxN8cp+BShTjk90i1OEMHw=,1,,,7,2,1
CPIpRfSBu6MC6Sgc0auLe28YAQ77Txsvy0dhQcETFDg=,22,23.0,male,3,2,4
agEH53EsRYax9lgQ7wGr1nZPZY0jioLPeLVshQ/2y14=,22,29.0,male,9,2,1
ZX3pv6esP7nLIEH9QZw16Rw0l4Xc986caE5f4OKNZ3E=,10,36.0,female,7,3,1
zvjgWS6M5HR1y8hbJujRUpkVchwMa8eFwbgNlMfNN90=,5,,female,4,3,1
